segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_avg_annual_salary,empl_2021,ep_openings_annual_avg,openings,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,employment_auto_pct_change,employment_raw_pct_change
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,15-0000,Computer and Mathematical Occupations,41.38248777991672,41.38248777991672,75.70368392608448,0.0026293850791960656,0.002826633165829108,0.0018172377985461658,"Some college, no degree",Unreported,Moderate-term on-the-job training,SC or associate's,72972.11988706539,40.0,55.099999999999994,0.0,50.17021553730051,90.15263819095358,-8.787727757383784,-14.448954264869101,-0.17515826199411666,-0.1602721179857717
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,17-0000,Architecture and Engineering Occupations,334.8053080024648,334.8053080024648,612.4811864523666,0.021273058448761428,0.02010050251256281,0.01998150311526479,Bachelor's degree,Unreported,Unreported,BA+,95119.05979192947,740.0,52.89999999999999,0.0,356.76597715414164,641.0854271356783,-21.960669151676825,-28.604240683311673,-0.06155483021910652,-0.044618454066431175
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-0000,"Life, Physical, and Social Science Occupations",26.44322989122512,26.44322989122512,48.37432510864199,0.0016801656413581293,0.0015703517587939545,0.0019470404984423002,Bachelor's degree,Unreported,Unreported,BA+,83910.0,0.0,14.9,0.0,27.872341965167045,50.084798994974385,-1.4291120739419263,-1.7104738863323945,-0.0512734837900573,-0.0341515573718091
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,37-0000,Building and Grounds Cleaning and Maintenance Occupations,40.127171411158464,40.127171411158464,73.40725181902698,0.002549624042420374,0.0025125628140703574,0.0038940809968847,No formal educational credential,Unreported,Short-term on-the-job training,HS or less,35930.0,120.0,351.3,0.0,44.59574714426781,80.13567839195998,-4.468575733109347,-6.728426572933003,-0.10020183580854576,-0.08396293271547405
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,41-0000,Sales and Related Occupations,94.6721985651667,94.6721985651667,173.19002750344822,0.0060153383635563875,0.005967336683417067,0.020638629283489005,High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,66780.0,150.0,114.8,0.0,105.91489946763548,190.32223618090393,-11.242700902468783,-17.132208677455708,-0.10614843576284776,-0.09001685258243448
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,43-0000,Office and Administrative Support Occupations,465.7193301297146,465.7193301297146,851.9707455460923,0.02959115131619867,0.030464824120602987,0.013956466583164713,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training,HS or less,47095.93377570953,940.0,1244.8000000000002,0.0,540.7234341242455,971.6451005025117,-75.00410399453091,-119.67435495641939,-0.1387106592041963,-0.12316673535895634
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,47-0000,Construction and Extraction Occupations,40.81905726058404,40.81905726058404,74.6729637292535,0.002593585496324781,0.0025125628140703574,0.0029205607476635,High school diploma or equivalent,Unreported,Apprenticeship,HS or less,62350.00000000001,130.0,81.0,0.0,44.59574714426781,80.13567839195998,-3.7766898836837726,-5.462714662706489,-0.08468722076717614,-0.06816832118132493
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,49-0000,"Installation, Maintenance, and Repair Occupations",534.2588931812543,534.2588931812543,977.3546384932877,0.033946058768374546,0.03172110552763819,0.017853011936707654,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training,HS or less,61945.38130196331,760.0,257.9,0.0,563.0213076963798,1011.7129396984924,-28.762414515125556,-34.358301205204725,-0.05108583657838443,-0.03396052363968388
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,51-0000,Production Occupations,5059.598119254267,5059.598119254267,9255.852834418629,0.32147974941110263,0.32631909547738736,0.031815466285279065,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,HS or less,49356.133983530795,9330.0,531.1,0.0,5791.872660361776,10407.621231155788,-732.2745411075093,-1151.7683967371595,-0.12643139517189755,-0.11066586409671379
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,53-0000,Transportation and Material Moving Occupations,506.3770711556941,506.3770711556941,926.3486029660878,0.03217448700582848,0.031407035175879394,0.017353971962616777,No formal educational credential,Less than 5 years,Short-term on-the-job training,HS or less,43472.41152918402,710.0,1231.8999999999999,0.0,557.4468393033463,1001.6959798994974,-51.06976814765221,-75.34737693340958,-0.09161370115843734,-0.07521980565497464
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,00-0000,All Occupations,14431.680756510303,14431.680756510303,48821.95640263672,0.5000000000000001,0.5,0.03189975275258648,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,HS or less,60557.44929794789,45610.0,5975.7,0.0,14602.465964852337,49288.99999999999,-170.78520834203482,-467.04359736327024,-0.01169564159595436,-0.009475615195343186
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,11-0000,Management Occupations,1004.4019469901057,1004.4019469901057,3397.8625839927395,0.03479850905574557,0.034088708115436704,0.015150150641865348,Bachelor's degree,5 years or more,Unreported,BA+,125384.78185003418,3400.0,620.8999999999999,0.0,995.5584000829002,3360.39666860352,8.84354690720545,37.46591538921939,0.008883001646582508,0.011149253818534792
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,13-0000,Business and Financial Operations Occupations,675.5259051510408,675.5259051510408,2285.2844964199985,0.02340426997203022,0.022467557621537754,0.0073803420801888744,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training,BA+,79543.10283056273,1450.0,634.0,0.0,656.1634909637276,2214.8068952159488,19.36241418731322,70.47760120404973,0.02950852105300014,0.031821104294141186
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,15-0000,Computer and Mathematical Occupations,120.37195556678553,120.37195556678553,407.21482590519736,0.00417040667673044,0.004067402672864519,0.006978583940780788,Bachelor's degree,Unreported,Moderate-term on-the-job training,BA+,96903.53152000999,320.0,235.8,0.0,118.78821819170712,400.9564206856386,1.5837373750784138,6.258405219558767,0.013332444910676994,0.015608691859471526
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,17-0000,Architecture and Engineering Occupations,989.1755675905314,989.1755675905314,3346.3521851862342,0.034270975927190694,0.03215184969978684,0.020524971559402597,Bachelor's degree,Unreported,Unreported,BA+,94721.44377816547,3200.0,114.79999999999998,0.0,938.9925818963704,3169.465039705588,50.18298569416095,176.88714548064627,0.05344343146227248,0.05580977965198737
