segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_edu_training_grouped,ep_avg_annual_salary,ep_employment_2024,ep_employment_2034,ep_openings_ratio,empl_2021,ep_openings_annual_avg,openings,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,employment_auto_pct_change,employment_raw_pct_change
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,27-1025,Interior Designers,6.66426151256589,6.66426151256589,771.2374413930087,0.0064471395239264675,0.006498781478472755,0.0148503075406939,Bachelor's degree,,,BA+,BA+,63490,87.1,89.9,0.08813559322033898,500.0,7.8,0.5873586417854683,6.582516123996322,759.47359870024,0.08174538856956826,11.763842692768662,0.012418562602766506,0.0154894689070183
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,27-1025,Interior Designers,6.66426151256589,6.66426151256589,771.2374413930087,1.4935000607254859e-05,1.4368476740332033e-05,1.5351685848096268e-05,Bachelor's degree,,,BA+,BA+,63490,,,,500.0,7.8,0.5873586417854683,6.582516123996322,759.47359870024,0.08174538856956826,11.763842692768662,0.012418562602766506,0.0154894689070183
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,27-3031,Public Relations Specialists,1.2417356868940705,1.2417356868940705,143.70280221459188,0.0012012798732687173,0.0012185215272136102,0.0022428382098073,Bachelor's degree,,,BA+,BA+,69780,315.9,331.0,0.08533003555418149,130.0,27.6,0.10595735031156701,1.2342217732492786,142.40129975629134,0.007513913644791925,1.301502458300547,0.006087976899816305,0.009139681031900456
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,27-3031,Public Relations Specialists,37.65817065583804,37.65817065583804,37.65817065583804,0.00024390909122833868,0.00022909507445580162,0.0003273322422258,Bachelor's degree,,,BA+,BA+,69780,315.9,331.0,0.08533003555418149,,27.6,3.213373040968094,38.132187857944814,38.132187857944814,-0.4740172021067721,-0.4740172021067721,-0.012430894442056278,-0.012430894442056278
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,27-3031,Public Relations Specialists,38.89990634273211,38.89990634273211,181.36097287042992,8.717696983460282e-05,8.592995907358166e-05,8.807787767840537e-05,Bachelor's degree,,,BA+,BA+,69780,,,,130.0,55.2,3.319330391279661,39.366409631194095,180.53348761423615,-0.4665032884619862,0.8274852561937678,-0.011850287918874044,0.0045835554784270155
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,27-3041,Editors,0.5124581163326046,0.5124581163326046,59.305428773497745,0.0004957622040994564,0.0004874086108854041,0.000815577530839,Bachelor's degree,Less than 5 years,,BA+,BA+,75260,115.8,116.5,0.08437365475678003,100.0,9.8,0.043237964184757005,0.4936887092996709,56.96051990251186,0.018769407032933727,2.3449088709858827,0.03801870830621048,0.04116726594137839
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,27-3041,Editors,0.5124581163326046,0.5124581163326046,59.305428773497745,1.1484486711976792e-06,1.0776357555247863e-06,1.2043105332465982e-06,Bachelor's degree,Less than 5 years,,BA+,BA+,75260,,,,100.0,9.8,0.043237964184757005,0.4936887092996709,56.96051990251186,0.018769407032933727,2.3449088709858827,0.03801870830621048,0.04116726594137839
2,2. Equipment Manufacturing,2030,sam_mi_bls_us,bls_us,BLS US,27-3042,Technical Writers,6.459343127950117,6.459343127950117,48.33735629955089,0.0010720047444010548,0.001060220525869305,0.0011825413889486,Bachelor's degree,Less than 5 years,Short-term on-the-job training,BA+,BA+,91670,56.4,56.9,0.0794351279788173,50.0,4.5,0.5130987480278115,6.455757011308769,48.725614927901525,0.0035861166413475587,-0.3882586283506342,0.0005554912669522158,-0.00796826533487846
5,5. Component Systems,2030,sam_mi_bls_us,bls_us,BLS US,27-3042,Technical Writers,14.68945103045328,14.68945103045328,43.90252864168533,0.0023750708423521142,0.002489110143123809,0.0017832647462277,Bachelor's degree,Less than 5 years,Short-term on-the-job training,BA+,BA+,91670,56.4,56.9,0.0794351279788173,80.0,4.5,1.166858422542626,14.805354513208737,44.38332296204064,-0.11590348275545637,-0.480794320355308,-0.007828484123906116,-0.010832769794332729
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,27-3042,Technical Writers,0.8951713326937382,0.8951713326937382,103.59582182261525,0.0008660066038545433,0.0008935824532900076,0.0018690318415061,Bachelor's degree,Less than 5 years,Short-term on-the-job training,BA+,BA+,91670,56.4,56.9,0.0794351279788173,160.0,4.5,0.07110804937549553,0.905095967049498,104.42761982128344,-0.009924634355759854,-0.8317979986681934,-0.010965284032932935,-0.007965306497378045
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,27-3042,Technical Writers,22.043965491097136,22.043965491097136,195.83570676385148,4.940181854734588e-05,4.838493833731658e-05,5.017644338048201e-05,Bachelor's degree,Less than 5 years,Short-term on-the-job training,BA+,BA+,91670,,,,290.0,13.5,1.7510652199459331,22.166207491567004,197.5365577112256,-0.12224200046986766,-1.7008509473741356,-0.0055147909499797775,-0.008610309742567107
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_bls_us,bls_us,BLS US,27-4021,Photographers,55.0567900439782,55.0567900439782,55.0567900439782,0.0007519160900653017,0.0007287567409998024,0.0005474836807749,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,42520,151.2,154.0,0.08322411533420708,,12.7,4.582052644551266,52.794053344989685,52.794053344989685,2.262736698988512,2.262736698988512,0.042859688840376796,0.042859688840376796
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,27-4021,Photographers,55.0567900439782,55.0567900439782,55.0567900439782,0.00012338549307974622,0.00011524014726678651,0.00012991625195422237,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,42520,,,,0.0,12.7,4.582052644551266,52.794053344989685,52.794053344989685,2.262736698988512,2.262736698988512,0.042859688840376796,0.042859688840376796
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,29-1141,Registered Nurses,1.0033825859749756,1.0033825859749756,116.11882530217405,0.0009706923288441186,0.0009748172217709083,0.0014272606789682,Bachelor's degree,,,BA+,BA+,93600,3391.0,3557.1,0.05443214691786243,220.0,189.1,0.05461626833461461,0.9873774185994432,113.92103980503542,0.01600516737553248,2.197785497138625,0.01620977660015275,0.019292182558199235
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,29-1141,Registered Nurses,84.73088397566026,84.73088397566026,84.73088397566026,0.0005487954552639218,0.0005154639175257037,0.0003273322422258,Bachelor's degree,,,BA+,BA+,93600,3391.0,3557.1,0.05443214691786243,110.0,189.1,4.612083925043495,85.7974226804008,85.7974226804008,-1.0665387047405375,-1.0665387047405375,-0.01243089444205616,-0.01243089444205616
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,29-1141,Registered Nurses,85.73426656163524,85.73426656163524,200.8497092778343,0.0001921355158026465,0.00018943597830183557,0.00019408974242256886,Bachelor's degree,,,BA+,BA+,93600,,,,330.0,378.2,4.66670019337811,86.78480009900024,199.71846248543622,-1.0505335373649984,1.1312467923980876,-0.012105040700290795,0.005664207396352152
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,29-2010,Clinical Laboratory Technologists and Technicians,6.1459830267407485,6.1459830267407485,711.2584365800769,0.005945746578276963,0.00593013809910645,0.0040099228599585,Bachelor's degree,,,BA+,BA+,61890,351.2,357.2,0.06380575945793338,100.0,22.6,0.3921491146367615,6.0065459631467055,693.0196588139762,0.13943706359404295,18.238777766100725,0.023214184066776833,0.026317836058668675
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,29-2010,Clinical Laboratory Technologists and Technicians,6.1459830267407485,6.1459830267407485,711.2584365800769,1.377350814692292e-05,1.3111235025553115e-05,1.4278433466874693e-05,Bachelor's degree,,,BA+,BA+,61890,,,,100.0,22.6,0.3921491146367615,6.0065459631467055,693.0196588139762,0.13943706359404295,18.238777766100725,0.023214184066776833,0.026317836058668675
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,29-2072,Medical Records Specialists,0.36847868268600104,0.36847868268600104,42.64306793885109,0.00035647362793159724,0.00032493907392360275,0.0001699119855914,Postsecondary nondegree award,,,SC or associate's,SC/Associate or Employer Training,50250,194.8,208.6,0.07040158651462568,,14.2,0.025941483857913804,0.32912580619978066,37.973679935007915,0.03935287648622038,4.669388003843174,0.11956788481767676,0.1229638005016856
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,29-2072,Medical Records Specialists,0.36847868268600104,0.36847868268600104,42.64306793885109,8.257823225122853e-07,7.184238370165244e-07,9.199594351186138e-07,Postsecondary nondegree award,,,SC or associate's,SC/Associate or Employer Training,50250,,,,0.0,14.2,0.025941483857913804,0.32912580619978066,37.973679935007915,0.03935287648622038,4.669388003843174,0.11956788481767676,0.1229638005016856
1,1. Materials & Processing,2030,sam_mi_bls_us,bls_us,BLS US,33-9032,Security Guards,23.309871766183246,23.309871766183246,78.60030405785074,0.0011079531838222858,0.0011146718684687073,0.0007990599294947,High school diploma or equivalent,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38370,1262.1,1267.1,0.12731298434287522,30.0,161.0,2.9676493392025165,23.327888262736007,78.70029260136461,-0.01801649655276094,-0.09998854351387365,-0.000772315794290755,-0.0012704977352541624
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,33-9032,Security Guards,0.47973850002305174,0.47973850002305174,55.518873711341335,0.0004641085946005987,0.0004874086108854041,0.001053454310667,High school diploma or equivalent,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38370,1262.1,1267.1,0.12731298434287522,50.0,161.0,0.06107694014210923,0.4936887092996709,56.96051990251186,-0.013950209276619163,-1.441646191170527,-0.028257096048253626,-0.02530956869140081
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,33-9032,Security Guards,104.31149528022691,104.31149528022691,104.31149528022691,0.000675617577151879,0.0007445589919816053,0.0006546644844517,High school diploma or equivalent,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38370,1262.1,1267.1,0.12731298434287522,60.0,161.0,13.280207765393431,123.92961053836227,123.92961053836227,-19.61811525813536,-19.61811525813536,-0.15830046728067942,-0.15830046728067942
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,33-9032,Security Guards,128.10110554643322,128.10110554643322,238.43067304941897,0.00028708208486695144,0.000322514895688659,0.00026195665930182487,High school diploma or equivalent,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38370,,,,140.0,483.0,16.308934044738056,147.75118751039795,259.59042304223874,-19.650081963964737,-21.15974999281977,-0.13299440969015472,-0.08151205943902176
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,134.90344725074183,134.90344725074183,134.90344725074183,0.0011618324318735402,0.001264450867052008,0.0016276788881701,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,42010,1215.0,1288.0,0.14694366759888133,,183.9,19.82320731075623,147.3983020231196,147.3983020231196,-12.494854772377778,-12.494854772377778,-0.08476932638218548,-0.08476932638218548
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,134.90344725074183,134.90344725074183,134.90344725074183,0.0003023265312760613,0.00032174460864029534,0.0002867130964008036,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,42010,,,,0.0,183.9,19.82320731075623,147.3983020231196,147.3983020231196,-12.494854772377778,-12.494854772377778,-0.08476932638218548,-0.08476932638218548
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,35-2021,Food Preparation Workers,232.62927697375594,232.62927697375594,232.62927697375594,0.002003479111167902,0.0021676300578034138,0.0031092840299659,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,34220,902.7,871.8,0.16680755142293605,,148.0,38.804320081280224,252.68280346820174,252.68280346820174,-20.053526494445805,-20.053526494445805,-0.07936245054748806,-0.07936245054748806
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,35-2021,Food Preparation Workers,232.62927697375594,232.62927697375594,232.62927697375594,0.0005213358428863055,0.0005515621862404991,0.0004967471088804319,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,34220,,,,0.0,148.0,38.804320081280224,252.68280346820174,252.68280346820174,-20.053526494445805,-20.053526494445805,-0.07936245054748806,-0.07936245054748806
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,35-3023,Fast Food and Counter Workers,1354.9862918111303,1354.9862918111303,1354.9862918111303,0.011669583325355526,0.01264450867052028,0.0075540994553536,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,30480,3796.0,4029.2,0.23112508306496957,2090.0,904.3,313.1713192467426,1473.9830202312196,1473.9830202312196,-118.99672842008931,-118.99672842008931,-0.08073141059754041,-0.08073141059754041
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,35-3023,Fast Food and Counter Workers,1354.9862918111303,1354.9862918111303,1354.9862918111303,0.0030366036886253058,0.0032174460864030047,0.0028899402795530037,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,30480,,,,2090.0,904.3,313.1713192467426,1473.9830202312196,1473.9830202312196,-118.99672842008931,-118.99672842008931,-0.08073141059754041,-0.08073141059754041
1,1. Materials & Processing,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",125.145794896987,125.145794896987,421.9884875014578,0.005948367425137104,0.005852027309460738,0.003572267920094,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,350.0,351.3,17.78755370905953,122.47141337936455,413.17653615716597,2.67438151762245,8.811951344291856,0.02183678169319684,0.021327327602504335
10,10. Logistics,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",77.32474587214921,77.32474587214921,77.32474587214921,0.001699214678511619,0.0017035775127768034,0.0017035775127768,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,180.0,351.3,10.990525661468691,77.0102214650754,77.0102214650754,0.31452440707380447,0.31452440707380447,0.004084190398237501,0.004084190398237501
2,2. Equipment Manufacturing,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",40.04792739329274,40.04792739329274,299.6916090572306,0.006646429415286874,0.006573367260390131,0.0035476241668458,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,250.0,351.3,5.6921981280400304,40.02569347011705,302.0988125530097,0.022233923175690506,-2.407203495779072,0.0005554912669355804,-0.007968265334894942
3,3. Forging & Foundries,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",42.16176562447865,42.16176562447865,76.03759745428745,0.005099248084840747,0.005025125628140715,0.0038940809968847,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,120.0,351.3,5.9926477843823225,44.59574714426781,80.13567839195998,-2.433981519789164,-4.098080937672535,-0.054578781064373756,-0.051139280529054525
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",51.00901249610458,51.00901249610458,172.56200620311944,0.0035345164126564963,0.003486345148169616,0.0034751652822512,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,270.0,351.3,7.250148118579681,50.90923636787489,171.8384660081322,0.09977612822969206,0.7235401949872369,0.001959882633255397,0.004210583414734368
5,5. Component Systems,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",15.225693355706301,15.225693355706301,45.505202151709504,0.002461773436513269,0.002489110143123809,0.0021947873799725,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,70.0,351.3,2.1640985903299983,14.805354513208737,44.38332296204064,0.42033884249756426,1.1218791896688671,0.028391001520602224,0.025277043601002285
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1.7888533919142418,1.7888533919142418,207.01929394663804,0.0017305724548435032,0.0017059301380991142,0.0012913310904951,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,180.0,351.3,0.25425805008070607,1.7279104825490506,199.36181965881488,0.0609429093651912,7.657474287823163,0.03526971447924022,0.03840993376228237
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",399.1952348475019,399.1952348475019,399.1952348475019,0.0025855570055217975,0.002634593356242819,0.0020731042007637,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,280.0,351.3,56.73947483489538,438.52016036654845,438.52016036654845,-39.32492551904653,-39.32492551904653,-0.08967643696512327,-0.08967643696512327
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",185.47698907976843,185.47698907976843,185.47698907976843,0.0015973882481935197,0.00162572254335261,0.003067548673859,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,200.0,351.3,26.362706855366017,189.51210260115712,189.51210260115712,-4.035113521388695,-4.035113521388695,-0.02129211520533284,-0.02129211520533284
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",354.1784464901402,354.1784464901402,354.1784464901402,0.004837050479287734,0.0048097944905990155,0.0050536955148452,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,2447.7,2495.5,0.14213464961967956,500.0,351.3,50.3410293947185,348.44075207695505,348.44075207695505,5.737694413185125,5.737694413185125,0.016466771980557324,0.016466771980557324
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1291.5544634480432,1291.5544634480432,2238.979612604003,0.0028944492438551395,0.0028988313721572054,0.0028882508336108108,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,35930,,,,2400.0,3513.0,183.57464112692085,1328.0185918671182,2264.477872240859,-36.464128419074996,-25.498259636856346,-0.02745754362354861,-0.011260105452752354
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,37-3011,Landscaping and Groundskeeping Workers,0.9907451491313174,0.9907451491313174,114.65632800390759,0.0009584666203538009,0.0009748172217709083,0.0026506269752268,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38090,1192.5,1235.0,0.13033985581874355,50.0,158.2,0.1291335798908955,0.9873774185994432,113.92103980503542,0.0033677305318742246,0.7352881988721691,0.003410783423274173,0.006454366990773101
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,37-3011,Landscaping and Groundskeeping Workers,62.985259523041734,62.985259523041734,62.985259523041734,0.0005424495721582772,0.0005419075144508035,0.0004173535610692,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38090,1192.5,1235.0,0.13033985581874355,40.0,158.2,8.209489644939403,63.17070086704461,63.17070086704461,-0.18544134400287504,-0.18544134400287504,-0.002935559388412889,-0.002935559388412889
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,37-3011,Landscaping and Groundskeeping Workers,63.97600467217305,63.97600467217305,177.6415875269493,0.00014337397577016188,0.00014004581807116183,0.00014562255354581905,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38090,,,,90.0,316.4,8.338623224830298,64.15807828564405,177.09174067208002,-0.1820736134710046,0.549846854869287,-0.0028378906964821793,0.0031048701242788954
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,41-1011,First-Line Supervisors of Retail Sales Workers,0.732412908567389,0.732412908567389,84.76021785484215,0.0007085508576989639,0.0007311129163281062,0.0001019471913548,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,47320,1432.6,1360.3,0.08958430305417309,,125.1,0.06561269996188934,0.7405330639495065,85.44077985376781,-0.008120155382117411,-0.6805619989256542,-0.010965284033112513,-0.007965306497558174
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,41-1011,First-Line Supervisors of Retail Sales Workers,4619.504415639579,4619.504415639579,4619.504415639579,0.03978467680886913,0.041546242774566665,0.0311554433338202,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,47320,1432.6,1360.3,0.08958430305417309,3920.0,125.1,413.8350835307468,4843.0870664740105,4843.0870664740105,-223.58265083443166,-223.58265083443166,-0.04616531723787697,-0.04616531723787697
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_bls_us,bls_us,BLS US,41-1011,First-Line Supervisors of Retail Sales Workers,1072.2901878649413,1072.2901878649413,1072.2901878649413,0.014644374378360261,0.014575134819997048,0.0185723310170562,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,47320,1432.6,1360.3,0.08958430305417309,1240.0,125.1,96.0603691517091,1055.881066899866,1055.881066899866,16.409120965075317,16.409120965075317,0.01554069059430485,0.01554069059430485
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,41-1011,First-Line Supervisors of Retail Sales Workers,5692.527016413087,5692.527016413087,5776.554821359363,0.01275728665308789,0.012878027968579054,0.012626594494961585,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,47320,,,,5160.0,375.29999999999995,509.96106538241776,5899.708666437826,5984.408913227644,-207.1816500247387,-207.8540918682811,-0.0351172679429665,-0.034732601812829104
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1.418489495896406,1.418489495896406,164.1580552316578,0.0013722750339290246,0.001299756295694511,0.000475753559656,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,84130,320.0,320.0,0.0775,120.0,24.8,0.10993293593197147,1.3165032247992239,151.89471974004334,0.10198627109718217,12.26333549161447,0.07746754369913207,0.08073575903495703
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,41-1012,First-Line Supervisors of Non-Retail Sales Workers,49.90126810109269,49.90126810109269,49.90126810109269,0.00032320669702505343,0.0003436426116838024,0.0004364429896344,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,84130,320.0,320.0,0.0775,80.0,24.8,3.8673482778346835,57.19828178693386,57.19828178693386,-7.297013685841172,-7.297013685841172,-0.12757400148876624,-0.12757400148876624
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,41-1012,First-Line Supervisors of Non-Retail Sales Workers,440.5623066704672,440.5623066704672,440.5623066704672,0.003794266096101933,0.0037030346820809234,0.0065941862648943,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,84130,320.0,320.0,0.0775,1130.0,24.8,34.143578766961205,431.6664559248553,431.6664559248553,8.895850745611881,8.895850745611881,0.020608158506438302,0.020608158506438302
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,41-1012,First-Line Supervisors of Non-Retail Sales Workers,491.8820642674563,491.8820642674563,654.6216300032177,0.0011023365326646311,0.0010699795680361327,0.0011273448734275375,High school diploma or equivalent,Less than 5 years,,HS or less,HS or Less - Limited Training,84130,,,,1330.0,74.4,38.12085998072786,490.1812409365884,640.7594574518325,1.7008233308679337,13.862172551385129,0.003469784620109439,0.02163397260886654
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,41-2011,Cashiers,17378.272791986634,17378.272791986634,17378.272791986634,0.14966734617350244,0.16239161849711084,0.1085745289121679,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,31190,3157.2,2843.6,0.1808425543260899,16990.0,542.6,3142.731241478453,18930.15335982671,18930.15335982671,-1551.880567840075,-1551.880567840075,-0.08197929189171034,-0.08197929189171034
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_bls_us,bls_us,BLS US,41-2011,Cashiers,282.78063074542405,282.78063074542405,282.78063074542405,0.003861963366306988,0.004226789097799114,0.009054537797431,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,31190,3157.2,2843.6,0.1808425543260899,370.0,542.6,51.13877157794531,306.20550940095904,306.20550940095904,-23.424878655534997,-23.424878655534997,-0.07650051333616413,-0.07650051333616413
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,41-2011,Cashiers,17661.053422732057,17661.053422732057,17661.053422732057,0.03957945574253242,0.04198959330666609,0.037629890236836036,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,31190,,,,17360.0,1085.2,3193.870013056398,19236.358869227668,19236.358869227668,-1575.3054464956112,-1575.3054464956112,-0.0818920803674349,-0.0818920803674349
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,41-2021,Counter and Rental Clerks,748.7623911718466,748.7623911718466,748.7623911718466,0.006448585618525398,0.00632225433526014,0.008159262118904,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38540,408.2,421.3,0.11066907775768535,490.0,45.9,82.8648432906275,736.9915101156098,736.9915101156098,11.770881056236817,11.770881056236817,0.01597152870104345,0.01597152870104345
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_bls_us,bls_us,BLS US,41-2021,Counter and Rental Clerks,2735.6720728030227,2735.6720728030227,2735.6720728030227,0.03736134720240326,0.037166593790992616,0.0323015371657191,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38540,408.2,421.3,0.11066907775768535,1620.0,45.9,302.754305344566,2692.496720594669,2692.496720594669,43.175352208353615,43.175352208353615,0.016035433535762242,0.016035433535762242
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,41-2021,Counter and Rental Clerks,3484.4344639748692,3484.4344639748692,3484.4344639748692,0.007808821838290655,0.007485970553808041,0.008052136688680153,No formal educational credential,,Short-term on-the-job training,HS or less,HS or Less - Limited Training,38540,,,,2110.0,91.8,385.6191486351935,3429.488230710279,3429.488230710279,54.94623326459032,54.94623326459032,0.016021700489466453,0.016021700489466453
2,2. Equipment Manufacturing,2030,sam_mi_bls_us,bls_us,BLS US,41-2022,Parts Salespersons,3.875605876770274,3.875605876770274,29.00241377973206,0.0006432028466406667,0.0006361323155216031,0.0009675338636852,No formal educational credential,,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,37440,272.1,280.6,0.10928170797901211,50.0,30.2,0.42353282966695227,3.8734542067853837,29.235368956741834,0.0021516699848902476,-0.23295517700977442,0.0005554912669732938,-0.007968265334857479
