segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_edu_training_grouped,ep_avg_annual_salary,ep_employment_2024,ep_employment_2034,ep_openings_ratio,empl_2021,ep_openings_annual_avg,openings,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,employment_auto_pct_change,employment_raw_pct_change
1,1. Materials & Processing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,148.11271808800524,148.11271808800524,503.8403542095028,0.007387343632450761,0.006966699177929446,0.0042773207990599,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,540.0,18.1,8.750906471006674,145.79930164210057,491.8768287585306,2.3134164459046644,11.963525450972156,0.015867129813718184,0.024322197654984928
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,363.2698538089475,363.2698538089475,2678.8213815186473,0.05933353293028222,0.056191687871077374,0.0400989034616211,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,2490.0,18.1,21.462981406698056,342.1551215993904,2582.457591178974,21.114732209557133,96.36379033967341,0.06171099269494247,0.03731476198053664
3,3. Forging & Foundries,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,41.360525613025104,41.360525613025104,75.91269638210403,0.005376530052346147,0.005025125628140715,0.014018691588785,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,250.0,18.1,2.4436935322205136,44.59574714426781,80.13567839195998,-3.2352215312427077,-4.222982009855954,-0.07254551696996409,-0.052697900543132434
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,178.51703026590678,178.51703026590678,606.4298093262146,0.012571322782217181,0.011814836335463855,0.0142397016443465,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,820.0,18.1,10.54727680043386,172.52574546891162,582.3414681386779,5.99128479699516,24.088341187536685,0.034726902820859065,0.04136463313273841
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,238.6544922112795,238.6544922112795,718.3230075624319,0.04062910574361139,0.03982576228998144,0.0266117969821673,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,440.0,18.1,14.100363339396633,236.88567221134278,710.1331673926591,1.76881999993671,8.189840169772879,0.007466977565272999,0.011532823061684164
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,110.14128304479894,110.14128304479894,12981.381855720629,0.10702970930722626,0.10584890333062638,0.0286471607707207,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,15170.0,18.1,6.507449724533575,107.2127313695915,12369.926238830321,2.9285516752074443,611.4556168903073,0.02731533501475612,0.04943082158169162
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,3834.7376257650944,3834.7376257650944,3834.7376257650944,0.022103730890322713,0.02119129438717075,0.0145117294053464,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,3040.0,18.1,226.56683866932661,3527.22737686141,3527.22737686141,307.51024890368444,307.51024890368444,0.08718186157233576,0.08718186157233576
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,3552.136873911108,3552.136873911108,3552.136873911108,0.03014166307273079,0.028088872832370076,0.0035475052690887,Bachelor's degree,,,BA+,BA+,102320,293.1,319.6,0.05908274849028888,1650.0,18.1,209.870009524371,3274.347994942212,3274.347994942212,277.7888789688959,277.7888789688959,0.08483792174747098,0.08483792174747098
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2141,Mechanical Engineers,8466.930402708165,8466.930402708165,24951.58360439573,0.01840515581228146,0.017136807902607236,0.01936173925472502,Bachelor's degree,,,BA+,BA+,102320,,,,24400.0,144.8,500.24951946798694,7850.749691239227,23618.446344494743,616.1807114689382,1333.1372599009883,0.07848686249117633,0.05644474833170943
1,1. Materials & Processing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",11.246505413774099,11.246505413774099,38.25764150738331,0.000560936300597777,0.0005573359342343037,0.0021151586368977,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,140.0,9.3,0.651869743521964,11.663944131366957,39.35014630067878,-0.41743871759285867,-1.0925047932954683,-0.03578881319143775,-0.02776367805465117
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",69.57155706082635,69.57155706082635,513.0339681258073,0.01136325029065177,0.011238337574215454,0.004515158030531,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,90.0,9.3,4.032505332911718,68.43102431987795,516.4915182357938,1.1405327409484016,-3.457550109986528,0.016666895641033068,-0.006694301818927552
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",20.281517601980088,20.281517601980088,68.89716255023305,0.001428241910073968,0.0013558008909548063,0.0038142057975928,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,,9.3,1.175556956674446,19.798036365284034,66.82607011427145,0.48348123669605414,2.071092435961603,0.02442066615979356,0.030992282389493652
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",57.47552768505844,57.47552768505844,172.99483251050117,0.009784769900408085,0.009956440572495336,0.0079561042524005,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,110.0,9.3,3.331395496859106,59.22141805283555,177.53329184816434,-1.7458903677771147,-4.53845933766317,-0.029480725473670425,-0.025563990226377908
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",22.761347380221245,22.761347380221245,2682.679316284859,0.022118322269361966,0.022177091795288487,0.0101267543412512,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,4580.0,9.3,1.3192928054600037,22.46283627313766,2591.7036555645936,0.2985111070835842,90.9756607202653,0.013289110219823878,0.035102647837430535
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",330.22078024110766,330.22078024110766,330.22078024110766,0.0019034186881000874,0.0018900343642611135,0.0020731042007637,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,210.0,9.3,19.14025089586975,314.59054982816957,314.59054982816957,15.63023041293809,15.63023041293809,0.049684360898556476,0.049684360898556476
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",100.02454603274056,100.02454603274056,100.02454603274056,0.0008487584438721617,0.000812861271676305,0.0008555748001919,Bachelor's degree,,,BA+,BA+,117750,158.8,162.1,0.0579619819258336,90.0,9.3,5.797620929289419,94.75605130057856,94.75605130057856,5.268494732161997,5.268494732161997,0.05560061505148251,0.05560061505148251
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-2199,"Engineers, All Other",611.5817814157085,611.5817814157085,3906.108247252632,0.0013294378769557903,0.0012898830145910663,0.0013501691102911092,Bachelor's degree,,,BA+,BA+,117750,,,,5220.0,65.10000000000001,35.44849216058641,590.9238602712503,3801.2512831922504,20.657921144458214,104.85696406038142,0.03495868509180804,0.027584854630374148
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3011,Architectural and Civil Drafters,11.037414324748616,11.037414324748616,1300.8827034553835,0.010725599103478428,0.010804224207961092,0.0288850375505488,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64280,110.5,115.1,0.08865248226950355,1260.0,10.0,0.9784941777259412,10.943433056144023,1262.624857839165,0.09398126860459222,38.25784561621845,0.008587914608005745,0.03030024743983916
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3011,Architectural and Civil Drafters,11.037414324748616,11.037414324748616,1300.8827034553835,2.3992795588201503e-05,2.388759258080231e-05,2.4687244513178387e-05,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64280,,,,1260.0,10.0,0.9784941777259412,10.943433056144023,1262.624857839165,0.09398126860459222,38.25784561621845,0.008587914608005745,0.03030024743983916
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3012,Electrical and Electronics Drafters,2.2845707509114153,2.2845707509114153,269.26221008274285,0.0022200299161431176,0.00235580828594632,0.0019709790328609,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,73720,21.6,20.4,0.08095238095238096,80.0,1.7,0.1849414417404479,2.386162094948612,275.3091795288307,-0.10159134403719694,-6.046969446087871,-0.04257520654286682,-0.021964285594969147
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3012,Electrical and Electronics Drafters,2.2845707509114153,2.2845707509114153,269.26221008274285,4.966130419739408e-06,5.208572818370243e-06,4.901427839230883e-06,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,73720,,,,80.0,1.7,0.1849414417404479,2.386162094948612,275.3091795288307,-0.10159134403719694,-6.046969446087871,-0.04257520654286682,-0.021964285594969147
1,1. Materials & Processing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,18.79344188496462,18.79344188496462,63.93032643226542,0.0009373510596047194,0.0009753378849101064,0.0007520564042303,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,100.0,3.3,1.4944182703706805,20.41190222989374,68.86275602619315,-1.6184603449291224,-4.932429593927736,-0.0792900302333825,-0.07162695597096928
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,29.712983877807595,29.712983877807595,219.10922606435489,0.004853076270672418,0.005089058524173024,0.0048376693184261,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,390.0,3.3,2.36271919992205,30.987633654284284,233.88295165394385,-1.2746497764766893,-14.773725589588963,-0.041134143726410645,-0.06316717608151429
3,3. Forging & Foundries,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,18.847342697313803,18.847342697313803,34.59222489522911,0.0024500004029702864,0.0025125628140703076,0.0021417445482866,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,,3.3,1.4987043590635072,22.29787357213346,40.0678391959792,-3.450530874819659,-5.475614300750088,-0.15474708221199732,-0.13665858730159738
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,21.100782107972794,21.100782107972794,71.68023830169975,0.0014859352210903286,0.001549486732519807,0.0016104424478725,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,90.0,3.3,1.6778935170195233,22.626327274610738,76.37265155916877,-1.5255451666379436,-4.692413257469028,-0.06742345534574563,-0.061441015359190956
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,11.032301387889255,11.032301387889255,33.205978399384406,0.0018781651060945691,0.001866832607342807,0.0015089163237311,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,60.0,3.3,0.8772673392779408,11.104015884906259,33.28749222152959,-0.07171449701700361,-0.08151382214518321,-0.006458428892783328,-0.0024487823114671863
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,2.7588311793679905,2.7588311793679905,325.1591049677276,0.002680892132293094,0.002843216896831824,0.0026846093723451,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,410.0,3.3,0.2193769371545631,2.8798508042483846,332.2696994313543,-0.12101962488039408,-7.110594463626683,-0.04202288004012733,-0.021400068907263408
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,121.4905569992255,121.4905569992255,121.4905569992255,0.0007002811768876917,0.0007445589919816053,0.0008728859792689,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,150.0,3.3,9.660694893914316,123.92961053836227,123.92961053836227,-2.439053539136765,-2.439053539136765,-0.019680958638869914,-0.019680958638869914
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,106.54439354432546,106.54439354432546,106.54439354432546,0.000904082620263877,0.0009031791907514057,0.0003547505269088,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,42.9,40.1,0.07951807228915662,70.0,3.3,8.472204787862024,105.28450144508211,105.28450144508211,1.2598920992433449,1.2598920992433449,0.011966548560810942,0.011966548560810942
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3013,Mechanical Drafters,330.28063367886705,330.28063367886705,975.7120496042121,0.0007179539969637953,0.000741116281178418,0.0006964029534604611,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68510,,,,1270.0,26.4,26.263279304584607,339.5217154035213,1013.9575020716132,-9.241081724654236,-38.24545246740115,-0.027217940135791367,-0.03771898959203122
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3022,Civil Engineering Technologists and Technicians,12.512652564471479,12.512652564471479,1474.7560267778863,0.01215916075803279,0.012591389114541105,0.0105005607095524,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64200,64.9,66.2,0.08390541571319601,650.0,5.5,1.0498793150967676,12.753624990243017,1471.4800974817317,-0.2409724257715382,3.2759292961545725,-0.018894426169492266,0.002226281756553111
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3022,Civil Engineering Technologists and Technicians,12.512652564471479,12.512652564471479,1474.7560267778863,2.719962360861968e-05,2.7838923684393628e-05,2.737513346910969e-05,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64200,,,,650.0,5.5,1.0498793150967676,12.753624990243017,1471.4800974817317,-0.2409724257715382,3.2759292961545725,-0.018894426169492266,0.002226281756553111
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,13.126708879400946,13.126708879400946,96.79886191052782,0.0021440094888021794,0.00212044105173871,0.0027950978284239,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,100.0,8.4,1.1730250487975313,12.911514022618146,97.45122985580763,0.2151948567827997,-0.6523679452798063,0.016666895641039882,-0.006694301818920845
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,42.04282254605542,42.04282254605542,142.82122451938133,0.0029606917172813854,0.0029052876234747136,0.0091540939142227,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,160.0,8.4,3.7570181849666544,42.424363639896235,143.19872167344516,-0.38154109384081636,-0.3774971540638319,-0.00899344294423339,-0.0026361768432869685
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,41.853344946177344,41.853344946177344,125.97383078660147,0.007125212527056358,0.007467330429371527,0.0116598079561042,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,60.0,8.4,3.740086144126486,44.41606353962681,133.1499688861237,-2.5627185934494676,-7.176138099522234,-0.05769801259319344,-0.05389515416004051
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,6.326444889057792,6.326444889057792,745.6422753004189,0.006147718082679603,0.006173842404549152,0.0057090427158731,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,900.0,8.4,0.5653418837030367,6.253390317796541,721.4999187652321,0.07305457126125159,24.142356535186764,0.011682394277124425,0.03346134338657135
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,160.8682080307124,160.8682080307124,160.8682080307124,0.0009272570710518634,0.000973654066437507,0.0009819967266775,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,60.0,8.4,14.375456887850895,162.06179839632372,162.06179839632372,-1.1935903656113283,-1.1935903656113283,-0.007365032212541485,-0.007365032212541485
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,78.44726941879834,78.44726941879834,78.44726941879834,0.0006656644289705176,0.000632225433526004,0.0004799565952296,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,93.7,94.3,0.08936170212765958,,8.4,7.010181522530916,73.6991510115598,73.6991510115598,4.748118407238536,4.748118407238536,0.06442568662010485,0.06442568662010485
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3023,Electrical and Electronic Engineering Technologists and Technicians,342.66479871020226,342.66479871020226,1350.5516699664402,0.0007448743182804589,0.0007460157735488939,0.0007383249714371741,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,77180,,,,1280.0,50.400000000000006,30.621109671975518,341.76628092782124,1331.0607885884922,0.8985177823810204,19.49088137794797,0.002629041636119689,0.014643118890623205
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,84.10884715330086,84.10884715330086,84.10884715330086,0.00048481004553758023,0.0005154639175257037,0.0004364429896344,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,70760,15.0,15.1,0.08637873754152824,130.0,1.3,7.265216033175489,85.7974226804008,85.7974226804008,-1.6885755270999425,-1.6885755270999425,-0.019680958638932093,-0.019680958638932093
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,84.10884715330086,84.10884715330086,84.10884715330086,0.00018283325401525984,0.0001872807067907858,0.00017595384570943506,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,70760,,,,130.0,1.3,7.265216033175489,85.7974226804008,85.7974226804008,-1.6885755270999425,-1.6885755270999425,-0.019680958638932093,-0.019680958638932093
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3025,Environmental Engineering Technologists and Technicians,0.8183172644407553,0.8183172644407553,96.44784040252554,0.0007951991888323523,0.0008123476848090069,0.0019030142386243,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,58890,12.9,13.0,0.08494208494208495,170.0,1.1,0.06950957458570123,0.8228145154994515,94.93419983751977,-0.00449725105869625,1.5136405650057725,-0.005465692417891293,0.01594410199481719
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3025,Environmental Engineering Technologists and Technicians,0.8183172644407553,0.8183172644407553,96.44784040252554,1.7788331826956623e-06,1.7960595925413106e-06,1.809888390315767e-06,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,58890,,,,170.0,1.1,0.06950957458570123,0.8228145154994515,94.93419983751977,-0.00449725105869625,1.5136405650057725,-0.005465692417891293,0.01594410199481719
1,1. Materials & Processing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,211.4184906767471,211.4184906767471,719.1898751444035,0.010544813848836529,0.010310714783335668,0.0047003525264394,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,390.0,6.3,17.70015270782069,215.78296643031067,727.9777065626315,-4.364475753563568,-8.787831418228052,-0.0202262292791916,-0.012071566668878467
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,23.962763726692444,23.962763726692444,176.7060028743902,0.003913882244206356,0.0038167938931297184,0.0043001505052676,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,110.0,6.3,2.006184870141693,23.240725240712912,175.4122137404556,0.7220384859795317,1.2937891339346095,0.031067812148765073,0.0073757072346680086
3,3. Forging & Foundries,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,38.6371611407225,38.6371611407225,70.91426037918701,0.00502251494466058,0.005025125628140715,0.0044781931464174,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,50.0,6.3,3.234739072246535,44.59574714426781,80.13567839195998,-5.958586003545314,-9.221418012772972,-0.13361332380572552,-0.11507256440345
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,145.97636661886173,145.97636661886173,495.88781553754274,0.010279781265728656,0.009877977919814047,0.0073741312086794,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,320.0,6.3,12.221277205300051,144.2428363756475,486.87565368971457,1.7335302432142328,9.012161847828168,0.012018137515679804,0.018510192036777444
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,65.30407639433818,65.30407639433818,196.5578779893201,0.011117520565946601,0.011200995644057242,0.0100137174211248,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,,6.3,5.467318023712034,66.62409530943992,199.72495332918467,-1.3200189151017412,-3.1670753398645672,-0.019812935679964252,-0.01585718402769946
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,7.37367792955701,7.37367792955701,869.0703997496162,0.007165366005447712,0.007148659626320061,0.0028885037550548,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,1160.0,6.3,0.6173311754977961,7.240767736395984,835.4209585702675,0.1329101931610257,33.64944117934863,0.018355815018474872,0.04027842590511016
7,7. Core Automotive,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,1554.2206382249708,1554.2206382249708,1554.2206382249708,0.008958650652052409,0.009221076746849965,0.0073104200763775,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,1640.0,6.3,130.12079761883476,1534.8205612829363,1534.8205612829363,19.400076942034502,19.400076942034502,0.012639964196087022,0.012639964196087022
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,67.09273515601318,67.09273515601318,67.09273515601318,0.0005693155104898463,0.0005419075144508035,0.0002504121366415,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,74.6,75.9,0.08372093023255814,60.0,6.3,5.61706619910808,63.17070086704461,63.17070086704461,3.922034288968568,3.922034288968568,0.06208628739489965,0.06208628739489965
0,0. All Segments,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3026,Industrial Engineering Technologists and Technicians,2113.985909867903,2113.985909867903,4149.639605055444,0.004595318280122093,0.004583316535636205,0.004533819849838724,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,64790,,,,3730.0,50.4,176.98486687266163,2099.7184003867555,4103.538426434195,14.2675094811475,46.101178621249346,0.00679496330485055,0.011234494192688568
1,1. Materials & Processing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3027,Mechanical Engineering Technologists and Technicians,16.660449858726118,16.660449858726118,56.674450826853224,0.0008309648878666605,0.0008360039013515056,0.0010340775558166,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68730,38.3,38.3,0.08355091383812012,170.0,3.2,1.3919958106507464,17.495916197051482,59.0252194510217,-0.8354663383253644,-2.3507686241684738,-0.04775207705133855,-0.03982651222701694
2,2. Equipment Manufacturing,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3027,Mechanical Engineering Technologists and Technicians,31.493105112992758,31.493105112992758,232.2361805212401,0.005143826743964656,0.0053011026293469255,0.0041926467426359,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68730,38.3,38.3,0.08355091383812012,70.0,3.2,2.631277711790518,32.27878505654628,243.628074639526,-0.7856799435535251,-11.391894118285904,-0.02434044348872374,-0.04675936521331312
4,4. Parts & Machining,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3027,Mechanical Engineering Technologists and Technicians,25.095663532960646,25.095663532960646,85.25101738774916,0.0017672582063282094,0.001743172574084808,0.0022037633497202,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68730,38.3,38.3,0.08355091383812012,,3.2,2.0967656215528483,25.454618183937445,85.9192330040661,-0.35895465097679846,-0.6682156163169424,-0.01410174956791568,-0.007777253042811954
5,5. Component Systems,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3027,Mechanical Engineering Technologists and Technicians,37.23030196431308,37.23030196431308,112.05899470682128,0.006338174745252785,0.006845052893590525,0.0024691358024691,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68730,38.3,38.3,0.08355091383812012,40.0,3.2,3.1106257515875164,40.71472491132433,122.05413814561265,-3.4844229470112538,-9.995143438791374,-0.08558139480495672,-0.0818910656422562
6,6. Engineering & Design,2030,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-3027,Mechanical Engineering Technologists and Technicians,20.250262434678607,20.250262434678607,2386.719875382198,0.01967817735423632,0.019740048740861167,0.0034322221089475,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68730,38.3,38.3,0.08355091383812012,3650.0,3.2,1.691927931879153,19.994392726639003,2306.9010560519996,0.2558697080396044,79.8188193301985,0.012797073236373073,0.03460001854903971
