adjustment_source,forecast_source,projection_label,stage,year,value_type,employment_auto,employment_raw,auto_share_ratio
sam_mi,bls_us,BLS US,Upstream,2032,Forecast,55785.33409475945,197787.95696147744,0.28204616171663366
sam_mi,bls_us,BLS US,Downstream,2033,Forecast,235307.55731828316,235307.55731828316,1.0
sam_mi,bls_us,BLS US,OEM,2033,Forecast,149003.85193513028,269274.13506888144,0.5533537482053911
sam_mi,bls_us,BLS US,Upstream,2033,Forecast,55710.82726307332,197575.66247194068,0.2819721142070586
sam_mi,bls_us,BLS US,Downstream,2034,Forecast,235478.33642574053,235478.33642574053,1.0
sam_mi,bls_us,BLS US,OEM,2034,Forecast,146985.46164490696,267821.4631674498,0.5488188284335052
sam_mi,bls_us,BLS US,Upstream,2034,Forecast,55641.20301511421,197376.14608745225,0.28190439482216373
sam_mi,dtmb_mi,DTMB MI,Downstream,2001,QCEW,219668.1764984131,219668.1764984131,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2001,QCEW,305093.7010813365,406790.0,0.7500029525832407
sam_mi,dtmb_mi,DTMB MI,Upstream,2001,QCEW,72663.9647426054,259100.0,0.2804475675129502
sam_mi,dtmb_mi,DTMB MI,Downstream,2002,QCEW,216974.7277730306,216974.7277730306,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2002,QCEW,283912.3878280412,385430.0,0.7366120640013523
sam_mi,dtmb_mi,DTMB MI,Upstream,2002,QCEW,67731.24320028083,238374.0,0.28413855202446925
sam_mi,dtmb_mi,DTMB MI,Downstream,2003,QCEW,211645.9299837748,211645.9299837748,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2003,QCEW,262667.2731274073,361927.0,0.7257465542150967
sam_mi,dtmb_mi,DTMB MI,Upstream,2003,QCEW,65694.98951342031,230883.0,0.28453801065223644
sam_mi,dtmb_mi,DTMB MI,Downstream,2004,QCEW,210432.40278879803,210432.40278879803,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2004,QCEW,250315.48727477939,347949.0,0.7194028069480854
sam_mi,dtmb_mi,DTMB MI,Upstream,2004,QCEW,65990.92343143448,230022.0,0.28688961678202296
sam_mi,dtmb_mi,DTMB MI,Downstream,2005,QCEW,208775.0669962565,208775.0669962565,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2005,QCEW,232800.334745051,330040.0,0.7053700604322234
sam_mi,dtmb_mi,DTMB MI,Upstream,2005,QCEW,65803.45603990472,232073.0,0.2835463670478889
sam_mi,dtmb_mi,DTMB MI,Downstream,2006,QCEW,206478.07436879477,206478.07436879477,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2006,QCEW,214595.91050616832,309403.0,0.6935805745457165
sam_mi,dtmb_mi,DTMB MI,Upstream,2006,QCEW,63774.15659060228,226718.0,0.281292868632408
sam_mi,dtmb_mi,DTMB MI,Downstream,2007,QCEW,204309.68500010172,204309.68500010172,1.0
