naics_code,naics_title,segment_id,segment_name,stage,employment_qcew_2024,mi_employment_pct_change_2024_2030,mi_wage_pct_change_2024_2030,mi_gdp_pct_change_2024_2030,auto_attributed_output,total_industry_output,auto_share_of_output
3363,Motor Vehicle Parts Manufacturing,7,Core Automotive,OEM,117023,-9.57037250942021,3.6827329681267114,12.303413624833322,15974107293.051094,18437819269.10935,0.8663772575216665
3311,Iron and Steel Mills and Ferroalloy Manufacturing,1,Materials & Processing - Metals,Upstream,3258,-16.971325974482504,9.523471513018205,-1.29529587664095,874422853.0883021,2104222901.7247117,0.4155561905402643
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",4,Parts & Machining,Upstream,24530,-6.612320553472944,1.4181334330958013,22.52279892131704,714059002.922472,1879654945.263101,0.3798883431887138
3261,Plastics Product Manufacturing,1,Materials & Processing - Non-Metals,Upstream,34371,-5.8367142964990455,15.42830193830216,17.527795855030416,623740644.4871536,2553875377.6024437,0.24423299976082466
3315,Foundries,3,Forging & Foundries,Upstream,9349,-22.87394607610792,1.553981049670505,59.15842012573852,571396613.9965641,850540381.8973601,0.671804215482291
3255,"Paint, Coating, and Adhesive Manufacturing",1,Materials & Processing - Coatings & Surface Treatments,Upstream,4347,-0.0946318089710933,12.259859433846602,30.43615046713143,481253380.2049743,934455018.222942,0.5150096803163157
3321,Forging and Stamping,3,Forging & Foundries,Upstream,6988,-4.215445014961645,1.3093353913429064,20.671709925631955,296273021.7994257,667328338.362337,0.44396889022650704
3262,Rubber Product Manufacturing,1,Materials & Processing - Non-Metals,Upstream,5147,-12.990833057016868,5.5515232148048055,1.581927902567325,201859128.545806,368355188.887495,0.5480013167602178
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",5,Component Systems,Upstream,4970,-4.464605443600771,7.993962723854358,11.358846866630577,193926191.59701607,270484622.1844906,0.7169582877977587
3362,Motor Vehicle Body and Trailer Manufacturing,7,Core Automotive,OEM,7921,0.365456489054978,18.238153957008077,29.55052086203477,181123729.06581342,563855320.341388,0.32122376526686225
3326,Spring and Wire Product Manufacturing,4,Parts & Machining,Upstream,2869,-1.3137819692068808,2.1758793057528187,13.027319100230372,113574743.83656207,282504672.037387,0.40202784264584285
5413,"Architectural, Engineering, and Related Services",6,Engineering & Design,OEM,84452,2.727586677577237,22.5658126422611,36.42881892324631,80899860.19113716,11169430193.11,0.007242971108861151
3335,Metalworking Machinery Manufacturing,2,Equipment Manufacturing,Upstream,29604,-7.811404327376457,-4.021880535343775,3.809586577382275,72258924.2140519,829306067.2961199,0.0871317925475281
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",1,Materials & Processing - Non-Metals,Upstream,5524,-4.010993025722974,5.928505028558525,30.69803999691861,62112837.07496303,710223544.95184,0.08745533362904052
5414,Industrial design,6,Engineering & Design,OEM,10458,-2.0096726335445387,19.52811607277482,14.621598286318491,54233246.20995279,1610668591.0,0.03367126329587238
3329,Other Fabricated Metal Product Manufacturing,4,Parts & Machining,Upstream,10865,-0.8704164469529019,13.034041304870549,27.65542711728528,48743862.55650143,489647186.60188717,0.09954894848835953
5417,Scientific Research and Development ,6,Engineering & Design,OEM,25297,9.323465545195257,35.621578613658926,37.13461450751062,42566197.14448728,15786953055.44,0.00269628958767439
