stage_clean,methodology,projection_method,projection_label,occcd,soctitle,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_edu_training_grouped,ep_avg_annual_salary,employment,employment_auto,employment_raw,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,openings,ep_openings_annual_avg,empl_2021,employment_auto_pct_change,employment_raw_pct_change,year
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-2022,Parts Salespersons,No formal educational credential,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,37440,3.8067990769678732,3.8067990769678732,28.087280872605728,3.8734542067853837,29.235368956741834,-0.06665512981751043,-1.1480880841361056,0.416013505063976,30.2,50.0,-0.0172081884176522,-0.03927051804391032,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-2031,Retail Salespersons,No formal educational credential,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,34580,12.644162154946589,12.644162154946589,179.24585778324916,12.81588445306629,172.25802607321816,-0.1717222981197022,6.987831710031003,1.7896114812496664,1111.6,90.0,-0.013399176525707239,0.040566073287411464,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,66260,35.259689266969254,35.259689266969254,1617.1379338338368,35.70880593576624,1560.5626707176166,-0.44911666879699297,56.57526311622014,3.4815298866799536,369.0,1630.0,-0.012577196493348828,0.036253118300083584,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Bachelor's degree,Unreported,Moderate-term on-the-job training,BA+,BA+,100070,237.06281351830222,237.06281351830222,1250.664183767979,247.43269196705785,1263.6568088163056,-10.369878448755609,-12.992625048326538,21.068807474915282,163.2,360.0,-0.04190989624821368,-0.010281767136202912,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,66780,1849.0334900408388,1849.0334900408388,5640.979121147539,1858.4502224693606,5760.27189845358,-9.416732428521556,-119.29277730604088,161.70415529571744,803.6,6380.0,-0.005066981248499275,-0.020709574028626422,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,41-9031,Sales Engineers,Bachelor's degree,Unreported,Moderate-term on-the-job training,BA+,BA+,121520,258.44257776145196,258.44257776145196,841.5201671659848,282.76322839614227,870.2611134406542,-24.32065063469029,-28.740946274669326,22.14589355282365,30.0,510.0,-0.08601065553197686,-0.03302565842685933,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-1011,First-Line Supervisors of Office and Administrative Support Workers,High school diploma or equivalent,Less than 5 years,Unreported,HS or less,HS or Less - Limited Training,66140,586.7072511665347,586.7072511665347,1415.3441924548888,606.0151927658055,1467.1113258530477,-19.307941599270915,-51.76713339815894,54.471342709820256,1011.5,1620.0,-0.03186049100708349,-0.03528507515819162,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-3021,Billing and Posting Clerks,High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,47170,0.568897779750734,0.568897779750734,67.00659565528292,0.575970160849616,66.45393988626384,-0.007072381098882086,0.5526557690190828,0.05598108034389874,42.2,60.0,-0.012279075513998131,0.008316373264925377,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","Some college, no degree",Unreported,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,49210,905.4121009408598,905.4121009408598,2674.5464102850374,958.3693973588123,2836.350512344042,-52.95729641795255,-161.80410205900438,98.2729814269409,1190.0,3210.0,-0.05525770810701858,-0.057046581991477774,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-3051,Payroll and Timekeeping Clerks,High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,55290,56.92284445660795,56.92284445660795,152.89225840299704,58.10337775398336,161.6259016082173,-1.1805332973754141,-8.733643205220261,5.011831885783295,26.0,180.0,-0.020317808413375434,-0.05403616077818204,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-3061,Procurement Clerks,High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,48510,22.392996508377866,22.392996508377866,102.94492769164397,23.22395212332216,106.0167320315191,-0.8309556149442947,-3.0718043398751327,1.7385279989626696,13.799999999999999,70.0,-0.03578011229664159,-0.02897471258557447,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-4051,Customer Service Representatives,High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,42830,773.0536512983057,773.0536512983057,3400.159436624409,818.5676400898033,3537.8929720964593,-45.513988791497546,-137.7335354720506,96.50637803870121,2391.9,2130.0,-0.0556019888429798,-0.03893095030244328,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-4151,Order Clerks,"Some college, no degree",Unreported,Short-term on-the-job training,SC or associate's,SC/Associate or Employer Training,44660,61.70084801493538,61.70084801493538,232.22471779214274,73.46540281083291,276.0528288907798,-11.764554795897524,-43.828111098637066,6.0343127642968595,32.0,490.0,-0.16013734827249557,-0.1587671145220455,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Associate's degree,Unreported,Unreported,SC or associate's,SC/Associate or Employer Training,49440,94.59177094008109,94.59177094008109,119.5939247113952,97.46136681176776,125.14756898107959,-2.8695958716866645,-5.553644269684376,9.273703033341281,18.0,170.0,-0.029443419126563914,-0.04437676508541691,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-4171,Receptionists and Information Clerks,High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,37230,34.67588873520048,34.67588873520048,245.4623918619876,36.49820236906839,249.91453543728068,-1.8223136338679067,-4.452143575293043,4.423120609959561,514.0,390.0,-0.04992885993235346,-0.017814664391180908,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-5061,"Production, Planning, and Expediting Clerks",High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,57770,1591.3357015072695,1591.3357015072695,2841.3664205354044,1614.0998195298678,2918.5439248631938,-22.76411802259833,-77.17750432778952,140.85541186605553,238.70000000000002,4400.0,-0.01410329011078679,-0.026443838542333127,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-5071,"Shipping, Receiving, and Inventory Clerks",High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,43190,3041.617924566326,3041.617924566326,6715.92094406346,3259.3410738044236,7230.371991461422,-217.72314923809762,-514.4510473979619,254.26311480391604,485.09999999999997,6670.0,-0.06679974396909713,-0.07115139414756165,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,45650,8.359623486101045,8.359623486101045,28.379286061456884,8.747958098524695,29.512609725507318,-0.38833461242364997,-1.1333236640504332,0.9116461826406489,5.3,0.0,-0.04439145776077059,-0.03840133673678198,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-6011,Executive Secretaries and Executive Administrative Assistants,High school diploma or equivalent,Less than 5 years,Unreported,HS or less,HS or Less - Limited Training,74260,125.03163488304139,125.03163488304139,579.7667296542154,118.47223723433056,567.8319513751293,6.55939764871082,11.934778279086167,12.531987058538776,300.0,870.0,0.05536653820199873,0.021018152025759542,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,46290,497.51741904911034,497.51741904911034,2350.308905224311,510.7471209167577,2378.686555825957,-13.22970186764739,-28.377650601645833,52.31594554763019,1419.6000000000001,1780.0,-0.025902645998084024,-0.011929966364060183,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-9021,Data Entry Keyers,High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,39850,0.29234750576366064,0.29234750576366064,34.43362200871874,0.32912580619978066,37.973679935007915,-0.036778300436120015,-3.5400579262891725,0.02253388482559656,9.5,90.0,-0.11174541692970573,-0.09322398915111714,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,43-9061,"Office Clerks, General",High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,HS or Less - Limited Training,43630,1533.1851253490654,1533.1851253490654,5541.960271240262,1602.8845194492285,5813.057086956771,-69.69939410016299,-271.09681571650884,169.32129341776857,1976.7999999999997,6300.0,-0.04348372777604252,-0.04663584266612327,2030
Upstream + Core/OEM,sam_mi_moodys_us,moodys_us,Moody's US,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,High school diploma or equivalent,5 years or more,Unreported,HS or less,HS or Less - Limited Training,78690,0.9369627875259295,0.9369627875259295,110.35846663930616,0.905095967049498,104.42761982128344,0.03186682047643152,5.930846818022715,0.07368146220476605,74.4,120.0,0.03520822281455242,0.0567938523177366,2030
