segment_id,segment_name,year,methodology,occcd,soctitle,employment,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
1,1. Materials & Processing,2030,lightcast_bls,11-9041,Architectural and Engineering Managers,100.44790151392743,0.0037332314278234803,0.0043272031289007,0.003337250293772,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,lightcast_moody,11-9041,Architectural and Engineering Managers,97.14697361040119,0.0037332314278234803,0.0043272031289007,0.003337250293772,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,bea_bls,11-9121,Natural Sciences Managers,2.6103602576745253,0.00056634456454998,0.0004992926687193,0.0006110458284371,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,bea_moody,11-9121,Natural Sciences Managers,2.5245783659381513,0.00056634456454998,0.0004992926687193,0.0006110458284371,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,lightcast_bls,11-9121,Natural Sciences Managers,15.238306047378096,0.00056634456454998,0.0004992926687193,0.0006110458284371,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,lightcast_moody,11-9121,Natural Sciences Managers,14.737543474181994,0.00056634456454998,0.0004992926687193,0.0006110458284371,Bachelor's degree,5 years or more,,BA+
1,1. Materials & Processing,2030,bea_bls,11-9199,"Managers, All Other",9.499694623408216,0.00206105666795772,0.0004992926687193,0.00310223266745,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_moody,11-9199,"Managers, All Other",9.187514810940575,0.00206105666795772,0.0004992926687193,0.00310223266745,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_bls,11-9199,"Managers, All Other",55.45566118796466,0.00206105666795772,0.0004992926687193,0.00310223266745,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_moody,11-9199,"Managers, All Other",53.6332723011399,0.00206105666795772,0.0004992926687193,0.00310223266745,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1020,Buyers and Purchasing Agents,27.7828278675474,0.00602777088118504,0.0044936340184738,0.0070505287896592,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,bea_moody,13-1020,Buyers and Purchasing Agents,26.869826098823175,0.00602777088118504,0.0044936340184738,0.0070505287896592,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1020,Buyers and Purchasing Agents,162.18574913658512,0.00602777088118504,0.0044936340184738,0.0070505287896592,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1020,Buyers and Purchasing Agents,156.8559865749946,0.00602777088118504,0.0044936340184738,0.0070505287896592,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,bea_bls,13-1051,Cost Estimators,5.410395956435086,0.00117384117114928,0.0007489390030789,0.0014571092831962,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,bea_moody,13-1051,Cost Estimators,5.232599041690723,0.00117384117114928,0.0007489390030789,0.0014571092831962,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1051,Cost Estimators,31.583866318552616,0.00117384117114928,0.0007489390030789,0.0014571092831962,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1051,Cost Estimators,30.54595448504659,0.00117384117114928,0.0007489390030789,0.0014571092831962,Bachelor's degree,,Moderate-term on-the-job training,BA+
1,1. Materials & Processing,2030,bea_bls,13-1071,Human Resources Specialists,25.276811637808972,0.00548406482903622,0.00482649579762,0.0059224441833137,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1071,Human Resources Specialists,24.44616279806342,0.00548406482903622,0.00482649579762,0.0059224441833137,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1071,Human Resources Specialists,147.55656446516718,0.00548406482903622,0.00482649579762,0.0059224441833137,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1071,Human Resources Specialists,142.70754747575796,0.00548406482903622,0.00482649579762,0.0059224441833137,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1081,Logisticians,20.62290717967111,0.00447435228608272,0.0039943413497545,0.0047943595769682,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1081,Logisticians,19.94519536354354,0.00447435228608272,0.0039943413497545,0.0047943595769682,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1081,Logisticians,120.3888123359879,0.00447435228608272,0.0039943413497545,0.0047943595769682,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1081,Logisticians,116.43258444149926,0.00447435228608272,0.0039943413497545,0.0047943595769682,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1082,Project Management Specialists,14.907880313796754,0.00323441829910558,0.0021636015644503,0.0039482961222091,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1082,Project Management Specialists,14.417976220544816,0.00323441829910558,0.0021636015644503,0.0039482961222091,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1082,Project Management Specialists,87.02662480070707,0.00323441829910558,0.0021636015644503,0.0039482961222091,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1082,Project Management Specialists,84.16674809024606,0.00323441829910558,0.0021636015644503,0.0039482961222091,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1111,Management Analysts,4.901057633399915,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1111,Management Analysts,4.739998640080511,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1111,Management Analysts,28.6105398494381,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1111,Management Analysts,27.670337735699913,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1151,Training and Development Specialists,10.535173618217986,0.0022857145092239003,0.0023300324540234,0.0022561692126909,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1151,Training and Development Specialists,10.18896580261671,0.0022857145092239003,0.0023300324540234,0.0022561692126909,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1151,Training and Development Specialists,61.50039994850631,0.0022857145092239003,0.0023300324540234,0.0022561692126909,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1151,Training and Development Specialists,59.47936831709985,0.0022857145092239003,0.0023300324540234,0.0022561692126909,Bachelor's degree,Less than 5 years,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1161,Market Research Analysts and Marketing Specialists,10.537383884264532,0.00228619404922532,0.0014146625613713,0.002867215041128,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1161,Market Research Analysts and Marketing Specialists,10.19110343470319,0.00228619404922532,0.0014146625613713,0.002867215041128,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1161,Market Research Analysts and Marketing Specialists,61.51330265431651,0.00228619404922532,0.0014146625613713,0.002867215041128,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1161,Market Research Analysts and Marketing Specialists,59.49184701304028,0.00228619404922532,0.0014146625613713,0.002867215041128,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-1199,"Business Operations Specialists, All Other",10.311453589835462,0.00223717614304134,0.0019971706748772,0.0023971797884841,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-1199,"Business Operations Specialists, All Other",9.97259768177168,0.00223717614304134,0.0019971706748772,0.0023971797884841,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-1199,"Business Operations Specialists, All Other",60.194406167993414,0.00223717614304134,0.0019971706748772,0.0023971797884841,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-1199,"Business Operations Specialists, All Other",58.21629222074911,0.00223717614304134,0.0019971706748772,0.0023971797884841,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-2011,Accountants and Auditors,31.241201944992486,0.006778100784953361,0.0061579429142048,0.0071915393654524,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-2011,Accountants and Auditors,30.214550778709793,0.006778100784953361,0.0061579429142048,0.0071915393654524,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-2011,Accountants and Auditors,182.37444242652026,0.006778100784953361,0.0061579429142048,0.0071915393654524,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-2011,Accountants and Auditors,176.38123722439596,0.006778100784953361,0.0061579429142048,0.0071915393654524,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,13-2051,Financial and Investment Analysts,3.354030049508708,0.0007276913913671,0.0008321544478655,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,13-2051,Financial and Investment Analysts,3.2438096147079514,0.0007276913913671,0.0008321544478655,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,13-2051,Financial and Investment Analysts,19.57957191397336,0.0007276913913671,0.0008321544478655,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,13-2051,Financial and Investment Analysts,18.93614627445443,0.0007276913913671,0.0008321544478655,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,15-1211,Computer Systems Analysts,4.901057633399915,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,15-1211,Computer Systems Analysts,4.739998640080511,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,15-1211,Computer Systems Analysts,28.6105398494381,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,15-1211,Computer Systems Analysts,27.670337735699913,0.00106333497189196,0.0012482316717982,0.0009400705052878,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,15-1232,Computer User Support Specialists,7.181143568709276,0.0015580231178568,0.0014978780061579,0.0015981198589894,"Some college, no degree",,Moderate-term on-the-job training,SC or associate's
1,1. Materials & Processing,2030,bea_moody,15-1232,Computer User Support Specialists,6.945156187908757,0.0015580231178568,0.0014978780061579,0.0015981198589894,"Some college, no degree",,Moderate-term on-the-job training,SC or associate's
1,1. Materials & Processing,2030,lightcast_bls,15-1232,Computer User Support Specialists,41.92082803453294,0.0015580231178568,0.0014978780061579,0.0015981198589894,"Some college, no degree",,Moderate-term on-the-job training,SC or associate's
1,1. Materials & Processing,2030,lightcast_moody,15-1232,Computer User Support Specialists,40.54322204264541,0.0015580231178568,0.0014978780061579,0.0015981198589894,"Some college, no degree",,Moderate-term on-the-job training,SC or associate's
1,1. Materials & Processing,2030,bea_bls,15-1244,Network and Computer Systems Administrators,5.327274809331973,0.0011558071815026,0.000915369892652,0.001316098707403,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,15-1244,Network and Computer Systems Administrators,5.152209429141448,0.0011558071815026,0.000915369892652,0.001316098707403,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,15-1244,Network and Computer Systems Administrators,31.098636176528174,0.0011558071815026,0.000915369892652,0.001316098707403,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,15-1244,Network and Computer Systems Administrators,30.076670019251317,0.0011558071815026,0.000915369892652,0.001316098707403,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,15-1252,Software Developers,6.177498895149262,0.0013402720607224,0.0011650162270117,0.0014571092831962,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,15-1252,Software Developers,5.9744933751765705,0.0013402720607224,0.0011650162270117,0.0014571092831962,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,15-1252,Software Developers,36.061926124896495,0.0013402720607224,0.0011650162270117,0.0014571092831962,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,15-1252,Software Developers,34.87685589041212,0.0013402720607224,0.0011650162270117,0.0014571092831962,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,15-1299,"Computer Occupations, All Other",2.433506523051807,0.00052797432387938,0.0003328617791462,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,15-1299,"Computer Occupations, All Other",2.3535364145250406,0.00052797432387938,0.0003328617791462,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,15-1299,"Computer Occupations, All Other",14.205900146361353,0.00052797432387938,0.0003328617791462,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,15-1299,"Computer Occupations, All Other",13.739064588016415,0.00052797432387938,0.0003328617791462,0.0006580493537015,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,15-2051,Data Scientists,1.9604230533599478,0.00042533398875677997,0.0004992926687193,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,15-2051,Data Scientists,1.8959994560321864,0.00042533398875677997,0.0004992926687193,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,15-2051,Data Scientists,11.444215939775132,0.00042533398875677997,0.0004992926687193,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,15-2051,Data Scientists,11.068135094279862,0.00042533398875677997,0.0004992926687193,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2041,Chemical Engineers,9.580605504464597,0.0020786111176029397,0.0012482316717982,0.0026321974148061,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2041,Chemical Engineers,9.26576679140319,0.0020786111176029397,0.0012482316717982,0.0026321974148061,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2041,Chemical Engineers,55.927988624177814,0.0020786111176029397,0.0012482316717982,0.0026321974148061,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,17-2041,Chemical Engineers,54.09007807099369,0.0020786111176029397,0.0012482316717982,0.0026321974148061,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2071,Electrical Engineers,4.607038164377784,0.00099954441744148,0.0006657235582924,0.0012220916568742,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2071,Electrical Engineers,4.455641265087696,0.00099954441744148,0.0006657235582924,0.0012220916568742,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2071,Electrical Engineers,26.894164249681523,0.00099954441744148,0.0006657235582924,0.0012220916568742,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,17-2071,Electrical Engineers,26.01036582407198,0.00099954441744148,0.0006657235582924,0.0012220916568742,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2072,"Electronics Engineers, Except Computer",2.184143081742469,0.00047387235493934004,0.0008321544478655,0.0002350176263219,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2072,"Electronics Engineers, Except Computer",2.112367576877215,0.00047387235493934004,0.0008321544478655,0.0002350176263219,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2072,"Electronics Engineers, Except Computer",12.750209720288028,0.00047387235493934004,0.0008321544478655,0.0002350176263219,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,17-2072,"Electronics Engineers, Except Computer",12.331211190630594,0.00047387235493934004,0.0008321544478655,0.0002350176263219,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2081,Environmental Engineers,1.6535818778743145,0.00035876163292754,0.0003328617791462,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2081,Environmental Engineers,1.5992417226378832,0.00035876163292754,0.0003328617791462,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2081,Environmental Engineers,9.652992017237798,0.00035876163292754,0.0003328617791462,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,17-2081,Environmental Engineers,9.335774532133858,0.00035876163292754,0.0003328617791462,0.0003760282021151,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2.0201110535830678,0.00043828391564746,0.0002496463343596,0.0005640423031727,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1.953725983865414,0.00043828391564746,0.0002496463343596,0.0005640423031727,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",11.792652142050963,0.00043828391564746,0.0002496463343596,0.0005640423031727,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_moody,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",11.40512095498204,0.00043828391564746,0.0002496463343596,0.0005640423031727,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_bls,17-2112,Industrial Engineers,100.2136969241194,0.02174239451415624,0.0272114504452026,0.018096357226792,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,bea_moody,17-2112,Industrial Engineers,96.9204654727239,0.02174239451415624,0.0272114504452026,0.018096357226792,Bachelor's degree,,,BA+
1,1. Materials & Processing,2030,lightcast_bls,17-2112,Industrial Engineers,585.0100496202583,0.02174239451415624,0.0272114504452026,0.018096357226792,Bachelor's degree,,,BA+
