segment_id,segment_name,occcd,issue,level
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-5000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-5012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-1010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-1020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-1022,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-2011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-2090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",23-2093,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",25-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",25-4022,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1013,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1023,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1025,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1026,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-1029,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-2010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-2012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3040,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3042,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-3043,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",27-4032,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",29-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",29-1031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",33-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",33-9021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",33-9030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",33-9032,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2014,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-2015,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-3011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-3031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-9021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",35-9031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-1012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-2010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-2012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-3012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",37-3019,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",39-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",39-2021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-2010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-2020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-3011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",41-9099,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-4041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-4071,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-4161,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-4199,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-5000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-5011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-5030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-6000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-9020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-9051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-9081,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",43-9199,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-1011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2091,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2092,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2093,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-2099,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",45-4020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2040,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2042,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2140,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2150,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2151,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2171,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2211,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2221,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-2231,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-3019,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-4090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-5000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-5020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",47-5022,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2022,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2091,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2093,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2095,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2096,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2097,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-2098,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3040,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-3092,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9040,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9060,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9081,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9091,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9094,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9096,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",49-9098,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-2020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-2021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-3011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-3090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-3092,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-3099,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4023,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4034,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4120,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4190,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4191,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4194,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-4199,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-5100,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-5111,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-5113,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-6000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-6011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-6060,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-6062,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7040,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-7042,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-8000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-8031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-8090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-8091,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-8093,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9022,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9032,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9071,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9120,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9123,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9160,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9190,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9192,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9194,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9195,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9196,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",51-9197,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-2010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-2012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-3030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-3050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-3052,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-3053,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-5000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-5011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-5020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-5021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6021,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6032,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-6099,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7060,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7063,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7071,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7072,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7081,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",53-7121,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-2020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3010,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3013,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3061,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3071,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-3121,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",11-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1030,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1031,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1032,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1070,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1080,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1081,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1082,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1111,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1141,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-1151,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2050,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2052,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2054,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2070,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2071,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",13-2072,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1200,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1210,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1211,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1230,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1231,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1240,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1250,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1252,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1253,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1254,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1255,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-1299,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",15-2051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",17-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",17-2070,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",17-2071,missing_in_mi,detailed
