segment_id,segment_name,stage,Occupation Code,Occupation Title,Occupation Type,Display Level,2024 Employment,Projected 2034 Employment,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",segment_share_2024,segment_share_2034
1,1. Materials & Processing,Upstream,23-0000,Legal occupations,Summary,1.0,0.5,0.5,0.0,11.3,0.000239051443870721,0.00023501762632197415
1,1. Materials & Processing,Upstream,23-1000,"Lawyers, judges, and related workers",Summary,2.0,0.4,0.4,0.0,12.4,0.0001912411550965768,0.00018801410105757932
1,1. Materials & Processing,Upstream,23-1010,Lawyers and judicial law clerks,Summary,3.0,0.4,0.4,0.0,12.4,0.0001912411550965768,0.00018801410105757932
1,1. Materials & Processing,Upstream,23-1011,Lawyers,Line Item,4.0,0.4,0.4,0.0,12.4,0.0001912411550965768,0.00018801410105757932
1,1. Materials & Processing,Upstream,27-0000,"Arts, design, entertainment, sports, and media occupations",Summary,1.0,4.7,4.8,0.1,10.8,0.0022470835723847776,0.002256169212690952
1,1. Materials & Processing,Upstream,27-1000,Art and design workers,Summary,2.0,3.5,3.5,0.1,10.0,0.0016733601070950468,0.001645123384253819
1,1. Materials & Processing,Upstream,27-1010,Artists and related workers,Summary,3.0,0.3,0.3,0.0,2.1,0.0001434308663224326,0.0001410105757931845
1,1. Materials & Processing,Upstream,27-1012,Craft artists,Line Item,4.0,0.2,0.2,0.0,2.1,9.56205775482884e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,27-1013,"Fine artists, including painters, sculptors, and illustrators",Line Item,4.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,27-1020,Designers,Summary,3.0,3.0,3.1,0.1,10.0,0.001434308663224326,0.0014571092831962397
1,1. Materials & Processing,Upstream,27-1021,Commercial and industrial designers,Line Item,4.0,0.9,0.9,0.0,13.1,0.0004302925989672978,0.0004230317273795535
1,1. Materials & Processing,Upstream,27-1024,Graphic designers,Line Item,4.0,2.0,2.1,0.0,7.700000000000001,0.000956205775482884,0.0009870740305522915
1,1. Materials & Processing,Upstream,27-1029,"Designers, all other",Line Item,4.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,27-3000,Media and communication workers,Summary,2.0,0.8,0.8,0.0,6.3999999999999995,0.0003824823101931536,0.00037602820211515863
1,1. Materials & Processing,Upstream,27-3031,Public relations specialists,Line Item,3.0,0.5,0.5,0.0,12.4,0.000239051443870721,0.00023501762632197415
1,1. Materials & Processing,Upstream,27-3040,Writers and editors,Summary,3.0,0.2,0.2,0.0,-1.1,9.56205775482884e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,27-3042,Technical writers,Line Item,4.0,0.2,0.2,0.0,-1.7000000000000002,9.56205775482884e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,29-0000,Healthcare practitioners and technical occupations,Summary,1.0,0.1,0.2,0.0,5.8,4.78102887741442e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,29-1000,Healthcare diagnosing or treating practitioners,Summary,2.0,0.1,0.1,0.0,6.9,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,29-1141,Registered nurses,Line Item,3.0,0.1,0.1,0.0,2.5,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,33-0000,Protective service occupations,Summary,1.0,1.8,1.8,0.0,-39.1,0.0008605851979345956,0.000846063454759107
1,1. Materials & Processing,Upstream,33-9000,Other protective service workers,Summary,2.0,1.7,1.7,0.0,-40.6,0.0008127749091604513,0.0007990599294947121
1,1. Materials & Processing,Upstream,33-9030,Security guards and gambling surveillance officers,Summary,3.0,1.7,1.7,0.0,-41.5,0.0008127749091604513,0.0007990599294947121
1,1. Materials & Processing,Upstream,33-9032,Security guards,Line Item,4.0,1.7,1.7,0.0,-41.5,0.0008127749091604513,0.0007990599294947121
1,1. Materials & Processing,Upstream,37-0000,Building and grounds cleaning and maintenance occupations,Summary,1.0,8.4,8.6,0.2,22.4,0.004016064257028113,0.004042303172737956
1,1. Materials & Processing,Upstream,37-2000,Building cleaning and pest control workers,Summary,2.0,7.3,7.8,0.2,22.4,0.0034901510805125263,0.0036662749706227967
1,1. Materials & Processing,Upstream,37-2010,Building cleaning workers,Summary,3.0,7.3,7.6,0.2,22.4,0.0034901510805125263,0.0035722679200940067
1,1. Materials & Processing,Upstream,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",Line Item,4.0,7.3,7.6,0.2,22.4,0.0034901510805125263,0.0035722679200940067
