segment_id,segment_name,year,employment_qcew,value_type,forecast_source,applied_yoy_pct,adjustment_source
2,2. Equipment Manufacturing,2043,1554.0989733232077,Forecast,Moody,-1.043434093687069,BEA
2,2. Equipment Manufacturing,2043,12274.02991191662,Forecast,Moody,-1.043434093687069,Lightcast
2,2. Equipment Manufacturing,2044,1538.8874610918988,Forecast,Moody,-0.978799451799462,BEA
2,2. Equipment Manufacturing,2044,12153.891774425078,Forecast,Moody,-0.978799451799462,Lightcast
2,2. Equipment Manufacturing,2045,1524.331018228611,Forecast,Moody,-0.945906912059696,BEA
2,2. Equipment Manufacturing,2045,12038.927272046536,Forecast,Moody,-0.945906912059696,Lightcast
2,2. Equipment Manufacturing,2046,1510.2687111549922,Forecast,Moody,-0.9225231859389696,BEA
2,2. Equipment Manufacturing,2046,11927.865376623577,Forecast,Moody,-0.9225231859389696,Lightcast
2,2. Equipment Manufacturing,2047,1496.8171914685608,Forecast,Moody,-0.8906706195445189,BEA
2,2. Equipment Manufacturing,2047,11821.627384175166,Forecast,Moody,-0.8906706195445189,Lightcast
2,2. Equipment Manufacturing,2048,1483.319926816429,Forecast,Moody,-0.901731001558674,BEA
2,2. Equipment Manufacturing,2048,11715.02810516331,Forecast,Moody,-0.901731001558674,Lightcast
2,2. Equipment Manufacturing,2049,1469.971630250455,Forecast,Moody,-0.8998932950777897,BEA
2,2. Equipment Manufacturing,2049,11609.605352728466,Forecast,Moody,-0.8998932950777897,Lightcast
2,2. Equipment Manufacturing,2050,1457.645431658049,Forecast,Moody,-0.8385330940234579,BEA
2,2. Equipment Manufacturing,2050,11512.25496976032,Forecast,Moody,-0.8385330940234579,Lightcast
2,2. Equipment Manufacturing,2051,1446.0764752445616,Forecast,Moody,-0.7936742476754309,BEA
2,2. Equipment Manufacturing,2051,11420.885166738595,Forecast,Moody,-0.7936742476754309,Lightcast
2,2. Equipment Manufacturing,2052,1434.7384923696088,Forecast,Moody,-0.7840514017791003,BEA
2,2. Equipment Manufacturing,2052,11331.3395564932,Forecast,Moody,-0.7840514017791003,Lightcast
2,2. Equipment Manufacturing,2053,1423.096359203361,Forecast,Moody,-0.811446352639483,BEA
2,2. Equipment Manufacturing,2053,11239.391814956842,Forecast,Moody,-0.811446352639483,Lightcast
2,2. Equipment Manufacturing,2054,1410.782917695267,Forecast,Moody,-0.8652570452071962,BEA
2,2. Equipment Manufacturing,2054,11142.142185439488,Forecast,Moody,-0.8652570452071962,Lightcast
2,2. Equipment Manufacturing,2055,1397.9832860131949,Forecast,Moody,-0.907271524309512,BEA
2,2. Equipment Manufacturing,2055,11041.052702192916,Forecast,Moody,-0.907271524309512,Lightcast
3,3. Forging & Foundries,2001,2685.457545453,QCEW,,,BEA
3,3. Forging & Foundries,2001,15110.79,QCEW,,,Lightcast
3,3. Forging & Foundries,2002,2456.054590573,QCEW,,,BEA
3,3. Forging & Foundries,2002,13904.31,QCEW,,,Lightcast
3,3. Forging & Foundries,2003,2339.386961097,QCEW,,,BEA
3,3. Forging & Foundries,2003,13346.33,QCEW,,,Lightcast
3,3. Forging & Foundries,2004,2539.437045166,QCEW,,,BEA
3,3. Forging & Foundries,2004,14485.82,QCEW,,,Lightcast
3,3. Forging & Foundries,2005,2492.595834874,QCEW,,,BEA
3,3. Forging & Foundries,2005,14228.88,QCEW,,,Lightcast
3,3. Forging & Foundries,2006,2391.538149145,QCEW,,,BEA
3,3. Forging & Foundries,2006,13768.61,QCEW,,,Lightcast
3,3. Forging & Foundries,2007,2220.884464612,QCEW,,,BEA
3,3. Forging & Foundries,2007,12934.2,QCEW,,,Lightcast
3,3. Forging & Foundries,2008,2027.52934861,QCEW,,,BEA
3,3. Forging & Foundries,2008,11764.62,QCEW,,,Lightcast
3,3. Forging & Foundries,2009,1455.321139238,QCEW,,,BEA
3,3. Forging & Foundries,2009,8555.58,QCEW,,,Lightcast
3,3. Forging & Foundries,2010,1565.929608042,QCEW,,,BEA
3,3. Forging & Foundries,2010,9306.68,QCEW,,,Lightcast
3,3. Forging & Foundries,2011,1800.869532069,QCEW,,,BEA
3,3. Forging & Foundries,2011,10786.87,QCEW,,,Lightcast
3,3. Forging & Foundries,2012,1913.105052721,QCEW,,,BEA
3,3. Forging & Foundries,2012,11422.29,QCEW,,,Lightcast
3,3. Forging & Foundries,2013,1863.908509268,QCEW,,,BEA
3,3. Forging & Foundries,2013,11206.14,QCEW,,,Lightcast
3,3. Forging & Foundries,2014,1912.765341001,QCEW,,,BEA
3,3. Forging & Foundries,2014,11469.67,QCEW,,,Lightcast
3,3. Forging & Foundries,2015,1913.76715643,QCEW,,,BEA
3,3. Forging & Foundries,2015,11549.96,QCEW,,,Lightcast
3,3. Forging & Foundries,2016,1922.454834953,QCEW,,,BEA
3,3. Forging & Foundries,2016,11628.29,QCEW,,,Lightcast
3,3. Forging & Foundries,2017,1952.72960573,QCEW,,,BEA
3,3. Forging & Foundries,2017,11839.86,QCEW,,,Lightcast
3,3. Forging & Foundries,2018,2028.666817256,QCEW,,,BEA
3,3. Forging & Foundries,2018,12301.7,QCEW,,,Lightcast
3,3. Forging & Foundries,2019,2011.691255971,QCEW,,,BEA
3,3. Forging & Foundries,2019,12260.57,QCEW,,,Lightcast
3,3. Forging & Foundries,2020,1664.552001487,QCEW,,,BEA
3,3. Forging & Foundries,2020,10119.97,QCEW,,,Lightcast
3,3. Forging & Foundries,2021,1691.753051671,QCEW,,,BEA
3,3. Forging & Foundries,2021,10307.81,QCEW,,,Lightcast
3,3. Forging & Foundries,2022,1766.1785962519998,QCEW,,,BEA
3,3. Forging & Foundries,2022,10695.36,QCEW,,,Lightcast
3,3. Forging & Foundries,2023,1800.642649901,QCEW,,,BEA
3,3. Forging & Foundries,2023,10896.99,QCEW,,,Lightcast
3,3. Forging & Foundries,2024,1733.729137523,QCEW,,,BEA
3,3. Forging & Foundries,2024,10458.53,QCEW,,,Lightcast
3,3. Forging & Foundries,2025,1714.6192499959827,Forecast,BLS,-1.1022418158305736,BEA
3,3. Forging & Foundries,2025,1673.122441025205,Forecast,Moody,-3.495741934889806,BEA
3,3. Forging & Foundries,2025,10343.251709018814,Forecast,BLS,-1.1022418158305736,Lightcast
3,3. Forging & Foundries,2025,10092.926781016968,Forecast,Moody,-3.495741934889806,Lightcast
3,3. Forging & Foundries,2026,1695.7199996402464,Forecast,BLS,-1.1022418158305736,BEA
3,3. Forging & Foundries,2026,1640.9945553133632,Forecast,Moody,-1.9202351796892647,BEA
3,3. Forging & Foundries,2026,10229.244063565398,Forecast,BLS,-1.1022418158305736,Lightcast
3,3. Forging & Foundries,2026,9899.1188503076,Forecast,Moody,-1.9202351796892647,Lightcast
3,3. Forging & Foundries,2027,1677.0290647248096,Forecast,BLS,-1.1022418158305736,BEA
3,3. Forging & Foundries,2027,1596.7312465841903,Forecast,Moody,-2.697346471129536,BEA
3,3. Forging & Foundries,2027,10116.493058053416,Forecast,BLS,-1.1022418158305736,Lightcast
3,3. Forging & Foundries,2027,9632.10531732591,Forecast,Moody,-2.697346471129536,Lightcast
3,3. Forging & Foundries,2028,1658.5441491097804,Forecast,BLS,-1.1022418158305736,BEA
3,3. Forging & Foundries,2028,1557.3646888568285,Forecast,Moody,-2.4654466937737243,BEA
3,3. Forging & Foundries,2028,10004.984841271951,Forecast,BLS,-1.1022418158305736,Lightcast
3,3. Forging & Foundries,2028,9394.630895239095,Forecast,Moody,-2.4654466937737243,Lightcast
3,3. Forging & Foundries,2029,1640.262981964281,Forecast,BLS,-1.1022418158305736,BEA
3,3. Forging & Foundries,2029,1517.4506695592424,Forecast,Moody,-2.562920527425371,BEA
3,3. Forging & Foundries,2029,9894.705714683943,Forecast,BLS,-1.1022418158305736,Lightcast
3,3. Forging & Foundries,2029,9153.853971549166,Forecast,Moody,-2.562920527425371,Lightcast
