segment,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
"9. Dealers, Maintenance, & Repa",53-0000,Transportation and Material Moving Occupations,15230.0,14150.0,major,False,0.2310376213592233,,0.203012912482066,,-1080.0,-7.091267235718979,,,,,,,,,,,,
Total,00-0000,Total all occupations,692750.0,724460.0,major,True,,,,,31710.0,4.577408877661493,,,,,,,,,,,,
Total,11-0000,Management Occupations,,52590.0,major,False,,,0.07259901434310247,,,,,,,,,,,,,,,
Total,13-0000,Business and Financial Operations Occupations,,37300.0,major,False,,,0.05149159982882149,,,,,,,,,,,,,,,
Total,15-0000,Computer and Mathematical Occupations,,20350.0,major,False,,,0.02809260205138116,,,,,,,,,,,,,,,
Total,17-0000,Architecture and Engineering Occupations,,85040.0,major,False,,,0.1173953257223319,,,,,,,,,,,,,,,
Total,19-0000,"Life, Physical, and Social Science Occupations",,7950.0,major,False,,,0.010974751169949889,,,,,,,,,,,,,,,
Total,21-0000,Community and Social Service Occupations,,110.0,major,False,,,0.0001518519029804387,,,,,,,,,,,,,,,
Total,23-0000,Legal Occupations,,550.0,major,False,,,0.0007592595149021936,,,,,,,,,,,,,,,
Total,25-0000,Educational Instruction and Library Occupations,,140.0,major,False,,,0.00019326605833874019,,,,,,,,,,,,,,,
Total,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",,4270.0,major,False,,,0.005894614779331575,,,,,,,,,,,,,,,
Total,29-0000,Healthcare Practitioners and Technical Occupations,,1230.0,major,False,,,0.0016979803696903601,,,,,,,,,,,,,,,
Total,31-0000,Healthcare Support Occupations,,110.0,major,False,,,0.0001518519029804387,,,,,,,,,,,,,,,
Total,33-0000,Protective Service Occupations,,390.0,major,False,,,0.0005383840196579191,,,,,,,,,,,,,,,
Total,35-0000,Food Preparation and Serving Related Occupations,,2180.0,major,False,,,0.00300942862270324,,,,,,,,,,,,,,,
Total,37-0000,Building and Grounds Cleaning and Maintenance Occupations,,2470.0,major,False,,,0.0034097654578334876,,,,,,,,,,,,,,,
Total,39-0000,Personal Care and Service Occupations,,40.0,major,False,,,5.5218873811068627e-05,,,,,,,,,,,,,,,
Total,41-0000,Sales and Related Occupations,,63000.0,major,False,,,0.08696972625243309,,,,,,,,,,,,,,,
Total,43-0000,Office and Administrative Support Occupations,,49040.0,major,False,,,0.06769833929237014,,,,,,,,,,,,,,,
Total,47-0000,Construction and Extraction Occupations,,8130.0,major,False,,,0.011223236102099698,,,,,,,,,,,,,,,
Total,49-0000,"Installation, Maintenance, and Repair Occupations",,57830.0,major,False,,,0.07983268681235246,,,,,,,,,,,,,,,
Total,51-0000,Production Occupations,,246340.0,major,False,,,0.3400654343654661,,,,,,,,,,,,,,,
Total,53-0000,Transportation and Material Moving Occupations,,85330.0,major,False,,,0.11779566255746214,,,,,,,,,,,,,,,
