Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,3364,,,254667406.79209998,88096242561.83159,0.002890786251335953
,,5131,,,159429796.13722998,57483660305.30632,0.002773480242741484
,,5241,,,846488532.1338999,307580381969.691,0.002752088825409265
,,3112,,,164221223.2794,62854830046.90297,0.0026127065041279453
,,3256,,,76936759.21040002,29929189760.06012,0.002570626195603548
,,7212,,,8363758.907299999,3298782851.08549,0.0025354075381311745
,,7211,,,230615211.05071008,91364776983.32292,0.002524115076566158
,,7213,,,3505929.5457,1390176343.823931,0.002521931524209589
,,5132,,,344541126.792,138293757923.16028,0.0024913714976451526
,,3346,,,5267898.653,2200844158.8190885,0.00239358095024166
,,7121,,,2337758.0969,998304013.8536448,0.002341729637924429
,,4851,,,9383684.1142,4092257148.760297,0.002293033837583418
,,4859,,,23571430.8739,10289531033.68432,0.0022908168308871796
,,4853,,,94847715.2226623,41414165501.92778,0.0022902239867237514
,,4854,,,24441569.561100002,10741846252.658585,0.002275360211476753
,,4855,,,4230712.562,1861249251.2287772,0.002273049973939239
,,4852,,,2985898.7744,1313929759.8550854,0.0022724949731934814
,,6244,,,2755.083808,1227145.525026581,0.002245115800703688
,,3231,,,126892803.38307245,59184996671.29532,0.0021440028811324638
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4571,Gasoline Stations,27370.0,40286149.72439,19365906642.791557,0.002080261485686003
,,3372,,,12577244.1437,6049112317.813845,0.0020791883970581373
,,5614,,,187354534.3909,90260660395.27771,0.002075705335751145
,,8112,,,32803993.013799995,16003914489.16816,0.0020497480810711993
,,5161,,,85637503.8486,42930010568.33238,0.0019948167427606247
OEM,6. Engineering & Design,5417,Scientific Research and Development ,28480.0,11133027.7945,5790265770.901512,0.0019227144720106086
,,7139,,,31433586.474799998,16479080755.582102,0.0019074842183871346
,,7131,,,5981874.640432194,3209239711.8957577,0.0018639538262782461
,,5162,,,455075918.1947,253968627943.18854,0.0017918587893324294
,,5192,,,176501051.05220002,100380472882.76389,0.0017583205775324319
,,5412,,,355742266.6293,205915429907.55847,0.001727613451740859
,,4453,,,1097287.4967,638392714.6092099,0.0017188283506206696
,,2131,,,31346780.404880002,18665621388.18604,0.0016793858480768393
,,4452,,,2123766.4411,1289746473.2594304,0.001646654195326346
,,2122,,,45919327.06999999,28191268683.3829,0.001628849257751452
,,5313,,,798066968.498,520587938722.66675,0.0015330108693185742
,,5311,,,1395572215.126,910364363741.8279,0.0015329820352258134
,,5312,,,556282745.717,363043217240.66846,0.0015322769281989623
,,7132,,,878153.0935,582136795.0632303,0.0015084995501866826
,,6231,,,252714.547317235,174975645.7348338,0.0014442841245473118
,,5611,,,134912115.15199998,94993565793.80005,0.0014202237175184058
,,5418,,,230392326.91609997,165700720428.32388,0.0013904123429309971
,,6232,,,135764.89687300002,105112134.33455393,0.0012916196377564136
,,5629,,,49771496.062400006,38628100900.75227,0.0012884789803743813
,,5621,,,56529019.097799994,43917618047.73301,0.0012871604064765068
,,5622,,,33172982.8492,26183252353.78444,0.0012669542500286558
,,3111,,,44651993.5796,36684047649.07536,0.0012172046554607904
,,9011,,,68309093.22670001,58789412799.31463,0.0011619284829376007
,,7225,,,234283829.71040002,204016870275.77545,0.001148355179616822
,,3119,,,34349679.441,31624738046.496864,0.0010861648684803884
,,6233,,,103703.72408,96017391.63212553,0.001080051460649164
,,7112,,,43977348.209215075,40814218749.376724,0.0010775006739504637
,,3116,,,92475161.426,86739949885.75342,0.0010661196086440045
,,4911,,,101030.7688,95577928.7480878,0.0010570512473259818
,,8132,,,1143048.221,1221389212.0194101,0.0009358591100621533
,,4931,,,152777665.64719397,188619419596.16827,0.0008099784527716657
,,8133,,,1126207.5537,1448047447.290757,0.0007777421629429978
,,7115,,,38626731.820199996,57646528596.36995,0.0006700617150888138
,,2123,,,25099652.78943,37592327588.73223,0.0006676801996414094
,,8114,,,11744207.9284,18085269745.584984,0.000649379749022932
,,3342,,,8872343.5546,14538015778.490139,0.0006102857287943765
,,8139,,,15243950.9886,25542927159.31266,0.0005967973401608448
,,8123,,,10517442.212,18150627394.987045,0.000579453370019858
,,8134,,,4336199.873,7604948602.146382,0.000570181351623622
,,3115,,,28436889.1321,53343193640.64585,0.0005330931125659484
,,3113,,,5989051.560799999,12251364867.76962,0.0004888477019042789
,,6212,,,46574.42429,105095229.09989421,0.00044316402075426735
,,4871,,,568823.7204,1353241623.3926194,0.00042034157874477803
,,3253,,,10715220.368999999,25759762179.221344,0.00041596736392400557
,,7111,,,2955945.2754,7193056362.19951,0.0004109442671593531
,,2111,,,109321951.66079918,290173407105.5841,0.00037674696917013034
,,4872,,,950568.0288,2653837181.058601,0.00035818626537624423
,,4889,,,2290102.141,6463249680.458402,0.0003543267325605741
,,3117,,,1757119.8789,5234907384.327705,0.0003356544347203687
,,7113,,,8572358.820999999,27030947934.99613,0.00031713126900376404
,,7114,,,4141280.622,13070939079.362698,0.0003168311470855633
,,4883,,,7859858.312600001,24903838605.70028,0.0003156083058938932
,,4881,,,13295465.4851,42259865891.06969,0.0003146121078417711
,,4882,,,2165815.3355,6926942267.863598,0.0003126654231763908
,,4884,,,6342404.423,20409962924.11862,0.00031075041373569224
,,4885,,,18177895.39965,59448505703.4081,0.0003057754805535488
,,4879,,,137872.333,493237999.0507568,0.0002795249621183631
,,3254,,,25503604.6964,92612463353.9908,0.0002753798330459916
,,6117,,,949405.8544,4410358194.011738,0.0002152672895569065
,,6116,,,1154402.65935,5365873975.236029,0.00021513786284912167
,,6114,,,627711.4157799999,2918933575.546761,0.00021504820152079684
,,6115,,,531510.79281,2479779017.381842,0.00021433796684479194
,,3114,,,2355246.6779,11190293219.255322,0.0002104722934200945
,,4869,,,928736.4635999999,5004773500.599207,0.00018557012889570428
,,4861,,,1613200.415,8990938180.899826,0.0001794251481371601
,,4862,,,5102183.241477752,29039884227.007374,0.00017569571564382037
,,6219,,,1583938.4249999998,13665620678.809301,0.00011590680454464435
,,8121,,,191617.932228,1679612968.7736444,0.00011408457531017294
,,5121,,,8678933.926978365,86831616483.11392,9.995131126766654e-05
,,7224,,,1127996.832,12122288217.776556,9.305147771902215e-05
,,7223,,,3725656.2778000003,40532923732.94312,9.191679096102249e-05
,,6215,,,1488441.3989,21806369858.3904,6.825718395890157e-05
,,1153,,,62902.87002,1766206789.897634,3.5614668893694904e-05
,,5122,,,644007.47129,24487932614.708603,2.6298972699033764e-05
,,1152,,,60503.63222,2994696256.6543193,2.0203595635303188e-05
,,1151,,,304429.587324018,18528235207.134007,1.6430576572495267e-05
,,5615,,,396145.74422,38941566986.10221,1.0172824949786427e-05
,,5259,,,30088.40677689,4363013682.073606,6.896243965613674e-06
,,8129,,,76460.4337076,12813845427.299126,5.967017016196063e-06
,,5251,,,4080.857481,751280578.5916514,5.431868728258575e-06
,,1110,,,519239.92547,132091775365.0213,3.930902768436087e-06
,,4922,,,121019.1694,31114588710.735683,3.889467108984922e-06
,,4921,,,341050.2876,111935426800.7482,3.0468485031739777e-06
,,1120,,,148060.23527700003,264075836062.16113,5.606731667873919e-07
,,1133,,,0.0,12746842606.919437,0.0
,,1141,,,0.0,7796241257.004106,0.0
,,1132,,,0.0,489494774.32266396,0.0
,,1142,,,0.0,1203200927.831244,0.0
,,1131,,,0.0,1055265849.5908803,0.0
,,8141,,,0.0,0.0,0.0
