Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,7139,,,5636899.1210469995,326854557.9079899,0.01724589418953061
,,3231,,,9832643.6254654,574223287.8313416,0.017123380109852673
,,2131,,,647727.952506354,39287833.33447215,0.016486731324479045
,,4453,,,199976.78817,12494706.797131049,0.0160049204368619
,,5161,,,7280749.406745,476944047.35466397,0.01526541624143787
,,3372,,,1848748.06397,127771011.35665914,0.01446922932158232
,,5192,,,19782800.80491018,1367977796.7638478,0.014461346413450055
,,5412,,,61805982.828830004,4369887694.287944,0.014143608978697346
OEM,6. Engineering & Design,5417,Scientific Research and Development ,28480.0,1180057.165363,83831336.4983094,0.01407656390384278
,,4452,,,255031.24658,18504358.708935786,0.013782225614597764
,,6231,,,56999.365703067,4156417.484566635,0.013713580484807817
,,3352,,,546678.5245645,40385999.46631783,0.013536337636522606
,,7131,,,181690.10745429998,13719193.130125232,0.013243498049118977
,,3256,,,4499578.980443601,360219712.4229997,0.012491206964153656
,,5311,,,265365071.1250303,21596321840.426926,0.01228751234056366
,,5312,,,93534313.17108591,7732559494.922266,0.012096164695856141
,,5313,,,123293856.39194609,10224770266.192379,0.012058349789981122
,,7112,,,6763918.018827053,561375279.6677871,0.01204883482370266
,,5611,,,23964436.507090002,1997144101.4245055,0.011999352720715976
,,2122,,,978296.2395558001,83765997.45423037,0.01167891828770188
,,5622,,,3583328.2361970004,315846981.51969624,0.01134514003887526
,,5162,,,15206595.719337791,1344498036.9367228,0.011310240180033428
,,5418,,,32854447.6197045,2954259557.994437,0.011121043014246334
,,4911,,,22214.3415,2038826.867456204,0.01089564879420895
,,6232,,,22374.3272335,2089148.275258436,0.010709784220908018
,,5629,,,7304425.625147,684445068.412426,0.010672040697275611
,,2111,,,5752556.058104,550317095.1186595,0.010453166200231583
,,5621,,,10184084.79769,985665278.747978,0.010332193917418025
,,9011,,,14220192.384240769,1402574846.4951496,0.010138633542284864
,,7225,,,42313312.86620001,4313812922.425806,0.00980879644692746
,,3111,,,1186031.233015,123143953.881376,0.009631258341416407
,,3116,,,7050547.38343,734502616.6393509,0.009599077285373238
,,3119,,,2181889.7834799998,231580675.80053005,0.009421726471509873
,,6233,,,19175.067309,2077155.6439522798,0.009231406112887572
,,8132,,,187684.41211,23517535.63963788,0.007980615613213542
,,2123,,,2646175.572811523,365477034.9623297,0.007240333371655674
,,4931,,,21766818.199128516,3007030986.737983,0.007238641136432414
,,3112,,,3657952.7212265213,540332919.3693038,0.0067698128137301285
,,7115,,,4739586.66182,709149574.397283,0.00668347952665451
,,8133,,,160505.96426,25836827.0644814,0.006212293942263986
,,8114,,,2393513.0038900003,387139484.323822,0.006182559777054286
,,7111,,,480977.43849,90220135.63629755,0.005331154016759116
,,3342,,,218175.028668,47846894.28745687,0.004559857686002306
,,8134,,,712281.54014,156604206.311711,0.004548291242715713
,,8139,,,1787991.657822,415560004.5744074,0.00430260765747454
,,7113,,,1720888.1795,407158491.8431624,0.00422658059201891
,,6212,,,10490.93904,2591191.541710948,0.004048692993599731
,,3113,,,281802.34360200004,71082383.69432032,0.00396444701142622
,,4871,,,53204.51936,14567395.005221425,0.0036523015502037104
,,7114,,,428954.6536,123667880.25820957,0.0034686019741292065
,,4884,,,1182624.7124,378461554.9649174,0.0031248212582903616
,,4882,,,270403.73705,87068137.17698435,0.003105656624998734
,,4881,,,1699303.4573,566006712.9386109,0.003002267320254038
,,3117,,,94504.07889,33899233.70992771,0.0027877939571927138
,,4883,,,210214.845837,75881120.91717908,0.0027703181410095442
,,4879,,,17222.02249,6220637.520029366,0.002768530144144888
,,8123,,,1092088.5207,396402521.543381,0.002754998924951302
,,4862,,,1103315.172721571,408526089.27549917,0.0027007214512988534
,,4889,,,347954.208,129982363.74548212,0.0026769339929940614
,,4885,,,2367784.41717423,979768446.1396043,0.0024166775593800365
,,4861,,,258295.38167,108236318.21920106,0.0023864021422725975
,,4872,,,59633.72455,25227829.261044484,0.002363807204057914
,,3254,,,1129096.809136,504433403.56452477,0.0022383466304121773
,,6117,,,204231.6958,94529120.48439977,0.0021605161959980844
,,6115,,,81249.840754,39168757.03070485,0.002074353308947417
,,3253,,,207281.98656800002,103424171.72834358,0.0020041928603736067
,,6116,,,184772.680871,93419502.2128331,0.0019778812399368325
,,6114,,,93116.82910500001,48629940.01176857,0.0019148045233546556
,,5121,,,588373.2425153471,323205861.2576548,0.0018204287515884649
,,4869,,,65145.10957,37768212.34007935,0.0017248661118352293
,,3115,,,1001517.8120506001,648715240.5471475,0.0015438481315868074
,,vl|2,,,72658162.104002,49654153967.94385,0.0014632846659900654
,,7224,,,393845.0611,274098786.7275004,0.0014368726903251391
,,7223,,,1006319.7135,782700257.4336699,0.001285702545696787
,,3114,,,223837.65839,185642015.01647532,0.0012057489161068139
,,8121,,,37612.559661,42657457.87428159,0.0008817346727939175
,,vl|3,,,25970316.910976,29979625850.243534,0.0008662655444969482
,,6219,,,292066.73953,382159670.69729996,0.0007642531693548048
,,6215,,,113318.66561000001,187355570.48085877,0.0006048321131800949
,,5122,,,54091.604421000004,164506364.33175796,0.0003288116216094481
,,1153,,,3937.530479,28161287.55790653,0.00013982068365672092
,,5615,,,41215.660764,348394057.3284497,0.00011830184785598622
,,1152,,,5507.577147,47921940.10062523,0.00011492809213139814
,,1151,,,17284.947315203,214926136.80417266,8.042273300130067e-05
,,5251,,,343.68741937,4618249.031533599,7.441942108866106e-05
,,5259,,,2773.1618075670003,40277969.459047616,6.885058618425628e-05
