Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
Downstream,10. Logistics,4841,General Freight Trucking,35888.0,2636003368.122074,5746270334.233057,0.4587329197546179
,,3369,,,70695646.34136896,157246254.93241906,0.44958556483111395
,,3279,,,270016398.3116313,602124789.2649169,0.44843926562344566
Downstream,10. Logistics,4842,Specialized Freight Trucking,11582.0,631396561.462688,1414841187.6465654,0.4462667379036
,,3222,,,570080560.5144882,1281545615.375012,0.4448382903231022
,,2122,,,35331907.20048549,83765997.45423037,0.421792950293355
,,4248,,,218805354.3102259,537793363.2438595,0.40685766925504024
OEM,6. Engineering & Design,5417,Scientific Research and Development ,28480.0,33970740.822584696,83831336.4983094,0.4052272365151875
,,4922,,,183724732.22010696,458072696.15361804,0.40108204169954176
,,4241,,,125297656.30259433,314001643.05683863,0.39903503396609213
,,4246,,,255197266.77205566,642939870.1147245,0.39692244739234933
,,6243,,,97922.29224933,249472.378995094,0.39251757105846047
,,3322,,,20568419.94427687,52816636.79612588,0.38943070199020263
,,4872,,,9769740.978451839,25227829.261044484,0.3872604684834208
,,4921,,,715762520.0014747,1852403754.3527641,0.3863966040446536
,,4871,,,5617666.946177809,14567395.005221425,0.3856329113176553
,,5323,,,33610685.96471911,88821631.56719321,0.37840653646733297
,,4879,,,2328831.629297118,6220637.520029366,0.37437185847892396
,,3334,,,105805390.19349957,283118541.65664274,0.37371409719189996
,,4249,,,465815370.68708336,1248812589.2767835,0.37300662620389496
,,3274,,,43447670.68615918,116499182.15298043,0.3729439974016817
,,5322,,,79402048.07559997,213846972.14561278,0.37130312053954867
,,4243,,,59702989.43386471,161740806.4153967,0.36912756129415075
,,3325,,,65598405.75960299,180192566.56809035,0.3640461258140466
,,3133,,,18105185.3750488,49792236.0328436,0.3636146278529526
,,4884,,,134559353.16559917,378461554.9649174,0.35554299082788615
,,3152,,,2262048.5526990695,6368133.0711964,0.35521376946887384
,,3259,,,137881476.78130248,388302643.1988246,0.35508765957769267
,,4883,,,26886061.842933238,75881120.91717908,0.35431819559279043
,,3159,,,540759.3322339,1541881.9374535673,0.3507138381340462
,,6214,,,570645.329736806,1627258.0845894017,0.3506790564698864
,,4811,,,338577238.0304212,965926004.3405093,0.3505208851495684
,,3219,,,300121852.8423903,863034089.1450295,0.3477520258089782
,,4889,,,45135046.6296048,129982363.74548212,0.34723977414338714
,,8129,,,100115277.556383,289488118.4906963,0.34583553231253095
,,4931,,,1027404958.9047507,3007030986.737983,0.3416675662591944
,,4881,,,191623981.8567706,566006712.9386109,0.3385542564714319
,,4885,,,329866837.3114254,979768446.1396043,0.33667836376149596
,,4242,,,342993948.73335737,1024821925.0131407,0.33468638830005454
,,4245,,,49805297.6214689,151375245.21271345,0.3290187741825434
