Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,3325,,,1055577363.9558997,6348215549.837165,0.16627938287051008
,,4582,,,40219726.7374,243830092.76640072,0.1649498069786331
,,6221,,,1140540259.9471815,6945516709.77534,0.1642124420119743
,,4583,,,60335507.91989999,368569441.7512895,0.1637018729312192
,,6214,,,13650150.962512638,84110983.24886769,0.1622873783572896
,,3274,,,1776378790.3114197,11169010709.91684,0.1590453117512183
,,3149,,,692917698.6202418,4365597404.9681425,0.1587223086195916
,,3341,,,1167191879.0410202,7631894773.029799,0.15293605503652072
,,4561,,,711368234.1231983,4738094897.213191,0.15013803006385631
,,4581,,,205381941.37939999,1380160906.0470293,0.14881014270114498
,,4245,,,1472094375.7328987,9987899209.16364,0.14738778845328057
,,4241,,,2974870391.4645,20212917603.46262,0.1471766941233107
,,4249,,,9129783515.948702,62037538482.453354,0.14716547012146464
,,4246,,,4827456171.242195,32807330825.34584,0.14714565463864757
,,4243,,,4285645093.9198,29130366526.597015,0.1471195046587162
,,4248,,,5465028690.306,37151243087.5838,0.14710217575821707
OEM,6. Engineering & Design,5413,"Architectural, Engineering, and Related Services",87100.0,26631835995.174904,184299207248.10474,0.14450325854805746
,,4551,,,648206870.6949003,4566616593.732701,0.14194466677682333
,,6112,,,56732218.299200006,400571440.39457995,0.14162821553957106
,,4552,,,1788993692.817312,12653335535.588915,0.14138514605777805
,,2211,,,42081047393.66528,297985490858.42316,0.1412184441344446
,,5611,,,13344615008.6191,94993565793.80005,0.1404791461095996
,,8123,,,2533829882.507845,18150627394.987045,0.13960012661643056
,,9011,,,8108538212.902216,58789412799.31463,0.13792514377685272
,,6242,,,1211140.963934536,8940543.950220855,0.13546613837792473
,,4234,,,12195932238.6525,90248470178.974,0.13513727395562986
,,3241,,,33566582983.946087,250578230044.24026,0.1339565012412284
,,3132,,,930307136.64231,6946383763.553426,0.1339268270093979
,,6113,,,4701401848.034834,35339029455.44468,0.13303709582523607
,,5418,,,21978880513.647903,165700720428.32388,0.1326420335218468
,,3219,,,8299084476.256199,62726399487.87359,0.13230608713418338
,,3322,,,391356136.3609001,2981650351.8124146,0.13125487236389466
,,5619,,,7478967564.1628,57443819392.67829,0.13019620984874936
,,3334,,,4365951284.070301,33912251842.434692,0.1287425943979087
,,6241,,,10574019.149406658,82548423.35739866,0.12809474390111328
,,4593,,,47125429.8396,369637816.9885,0.12749082391931274
,,5331,,,30548240017.771572,240572982180.17813,0.12698117527965938
,,5412,,,26139481684.829395,205915429907.55847,0.12694280218128473
,,8113,,,6463305685.884998,51020394030.25809,0.12668082653481427
,,5324,,,20188988192.219017,159715089895.35626,0.12640626634243915
,,4911,,,12044200.65274,95577928.7480878,0.12601445553904583
,,4592,,,53129717.4174,422069945.18619,0.12587894026418442
,,4251,,,8795336743.412903,71005006488.99818,0.12386924779417757
,,3152,,,50758738.769136116,409972207.30663645,0.12381019460465864
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4247,Petroleum and Petroleum Products Merchant Wholesalers,0.0,11130082973.935398,91645725914.85776,0.12144683085685473
,,4594,,,176003472.02809998,1458738529.6202397,0.12065457136716598
,,4591,,,344264561.53059995,2869793986.2334523,0.11996141994235633
,,5614,,,10791368045.105501,90260660395.27771,0.11955782284161183
,,5182,,,20045110679.055,167800198046.5783,0.11945820632160899
,,4491,,,405027765.9264,3411895600.5986195,0.11871048043068422
,,4599,,,621703473.8662299,5293603535.828216,0.11744428339946707
,,4595,,,161134203.84880003,1378294780.6053796,0.11690837556391681
,,5411,,,30944572143.241802,266122280660.34946,0.11627952408365314
,,6111,,,93637470.74270001,819170786.7840502,0.11430762943867616
,,3323,,,13149331017.489698,115229406346.28726,0.11411436919125788
,,4492,,,427633506.66977054,3759222239.318518,0.11375584614207142
,,5241,,,34596274571.36318,307580381969.691,0.11247880749030445
,,6213,,,131810618.76668,1185951307.5039172,0.1111433647677349
,,5612,,,1847094136.8626,16637505826.6353,0.11101989421428493
,,5616,,,7581135995.253301,68344079403.17714,0.11092600941378505
,,3159,,,7974778.090560001,71935532.0335221,0.11086006963629239
,,2372,,,124836712.12519996,1151679020.9064,0.10839540345794471
,,6211,,,11509008.005653195,106586540.76343358,0.10797806104991416
,,3366,,,198671325.76060894,1840864917.7434115,0.10792281597942902
,,5511,,,92899875923.3339,863700464583.066,0.10756029402876312
,,8112,,,1714066235.9434004,16003914489.16816,0.10710293641618257
,,5415,,,22090117835.45755,207656059541.50903,0.10637839263747507
,,3271,,,563596485.46597,5302689659.018044,0.10628502169790137
,,6233,,,10171082.60522,96017391.63212553,0.10592958663352146
,,6115,,,261210979.90748182,2479779017.381842,0.10533639412082337
,,2381,,,1874098194.5245001,17800821565.31339,0.10528155611516046
,,3254,,,9718178766.93229,92612463353.9908,0.10493381144378684
,,2379,,,334052515.82280016,3187022709.1639013,0.10481648432007473
,,6216,,,65616124.380585864,627457346.1083502,0.10457463728419746
,,2383,,,2024300878.3745,19395313195.943695,0.10437062077439714
,,2371,,,1246539567.1106,11945105861.612898,0.10435567349105812
,,2373,,,759812782.8998001,7342295472.764203,0.10348436476280193
,,2361,,,2250661652.0234995,21763194894.815464,0.10341595813028644
,,5131,,,5943838881.700792,57483660305.30632,0.1034004941601138
,,2362,,,2028138087.5182,19648119745.091057,0.1032230113532831
,,2389,,,1959983920.4063,19008585554.91272,0.10311045578558302
,,2382,,,4834907432.598021,46972472686.76625,0.10293065610659621
,,5192,,,10297453721.719711,100380472882.76389,0.10258423203232254
,,6116,,,547541511.8572417,5365873975.236029,0.10204144085086475
,,6114,,,295846292.97867084,2918933575.546761,0.101354239595279
,,5313,,,51732247720.775696,520587938722.66675,0.09937273584883237
,,5311,,,90446737261.90631,910364363741.8279,0.09935223836107483
,,5312,,,36064866742.93101,363043217240.66846,0.0993404229310333
,,6117,,,437721186.86224264,4410358194.011738,0.09924844368799077
,,8131,,,264351.63828,2672873.051877,0.09890168113085714
,,3151,,,2680550.865713377,27182375.152649302,0.09861356304076026
