stage_key,stage_label,education_group,employment_base,employment_target,employment_change,pct_change
all_segments,All Segments,BA+,60763.97789939766,62375.70676252773,1611.728863130069,0.026524413292995513
all_segments,All Segments,HS or Less,296406.83523913904,295711.54154608824,-695.2936930508004,-0.002345741090922691
all_segments,All Segments,SC or Associate's,61764.106473923646,59671.60233527736,-2092.5041386462835,-0.03387896722070647
