forecast_source,projection_label,segment_id,segment_name_norm,segment_label,base_raw,target_raw,raw_change,base_auto,target_auto,auto_change
moodys_mi_detail,Moody's MI (detail),9,Dealers Maintenance Repair,9-Dealers Maintenance Repair,69600.0,71700.708618174,2100.7086181740015,69600.0,71700.708618174,2100.7086181740015
moodys_mi_detail,Moody's MI (detail),10,Logistics,10-Logistics,46889.0,41734.77862917185,-5154.221370828149,46889.0,41734.77862917185,-5154.221370828149
moodys_us,Moody's US,1,Materials Processing,1-Materials Processing,72604.0,69797.51500000001,-2806.484999999986,21247.66878566509,20268.405486602074,-979.2632990630154
moodys_us,Moody's US,2,Equipment Manufacturing,2-Equipment Manufacturing,47550.0,44690.988,-2859.0120000000024,6244.586842570626,6031.379596651594,-213.20724591903218
moodys_us,Moody's US,3,Forging Foundries,3-Forging Foundries,16337.0,14495.817,-1841.183000000001,9023.139594640334,7833.076114639625,-1190.0634800007083
moodys_us,Moody's US,4,Parts Machining,4-Parts Machining,50443.0,48367.498000000014,-2075.501999999986,14936.444494648236,14227.766703790268,-708.6777908579679
moodys_us,Moody's US,5,Component Systems,5-Component Systems,18283.0,17973.420000000002,-309.5799999999981,5987.024880706003,5815.379561455988,-171.64531925001575
moodys_us,Moody's US,6,Engineering Design,6-Engineering Design,120207.0,129733.089,9526.089000000007,1032.0255054257461,1087.012882587911,54.987377162164876
moodys_us,Moody's US,7,Core Automotive,7-Core Automotive,173082.0,182431.99199999997,9349.99199999997,173082.0,182431.99199999997,9349.99199999997
moodys_us,Moody's US,8,Motor Vehicle Parts Materials Products Sales,8-Motor Vehicle Parts Materials Products Sales,115340.0,119863.41100000002,4523.411000000022,115340.0,119863.41100000002,4523.411000000022
moodys_us,Moody's US,9,Dealers Maintenance Repair,9-Dealers Maintenance Repair,69600.0,72530.48400000003,2930.484000000026,69600.0,72530.48400000003,2930.484000000026
moodys_us,Moody's US,10,Logistics,10-Logistics,46889.0,41179.524000000005,-5709.475999999995,46889.0,41179.524000000005,-5709.475999999995
