stage_clean,methodology,projection_method,projection_label,occcd,soctitle,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_avg_annual_salary,employment,employment_auto,employment_raw,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,openings,ep_openings_annual_avg,empl_2021,employment_auto_pct_change,employment_raw_pct_change,year
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),13-0000,Business and Financial Operations Occupations,Bachelor's degree,Unreported,Unreported,BA+,82767.02936207177,6304.43949629678,6304.43949629678,18539.03150133425,6069.6061736323945,17841.886351163066,234.83332266438538,697.1451501711854,1607.5068318703968,1571.1000000000001,17290.0,0.03869004280451492,0.039073511424185275,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),15-0000,Computer and Mathematical Occupations,Bachelor's degree,Unreported,Unreported,BA+,118167.41586938784,2664.78645643703,2664.78645643703,14892.983676191307,2535.8625406135507,13765.998236284237,128.92391582347955,1126.98543990707,673.256914791969,641.6,9290.0,0.05084026194585708,0.08186732415354933,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),17-0000,Architecture and Engineering Occupations,Bachelor's degree,Unreported,Unreported,BA+,96339.86446538201,14275.116476240257,14275.116476240257,63772.33364419428,13765.867565597895,61455.21966635144,509.2489106423618,2317.1139778428405,279.88069744709554,275.6,63380.0,0.03699359362682082,0.037704103742900286,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),19-0000,"Life, Physical, and Social Science Occupations",Bachelor's degree,Unreported,Unreported,BA+,81082.69269454505,366.4005790224571,366.4005790224571,6121.422342056492,364.75308156659696,5853.965960398652,1.6474974558601616,267.4563816578402,121.54286521635402,120.79999999999998,5450.0,0.004516747189041527,0.04568806574331816,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),23-0000,Legal Occupations,Doctoral or professional degree,Unreported,Unreported,BA+,150172.98172274765,45.09936450010895,45.09936450010895,305.27012294848595,41.83197885494993,293.54191686134544,3.267385645159017,11.728206087140506,104.81539038580036,102.3,240.0,0.07810736509713048,0.03995411017459672,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",Bachelor's degree,Unreported,Unreported,BA+,76818.88388129478,220.40164930439818,220.40164930439818,3449.932763145349,205.51419356525582,3332.5261157218047,14.887455739142354,117.4066474235442,122.78593557940242,119.6,3990.0,0.07244003677252209,0.03523052583733906,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),29-0000,Healthcare Practitioners and Technical Occupations,Bachelor's degree,Unreported,Unreported,BA+,91545.61334872335,104.13596050116989,104.13596050116989,1003.5496240414454,96.67896119015307,958.301441289023,7.456999311016816,45.248182752422395,434.64778337733065,415.0,430.0,0.07713156222634635,0.047217066366464513,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),33-0000,Protective Service Occupations,High school diploma or equivalent,Unreported,Short-term on-the-job training,HS or less,38370.0,117.78839395245551,117.78839395245551,174.93041132847517,129.37277756815809,187.45968633886199,-11.584383615702578,-12.529275010386812,301.61032548051156,322.0,110.0,-0.08954266758012148,-0.06683717046095039,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),37-0000,Building and Grounds Cleaning and Maintenance Occupations,No formal educational credential,Unreported,Short-term on-the-job training,HS or less,35934.766416244376,454.55901270610104,454.55901270610104,787.0244262444783,458.76728693420813,778.2452851731153,-4.208274228107086,8.779141071362915,868.0382216557209,860.8,510.0,-0.009173004152561984,0.01128068648615077,2030
Core/OEM,sam_mi_moodys_mi_detail,moodys_mi_detail,Moody's MI (detail),41-0000,Sales and Related Occupations,High school diploma or equivalent,Unreported,Moderate-term on-the-job training,HS or less,76789.80738981109,1137.2483302742169,1137.2483302742169,4710.384730513285,1150.6081975134264,4664.866178141382,-13.359867239209507,45.51855237190284,1147.7318450617347,1147.5,4280.0,-0.011611135109311275,0.009757740229546896,2030
