source_soc,source_title,team_assembler_soc,team_assembler_weight,team_assembler_score,residual_weight,residual_donor_definition,residual_donor_count,residual_score_low,residual_score_central,residual_score_high,exposure_score_low,exposure_score_central,exposure_score_high,exposure_percentile_low,exposure_percentile_central,exposure_percentile_high,exposure_quartile,imputation_method
51-2090,Miscellaneous Assemblers and Fabricators,51-2092,0.83,0.398973102357263,0.17,Other exposure-index occupations with SOC codes beginning 51-20,8,0.389300009657137,0.401913544129379,0.411015093195873,0.3973286765982416,0.3994729774585227,0.40102024079982673,13.261013941917211,17.075741415071274,20.24217230022347,q4,bls_83pct_team_assembler_17pct_51_20xx_donor_median
