segment,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
3.Forging and foundries,27-1021,Commercial and Industrial Designers,40.0,,detailed,False,,0.002722940776038121,,,,,        Commercial and industrial designers,Line item,30.6,31.6,1.0,3.2,2.5,79450,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,37-0000,Building and Grounds Cleaning and Maintenance Occupations,120.0,80.0,major,False,0.0075282308657465494,,0.004705882352941176,,-40.0,-33.333333333333336,  Building and grounds cleaning and maintenance occupations,Summary,5715.9,5832.9,117.1,2.0,788.7,36790,—,—,—,
3.Forging and foundries,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",120.0,80.0,detailed,False,,0.008168822328114363,,0.005025125628140704,-40.0,-33.333333333333336,"        Janitors and cleaners, except maids and housekeeping cleaners",Line item,2447.7,2495.5,47.8,2.0,351.3,35930,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,41-0000,Sales and Related Occupations,220.0,220.0,major,False,0.013801756587202008,,0.012941176470588235,,0.0,0.0,  Sales and related occupations,Summary,14532.6,14234.8,-297.8,-2.0,1786.8,37460,—,—,—,
3.Forging and foundries,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",150.0,190.0,detailed,False,,0.010211027910142955,,0.01193467336683417,40.0,26.66666666666666,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",Line item,1310.5,1314.9,4.4,0.3,114.8,66780,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,41-9031,Sales Engineers,50.0,,detailed,False,,0.0034036759700476512,,,,,      Sales engineers,Line item,56.8,59.9,3.1,5.5,5.0,121520,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
3.Forging and foundries,43-0000,Office and Administrative Support Occupations,1030.0,1070.0,major,False,0.06461731493099122,,0.06294117647058824,,40.0,3.8834951456310662,  Office and administrative support occupations,Summary,19325.2,18563.3,-761.9,-3.9,1996.8,46320,—,—,—,
3.Forging and foundries,43-1011,First-Line Supervisors of Office and Administrative Support Workers,80.0,70.0,detailed,False,,0.005445881552076242,,0.0043969849246231155,-10.0,-12.5,      First-line supervisors of office and administrative support workers,Line item,1558.4,1554.4,-3.9,-0.3,144.5,66140,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",70.0,120.0,detailed,False,,0.004765146358066712,,0.007537688442211055,50.0,71.42857142857142,"      Bookkeeping, accounting, and auditing clerks",Line item,1613.4,1519.1,-94.3,-5.8,170.0,49210,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
3.Forging and foundries,43-4051,Customer Service Representatives,80.0,60.0,detailed,False,,0.005445881552076242,,0.0037688442211055275,-20.0,-25.0,      Customer service representatives,Line item,2814.0,2660.3,-153.7,-5.5,341.7,42830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-5061,"Production, Planning, and Expediting Clerks",110.0,80.0,detailed,False,,0.007488087134104833,,0.005025125628140704,-30.0,-27.27272727272727,"      Production, planning, and expediting clerks",Line item,388.8,381.7,-7.1,-1.8,34.1,57770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,43-5071,"Shipping, Receiving, and Inventory Clerks",480.0,370.0,detailed,False,,0.03267528931245745,,0.023241206030150754,-110.0,-22.916666666666664,"      Shipping, receiving, and inventory clerks",Line item,862.2,795.8,-66.3,-7.7,69.3,43190,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,60.0,detailed,False,,,,0.0037688442211055275,,,"      Secretaries and administrative assistants, except legal, medical, and executive",Line item,1944.0,1913.2,-30.8,-1.6,202.8,46290,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-9061,"Office Clerks, General",120.0,210.0,detailed,False,,0.008168822328114363,,0.013190954773869347,90.0,75.0,"      Office clerks, general",Line item,2646.0,2468.2,-177.8,-6.7,282.4,43630,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,47-0000,Construction and Extraction Occupations,140.0,130.0,major,False,0.00878293601003764,,0.007647058823529412,,-10.0,-7.14285714285714,  Construction and extraction occupations,Summary,7574.7,7968.8,394.1,5.2,649.3,58360,—,—,—,
3.Forging and foundries,47-2111,Electricians,130.0,80.0,detailed,False,,0.008849557522123894,,0.005025125628140704,-50.0,-38.46153846153846,      Electricians,Line item,818.7,896.1,77.4,9.5,81.0,62350,High school diploma or equivalent,nan,Apprenticeship,HS or less
3.Forging and foundries,49-0000,"Installation, Maintenance, and Repair Occupations",940.0,1070.0,major,False,0.05897114178168131,,0.06294117647058824,,130.0,13.829787234042556,"  Installation, maintenance, and repair occupations",Summary,6492.9,6794.3,301.4,4.6,608.1,58230,—,—,—,
3.Forging and foundries,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",100.0,100.0,detailed,False,,0.0068073519400953025,,0.00628140703517588,0.0,0.0,"      First-line supervisors of mechanics, installers, and repairers",Line item,617.5,636.5,19.1,3.1,52.4,78300,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",30.0,,detailed,False,,0.0020422055820285907,,,,,"        Electrical and electronics repairers, commercial and industrial equipment",Line item,61.1,60.7,-0.5,-0.8,4.7,71300,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
3.Forging and foundries,49-9041,Industrial Machinery Mechanics,590.0,690.0,detailed,False,,0.04016337644656229,,0.04334170854271357,100.0,16.94915254237288,        Industrial machinery mechanics,Line item,439.6,510.3,70.7,16.1,45.7,63760,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
3.Forging and foundries,49-9044,Millwrights,100.0,,detailed,False,,0.0068073519400953025,,,,,        Millwrights,Line item,41.3,41.3,0.0,0.0,3.6,65170,High school diploma or equivalent,nan,Apprenticeship,HS or less
3.Forging and foundries,49-9071,"Maintenance and Repair Workers, General",70.0,220.0,detailed,False,,0.004765146358066712,,0.013819095477386936,150.0,214.28571428571428,"      Maintenance and repair workers, general",Line item,1629.7,1692.1,62.4,3.8,159.8,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-0000,Production Occupations,10100.0,10810.0,major,False,0.6336260978670013,,0.6358823529411765,,710.0,7.029702970297036,  Production occupations,Summary,9001.2,8901.6,-99.6,-1.1,963.4,45960,—,—,—,
3.Forging and foundries,51-1011,First-Line Supervisors of Production and Operating Workers,750.0,920.0,detailed,False,,0.05105513955071477,,0.05778894472361809,170.0,22.666666666666657,      First-line supervisors of production and operating workers,Line item,698.6,706.9,8.3,1.2,67.7,71190,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,51-2041,Structural Metal Fabricators and Fitters,,30.0,detailed,False,,,,0.0018844221105527637,,,      Structural metal fabricators and fitters,Line item,53.8,45.0,-8.8,-16.3,4.1,49900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-2090,Miscellaneous Assemblers and Fabricators,690.0,560.0,detailed,False,,0.04697072838665759,,0.035175879396984924,-130.0,-18.840579710144922,      Miscellaneous assemblers and fabricators,Line item,1467.1,1465.9,-1.3,-0.1,156.3,42210,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",200.0,240.0,detailed,False,,0.013614703880190605,,0.01507537688442211,40.0,19.999999999999996,"        Forging machine setters, operators, and tenders, metal and plastic",Line item,8.8,7.2,-1.7,-18.9,0.6,49240,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",480.0,320.0,detailed,False,,0.03267528931245745,,0.020100502512562814,-160.0,-33.333333333333336,"        Rolling machine setters, operators, and tenders, metal and plastic",Line item,22.5,20.6,-1.9,-8.3,1.9,48630,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",980.0,940.0,detailed,False,,0.06671204901293397,,0.059045226130653265,-40.0,-4.081632653061229,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Line item,174.7,153.6,-21.1,-12.1,14.4,45590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",850.0,850.0,detailed,False,,0.057862491490810075,,0.05339195979899498,0.0,0.0,"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",Line item,70.1,61.7,-8.4,-12.0,5.5,45190,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70.0,,detailed,False,,0.004765146358066712,,,,,"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",Line item,18.9,16.4,-2.6,-13.6,1.5,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4041,Machinists,360.0,410.0,detailed,False,,0.02450646698434309,,0.025753768844221106,50.0,13.888888888888884,      Machinists,Line item,299.5,299.6,0.0,0.0,29.5,56150,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
3.Forging and foundries,51-4051,Metal-Refining Furnace Operators and Tenders,280.0,370.0,detailed,False,,0.01906058543226685,,0.023241206030150754,90.0,32.14285714285714,        Metal-refining furnace operators and tenders,Line item,20.8,20.3,-0.5,-2.3,2.0,55770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4052,"Pourers and Casters, Metal",190.0,340.0,detailed,False,,0.012933968686181076,,0.02135678391959799,150.0,78.94736842105263,"        Pourers and casters, metal",Line item,5.9,5.7,-0.3,-4.7,0.6,48940,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4062,"Patternmakers, Metal and Plastic",70.0,40.0,detailed,False,,0.004765146358066712,,0.002512562814070352,-30.0,-42.85714285714286,"        Patternmakers, metal and plastic",Line item,1.6,1.2,-0.4,-24.4,0.1,54540,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4071,Foundry Mold and Coremakers,1260.0,640.0,detailed,False,,0.08577263444520082,,0.04020100502512563,-620.0,-49.20634920634921,        Foundry mold and coremakers,Line item,12.7,9.4,-3.3,-25.9,0.9,45700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",930.0,1650.0,detailed,False,,0.06330837304288632,,0.10364321608040201,720.0,77.41935483870968,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",Line item,154.6,148.8,-5.8,-3.8,15.9,41230,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",220.0,170.0,detailed,False,,0.014976174268209666,,0.010678391959798994,-50.0,-22.72727272727273,"      Multiple machine tool setters, operators, and tenders, metal and plastic",Line item,131.0,130.3,-0.7,-0.5,12.8,46060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4111,Tool and Die Makers,480.0,320.0,detailed,False,,0.03267528931245745,,0.020100502512562814,-160.0,-33.333333333333336,      Tool and die makers,Line item,55.2,49.3,-6.0,-10.8,4.7,63180,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
3.Forging and foundries,51-4121,"Welders, Cutters, Solderers, and Brazers",250.0,260.0,detailed,False,,0.01701837985023826,,0.016331658291457288,10.0,4.0000000000000036,"        Welders, cutters, solderers, and brazers",Line item,457.3,467.2,9.9,2.2,45.6,51000,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,120.0,detailed,False,,,,0.007537688442211055,,,"        Welding, soldering, and brazing machine setters, operators, and tenders",Line item,38.9,35.4,-3.5,-9.0,3.2,47060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",140.0,160.0,detailed,False,,0.009530292716133424,,0.010050251256281407,20.0,14.28571428571428,"        Heat treating equipment setters, operators, and tenders, metal and plastic",Line item,14.8,12.9,-1.9,-12.8,1.2,47450,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",,50.0,detailed,False,,,,0.00314070351758794,,,"        Plating machine setters, operators, and tenders, metal and plastic",Line item,31.7,27.4,-4.3,-13.6,2.5,41600,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-4199,"Metal Workers and Plastic Workers, All Other",,130.0,detailed,False,,,,0.008165829145728644,,,"        Metal workers and plastic workers, all other",Line item,20.4,18.5,-1.9,-9.5,1.7,42750,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-8031,Water and Wastewater Treatment Plant and System Operators,,40.0,detailed,False,,,,0.002512562814070352,,,      Water and wastewater treatment plant and system operators,Line item,132.4,123.8,-8.7,-6.5,10.7,58260,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
3.Forging and foundries,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",720.0,930.0,detailed,False,,0.04901293396868618,,0.05841708542713568,210.0,29.166666666666675,"      Inspectors, testers, sorters, samplers, and weighers",Line item,598.0,598.1,0.1,0.0,69.9,47460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-9111,Packaging and Filling Machine Operators and Tenders,,70.0,detailed,False,,,,0.0043969849246231155,,,      Packaging and filling machine operators and tenders,Line item,381.2,398.2,17.0,4.5,45.3,40900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",130.0,180.0,detailed,False,,0.008849557522123894,,0.011306532663316583,50.0,38.46153846153846,"        Coating, painting, and spraying machine setters, operators, and tenders",Line item,165.5,166.7,1.2,0.7,15.8,47590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-9161,Computer Numerically Controlled Tool Operators,290.0,540.0,detailed,False,,0.019741320626276378,,0.03391959798994975,250.0,86.20689655172413,        Computer numerically controlled tool operators,Line item,177.1,158.1,-19.0,-10.7,13.5,49970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-9162,Computer Numerically Controlled Tool Programmers,60.0,40.0,detailed,False,,0.0040844111640571815,,0.002512562814070352,-20.0,-33.333333333333336,        Computer numerically controlled tool programmers,Line item,28.3,31.9,3.6,12.8,3.1,65670,Postsecondary nondegree award,nan,Moderate-term on-the-job training,SC or associate's
3.Forging and foundries,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,70.0,detailed,False,,,,0.0043969849246231155,,,"        Cleaning, washing, and metal pickling equipment operators and tenders",Line item,14.6,15.2,0.5,3.6,1.6,41460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-9198,Helpers--Production Workers,60.0,,detailed,False,,0.0040844111640571815,,,,,        Helpers--production workers,Line item,168.5,153.5,-15.0,-8.9,23.6,38220,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,51-9199,"Production Workers, All Other",70.0,0.0,detailed,False,,0.004765146358066712,,0.0,-70.0,-100.0,"        Production workers, all other",Line item,292.8,294.3,1.5,0.5,31.6,38820,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,53-0000,Transportation and Material Moving Occupations,790.0,1030.0,major,False,0.04956085319949812,,0.060588235294117644,,240.0,30.379746835443044,  Transportation and material moving occupations,Summary,14204.6,14784.4,579.9,4.1,1830.0,42740,—,—,—,
3.Forging and foundries,53-1047,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors",,60.0,detailed,False,,,,0.0037688442211055275,,,"      First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",Line item,609.6,632.2,22.5,3.7,61.3,61890,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,53-3032,Heavy and Tractor-Trailer Truck Drivers,90.0,60.0,detailed,False,,0.006126616746085773,,0.0037688442211055275,-30.0,-33.333333333333336,        Heavy and tractor-trailer truck drivers,Line item,2235.1,2324.4,89.3,4.0,237.6,57440,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
3.Forging and foundries,53-7021,Crane and Tower Operators,50.0,,detailed,False,,0.0034036759700476512,,,,,      Crane and tower operators,Line item,42.3,43.5,1.3,3.0,3.8,66370,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,HS or less
3.Forging and foundries,53-7051,Industrial Truck and Tractor Operators,240.0,300.0,detailed,False,,0.016337644656228726,,0.018844221105527637,60.0,25.0,      Industrial truck and tractor operators,Line item,792.5,801.6,9.1,1.1,76.4,46390,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",270.0,470.0,detailed,False,,0.018379850238257316,,0.029522613065326633,200.0,74.07407407407408,"        Laborers and freight, stock, and material movers, hand",Line item,2988.9,3033.1,44.3,1.5,384.3,38940,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,53-7065,Stockers and Order Fillers,110.0,110.0,detailed,False,,0.007488087134104833,,0.006909547738693468,0.0,0.0,        Stockers and order fillers,Line item,2764.8,2999.8,235.0,8.5,472.3,37090,No formal educational credential,nan,Short-term on-the-job training,HS or less
4. Parts & Machining,00-0000,Total all occupations,47500.0,52670.0,major,True,,,,,5170.0,10.884210526315785,"Total, all occupations",Summary,169956.1,175167.9,5211.8,3.1,18863.3,49500,—,—,—,
4. Parts & Machining,11-0000,Management Occupations,3560.0,3580.0,major,False,0.07499473351590479,,0.06802204066121983,,20.0,0.561797752808979,  Management occupations,Summary,13607.6,14441.0,833.4,6.1,1147.9,122090,—,—,—,
4. Parts & Machining,11-1011,Chief Executives,,50.0,detailed,False,,,,0.000968429207824908,,,      Chief executives,Line item,309.4,322.7,13.3,4.3,22.2,206420,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-1021,General and Operations Managers,1190.0,1110.0,detailed,False,,0.02572972972972973,,0.02149912841371296,-80.0,-6.72268907563025,      General and operations managers,Line item,3712.9,3876.8,164.0,4.4,308.7,102950,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-2021,Marketing Managers,60.0,,detailed,False,,0.0012972972972972972,,,,,        Marketing managers,Line item,407.0,433.7,26.7,6.6,34.3,161030,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-2022,Sales Managers,150.0,160.0,detailed,False,,0.003243243243243243,,0.0030989734650397056,10.0,6.666666666666665,        Sales managers,Line item,619.5,648.5,29.0,4.7,49.0,138060,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,11-3012,Administrative Services Managers,,40.0,detailed,False,,,,0.0007747433662599264,,,        Administrative services managers,Line item,271.2,283.8,12.6,4.6,23.2,108390,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,11-3013,Facilities Managers,,30.0,detailed,False,,,,0.0005810575246949448,,,        Facilities managers,Line item,151.4,157.1,5.7,3.8,13.2,104690,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,11-3021,Computer and Information Systems Managers,50.0,70.0,detailed,False,,0.001081081081081081,,0.0013558008909548712,20.0,39.99999999999999,      Computer and information systems managers,Line item,667.1,768.7,101.6,15.2,55.6,171200,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-3031,Financial Managers,90.0,170.0,detailed,False,,0.0019459459459459458,,0.0032926593066046872,80.0,88.88888888888889,      Financial managers,Line item,868.6,997.4,128.8,14.8,74.6,161700,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-3051,Industrial Production Managers,1020.0,1250.0,detailed,False,,0.022054054054054053,,0.0242107301956227,230.0,22.549019607843146,      Industrial production managers,Line item,241.9,246.5,4.6,1.9,17.1,121440,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-3061,Purchasing Managers,90.0,50.0,detailed,False,,0.0019459459459459458,,0.000968429207824908,-40.0,-44.44444444444444,      Purchasing managers,Line item,83.5,86.1,2.6,3.1,6.4,139510,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-3071,"Transportation, Storage, and Distribution Managers",60.0,140.0,detailed,False,,0.0012972972972972972,,0.0027116017819097424,80.0,133.33333333333334,"      Transportation, storage, and distribution managers",Line item,216.7,229.8,13.1,6.1,18.5,102010,High school diploma or equivalent,5 years or more,nan,HS or less
4. Parts & Machining,11-3121,Human Resources Managers,50.0,80.0,detailed,False,,0.001081081081081081,,0.0015494867325198528,30.0,60.00000000000001,      Human resources managers,Line item,221.9,233.0,11.1,5.0,17.9,140030,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-9041,Architectural and Engineering Managers,700.0,370.0,detailed,False,,0.015135135135135135,,0.007166376137904319,-330.0,-47.14285714285714,      Architectural and engineering managers,Line item,212.5,220.5,8.0,3.8,14.5,167740,Bachelor's degree,5 years or more,nan,BA+
4. Parts & Machining,11-9199,"Managers, All Other",40.0,,detailed,False,,0.0008648648648648649,,,,,"      Managers, all other",Line item,1333.7,1393.5,59.8,4.5,106.7,136550,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,13-0000,Business and Financial Operations Occupations,1650.0,2390.0,major,False,0.03475879502843902,,0.045411362340870225,,740.0,44.84848484848485,  Business and financial operations occupations,Summary,11262.0,11848.9,586.9,5.2,942.5,80920,—,—,—,
4. Parts & Machining,13-1020,Buyers and Purchasing Agents,510.0,710.0,detailed,False,,0.011027027027027026,,0.013751694751113694,200.0,39.2156862745098,      Buyers and purchasing agents,Line item,522.2,552.3,30.1,5.8,52.2,75650,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
4. Parts & Machining,13-1051,Cost Estimators,140.0,90.0,detailed,False,,0.003027027027027027,,0.0017431725740848344,-50.0,-35.71428571428571,      Cost estimators,Line item,221.4,212.1,-9.3,-4.2,16.9,77070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
4. Parts & Machining,13-1071,Human Resources Specialists,210.0,280.0,detailed,False,,0.00454054054054054,,0.005423203563819485,70.0,33.33333333333333,        Human resources specialists,Line item,944.3,1002.7,58.4,6.2,81.8,72910,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-1081,Logisticians,,160.0,detailed,False,,,,0.0030989734650397056,,,        Logisticians,Line item,241.0,281.3,40.3,16.7,26.4,80880,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-1082,Project Management Specialists,130.0,180.0,detailed,False,,0.002810810810810811,,0.003486345148169669,50.0,38.46153846153846,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-1111,Management Analysts,50.0,90.0,detailed,False,,0.001081081081081081,,0.0017431725740848344,40.0,80.0,      Management analysts,Line item,1075.1,1169.7,94.5,8.8,98.1,101190,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,13-1151,Training and Development Specialists,,210.0,detailed,False,,,,0.004067402672864613,,,      Training and development specialists,Line item,452.3,501.0,48.7,10.8,43.9,65850,Bachelor's degree,Less than 5 years,nan,BA+
4. Parts & Machining,13-1161,Market Research Analysts and Marketing Specialists,40.0,120.0,detailed,False,,0.0008648648648648649,,0.002324230098779779,80.0,200.0,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-1199,"Business Operations Specialists, All Other",100.0,,detailed,False,,0.002162162162162162,,,,,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-2011,Accountants and Auditors,370.0,430.0,detailed,False,,0.008,,0.008328491187294208,60.0,16.216216216216207,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,13-2051,Financial and Investment Analysts,,50.0,detailed,False,,,,0.000968429207824908,,,        Financial and investment analysts,Line item,368.5,389.6,21.1,5.7,25.1,101350,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,15-0000,Computer and Mathematical Occupations,430.0,510.0,major,False,0.009058352643775016,,0.009690290708721261,,80.0,18.60465116279071,  Computer and mathematical occupations,Summary,5416.7,5962.3,545.6,10.1,355.4,105850,—,—,—,
4. Parts & Machining,15-1211,Computer Systems Analysts,40.0,40.0,detailed,False,,0.0008648648648648649,,0.0007747433662599264,0.0,0.0,        Computer systems analysts,Line item,521.1,566.5,45.5,8.7,34.2,103790,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,15-1232,Computer User Support Specialists,120.0,150.0,detailed,False,,0.0025945945945945945,,0.002905287623474724,30.0,25.0,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
4. Parts & Machining,15-1244,Network and Computer Systems Administrators,50.0,70.0,detailed,False,,0.001081081081081081,,0.0013558008909548712,20.0,39.99999999999999,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,15-1251,Computer Programmers,60.0,,detailed,False,,0.0012972972972972972,,,,,        Computer programmers,Line item,121.2,113.9,-7.2,-6.0,5.5,98670,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,15-1252,Software Developers,110.0,110.0,detailed,False,,0.0023783783783783785,,0.0021305442572147975,0.0,0.0,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,15-1299,"Computer Occupations, All Other",,50.0,detailed,False,,,,0.000968429207824908,,,"      Computer occupations, all other",Line item,472.0,510.5,38.5,8.2,31.3,108970,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,17-0000,Architecture and Engineering Occupations,3420.0,3360.0,major,False,0.07204550242258269,,0.06384191525745772,,-60.0,-1.7543859649122862,  Architecture and engineering occupations,Summary,2648.4,2788.3,139.9,5.3,186.5,97310,—,—,—,
4. Parts & Machining,17-2051,Civil Engineers,,30.0,detailed,False,,,,0.0005810575246949448,,,      Civil engineers,Line item,368.9,387.5,18.5,5.0,23.6,99590,Bachelor's degree,nan,nan,BA+
4. Parts & Machining,17-2071,Electrical Engineers,260.0,200.0,detailed,False,,0.005621621621621622,,0.003873716831299632,-60.0,-23.076923076923073,        Electrical engineers,Line item,192.0,205.7,13.8,7.2,11.7,111910,Bachelor's degree,nan,nan,BA+
