segment,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
1. Materials & Processing,00-0000,Total all occupations,72030.0,121620.0,major,True,,,,,49590.0,68.8463140358184,"Total, all occupations",Summary,169956.1,175167.9,5211.8,3.1,18863.3,49500,—,—,—,
1. Materials & Processing,11-0000,Management Occupations,4640.0,5880.0,major,False,0.06444444444444444,,0.048355263157894735,,1240.0,26.724137931034477,  Management occupations,Summary,13607.6,14441.0,833.4,6.1,1147.9,122090,—,—,—,
1. Materials & Processing,11-1011,Chief Executives,90.0,50.0,detailed,False,,0.0012665353222628764,,0.0004160772239327619,-40.0,-44.44444444444444,      Chief executives,Line item,309.4,322.7,13.3,4.3,22.2,206420,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-1021,General and Operations Managers,1320.0,1090.0,detailed,False,,0.018575851393188854,,0.00907048348173421,-230.0,-17.42424242424242,      General and operations managers,Line item,3712.9,3876.8,164.0,4.4,308.7,102950,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-2021,Marketing Managers,80.0,90.0,detailed,False,,0.001125809175344779,,0.0007489390030789714,10.0,12.5,        Marketing managers,Line item,407.0,433.7,26.7,6.6,34.3,161030,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-2022,Sales Managers,250.0,340.0,detailed,False,,0.0035181536729524347,,0.002829325122742781,90.0,36.00000000000001,        Sales managers,Line item,619.5,648.5,29.0,4.7,49.0,138060,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,11-3012,Administrative Services Managers,,40.0,detailed,False,,,,0.0003328617791462095,,,        Administrative services managers,Line item,271.2,283.8,12.6,4.6,23.2,108390,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,11-3013,Facilities Managers,40.0,230.0,detailed,False,,0.0005629045876723895,,0.001913955230090705,190.0,475.0,        Facilities managers,Line item,151.4,157.1,5.7,3.8,13.2,104690,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,11-3021,Computer and Information Systems Managers,150.0,110.0,detailed,False,,0.0021108922037714607,,0.0009153698926520762,-40.0,-26.66666666666667,      Computer and information systems managers,Line item,667.1,768.7,101.6,15.2,55.6,171200,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-3031,Financial Managers,320.0,320.0,detailed,False,,0.004503236701379116,,0.002662894233169676,0.0,0.0,      Financial managers,Line item,868.6,997.4,128.8,14.8,74.6,161700,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-3051,Industrial Production Managers,1470.0,2540.0,detailed,False,,0.020686743596960315,,0.021136722975784304,1070.0,72.7891156462585,      Industrial production managers,Line item,241.9,246.5,4.6,1.9,17.1,121440,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-3061,Purchasing Managers,90.0,80.0,detailed,False,,0.0012665353222628764,,0.000665723558292419,-10.0,-11.111111111111116,      Purchasing managers,Line item,83.5,86.1,2.6,3.1,6.4,139510,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-3071,"Transportation, Storage, and Distribution Managers",100.0,150.0,detailed,False,,0.0014072614691809737,,0.0012482316717982857,50.0,50.0,"      Transportation, storage, and distribution managers",Line item,216.7,229.8,13.1,6.1,18.5,102010,High school diploma or equivalent,5 years or more,nan,HS or less
1. Materials & Processing,11-3121,Human Resources Managers,120.0,160.0,detailed,False,,0.0016887137630171687,,0.001331447116584838,40.0,33.33333333333333,      Human resources managers,Line item,221.9,233.0,11.1,5.0,17.9,140030,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-9041,Architectural and Engineering Managers,450.0,520.0,detailed,False,,0.0063326766113143826,,0.004327203128900724,70.0,15.555555555555545,      Architectural and engineering managers,Line item,212.5,220.5,8.0,3.8,14.5,167740,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-9121,Natural Sciences Managers,60.0,60.0,detailed,False,,0.0008443568815085843,,0.0004992926687193143,0.0,0.0,      Natural sciences managers,Line item,104.3,108.2,3.9,3.7,8.5,161180,Bachelor's degree,5 years or more,nan,BA+
1. Materials & Processing,11-9199,"Managers, All Other",70.0,60.0,detailed,False,,0.0009850830284266817,,0.0004992926687193143,-10.0,-14.28571428571429,"      Managers, all other",Line item,1333.7,1393.5,59.8,4.5,106.7,136550,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,13-0000,Business and Financial Operations Occupations,3300.0,3710.0,major,False,0.04583333333333333,,0.030509868421052633,,410.0,12.424242424242426,  Business and financial operations occupations,Summary,11262.0,11848.9,586.9,5.2,942.5,80920,—,—,—,
1. Materials & Processing,13-1020,Buyers and Purchasing Agents,520.0,540.0,detailed,False,,0.007317759639741064,,0.004493634018473829,20.0,3.8461538461538547,      Buyers and purchasing agents,Line item,522.2,552.3,30.1,5.8,52.2,75650,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
1. Materials & Processing,13-1041,Compliance Officers,40.0,,detailed,False,,0.0005629045876723895,,,,,      Compliance officers,Line item,418.0,430.3,12.3,3.0,33.3,78420,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
1. Materials & Processing,13-1051,Cost Estimators,150.0,90.0,detailed,False,,0.0021108922037714607,,0.0007489390030789714,-60.0,-40.0,      Cost estimators,Line item,221.4,212.1,-9.3,-4.2,16.9,77070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
1. Materials & Processing,13-1071,Human Resources Specialists,470.0,580.0,detailed,False,,0.006614128905150577,,0.004826495797620039,110.0,23.404255319148938,        Human resources specialists,Line item,944.3,1002.7,58.4,6.2,81.8,72910,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-1081,Logisticians,290.0,480.0,detailed,False,,0.004081058260624824,,0.003994341349754515,190.0,65.51724137931035,        Logisticians,Line item,241.0,281.3,40.3,16.7,26.4,80880,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-1082,Project Management Specialists,320.0,260.0,detailed,False,,0.004503236701379116,,0.002163601564450362,-60.0,-18.75,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-1111,Management Analysts,140.0,150.0,detailed,False,,0.0019701660568533634,,0.0012482316717982857,10.0,7.14285714285714,      Management analysts,Line item,1075.1,1169.7,94.5,8.8,98.1,101190,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",40.0,,detailed,False,,0.0005629045876723895,,,,,"      Compensation, benefits, and job analysis specialists",Line item,107.0,112.7,5.6,5.3,8.5,77020,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,13-1151,Training and Development Specialists,280.0,280.0,detailed,False,,0.003940332113706727,,0.002330032454023467,0.0,0.0,      Training and development specialists,Line item,452.3,501.0,48.7,10.8,43.9,65850,Bachelor's degree,Less than 5 years,nan,BA+
1. Materials & Processing,13-1161,Market Research Analysts and Marketing Specialists,280.0,170.0,detailed,False,,0.003940332113706727,,0.0014146625613713905,-110.0,-39.28571428571429,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-1199,"Business Operations Specialists, All Other",100.0,240.0,detailed,False,,0.0014072614691809737,,0.0019971706748772573,140.0,140.0,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-2011,Accountants and Auditors,590.0,740.0,detailed,False,,0.008302842668167746,,0.006157942914204876,150.0,25.423728813559322,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,13-2051,Financial and Investment Analysts,60.0,100.0,detailed,False,,0.0008443568815085843,,0.0008321544478655238,40.0,66.66666666666667,        Financial and investment analysts,Line item,368.5,389.6,21.1,5.7,25.1,101350,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-0000,Computer and Mathematical Occupations,690.0,800.0,major,False,0.009583333333333333,,0.006578947368421052,,110.0,15.94202898550725,  Computer and mathematical occupations,Summary,5416.7,5962.3,545.6,10.1,355.4,105850,—,—,—,
1. Materials & Processing,15-1211,Computer Systems Analysts,50.0,150.0,detailed,False,,0.0007036307345904869,,0.0012482316717982857,100.0,200.0,        Computer systems analysts,Line item,521.1,566.5,45.5,8.7,34.2,103790,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-1232,Computer User Support Specialists,160.0,180.0,detailed,False,,0.002251618350689558,,0.0014978780061579429,20.0,12.5,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
1. Materials & Processing,15-1244,Network and Computer Systems Administrators,110.0,110.0,detailed,False,,0.0015479876160990713,,0.0009153698926520762,0.0,0.0,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-1251,Computer Programmers,30.0,,detailed,False,,0.00042217844075429216,,,,,        Computer programmers,Line item,121.2,113.9,-7.2,-6.0,5.5,98670,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-1252,Software Developers,150.0,140.0,detailed,False,,0.0021108922037714607,,0.0011650162270117335,-10.0,-6.666666666666665,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-1299,"Computer Occupations, All Other",40.0,40.0,detailed,False,,0.0005629045876723895,,0.0003328617791462095,0.0,0.0,"      Computer occupations, all other",Line item,472.0,510.5,38.5,8.2,31.3,108970,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,15-2051,Data Scientists,,60.0,detailed,False,,,,0.0004992926687193143,,,      Data scientists,Line item,245.9,328.3,82.5,33.5,23.4,112590,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-0000,Architecture and Engineering Occupations,3750.0,5790.0,major,False,0.052083333333333336,,0.04761513157894737,,2040.0,54.400000000000006,  Architecture and engineering occupations,Summary,2648.4,2788.3,139.9,5.3,186.5,97310,—,—,—,
1. Materials & Processing,17-2041,Chemical Engineers,230.0,150.0,detailed,False,,0.00323670137911624,,0.0012482316717982857,-80.0,-34.78260869565217,      Chemical engineers,Line item,21.6,22.1,0.6,2.6,1.1,121860,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2071,Electrical Engineers,40.0,80.0,detailed,False,,0.0005629045876723895,,0.000665723558292419,40.0,100.0,        Electrical engineers,Line item,192.0,205.7,13.8,7.2,11.7,111910,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2072,"Electronics Engineers, Except Computer",,100.0,detailed,False,,,,0.0008321544478655238,,,"        Electronics engineers, except computer",Line item,95.9,101.8,6.0,6.2,5.7,127590,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2081,Environmental Engineers,,40.0,detailed,False,,,,0.0003328617791462095,,,      Environmental engineers,Line item,39.4,41.0,1.5,3.9,3.0,104170,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,30.0,detailed,False,,,,0.00024964633435965716,,,"        Health and safety engineers, except mining safety engineers and inspectors",Line item,23.8,24.9,1.1,4.4,1.5,109660,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2112,Industrial Engineers,1800.0,3270.0,detailed,False,,0.02533070644525753,,0.02721145044520263,1470.0,81.66666666666667,        Industrial engineers,Line item,351.1,389.6,38.5,11.0,25.2,101140,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2131,Materials Engineers,130.0,140.0,detailed,False,,0.001829439909935266,,0.0011650162270117335,10.0,7.692307692307687,      Materials engineers,Line item,23.0,24.3,1.3,5.7,1.5,108310,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2141,Mechanical Engineers,540.0,780.0,detailed,False,,0.007599211933577259,,0.006490804693351086,240.0,44.44444444444444,      Mechanical engineers,Line item,293.1,319.6,26.5,9.1,18.1,102320,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-2199,"Engineers, All Other",140.0,120.0,detailed,False,,0.0019701660568533634,,0.0009985853374386287,-20.0,-14.28571428571429,"      Engineers, all other",Line item,158.8,162.1,3.3,2.1,9.3,117750,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,17-3013,Mechanical Drafters,100.0,70.0,detailed,False,,0.0014072614691809737,,0.0005825081135058667,-30.0,-30.000000000000004,        Mechanical drafters,Line item,42.9,40.1,-2.8,-6.5,3.3,68510,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,60.0,,detailed,False,,0.0008443568815085843,,,,,        Electro-mechanical and mechatronics technologists and technicians,Line item,15.0,15.1,0.2,1.1,1.3,70760,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,17-3026,Industrial Engineering Technologists and Technicians,390.0,770.0,detailed,False,,0.005488319729805798,,0.0064075892485645335,380.0,97.43589743589745,        Industrial engineering technologists and technicians,Line item,74.6,75.9,1.3,1.7,6.3,64790,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,17-3027,Mechanical Engineering Technologists and Technicians,170.0,120.0,detailed,False,,0.0023923444976076554,,0.0009985853374386287,-50.0,-29.411764705882348,        Mechanical engineering technologists and technicians,Line item,38.3,38.3,0.0,0.0,3.2,68730,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",50.0,,detailed,False,,0.0007036307345904869,,,,,"        Engineering technologists and technicians, except drafters, all other",Line item,67.3,68.3,1.0,1.5,5.7,77390,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,19-0000,"Life, Physical, and Social Science Occupations",960.0,1090.0,major,False,0.013333333333333334,,0.008963815789473684,,130.0,13.541666666666675,"  Life, physical, and social science occupations",Summary,1609.5,1690.4,80.9,5.0,144.7,78980,—,—,—,
1. Materials & Processing,19-2031,Chemists,590.0,540.0,detailed,False,,0.008302842668167746,,0.004493634018473829,-50.0,-8.47457627118644,        Chemists,Line item,86.8,91.0,4.3,4.9,6.3,84150,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,19-4031,Chemical Technicians,170.0,220.0,detailed,False,,0.0023923444976076554,,0.0018307397853041525,50.0,29.41176470588236,      Chemical technicians,Line item,57.0,59.0,2.1,3.7,6.7,57790,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
1. Materials & Processing,19-4099,"Life, Physical, and Social Science Technicians, All Other",,80.0,detailed,False,,,,0.000665723558292419,,,"        Life, physical, and social science technicians, all other",Line item,83.2,86.2,2.9,3.5,10.6,60130,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,19-5011,Occupational Health and Safety Specialists,140.0,170.0,detailed,False,,0.0019701660568533634,,0.0014146625613713905,30.0,21.42857142857142,      Occupational health and safety specialists,Line item,131.9,148.4,16.5,12.5,14.9,83910,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,19-5012,Occupational Health and Safety Technicians,,50.0,detailed,False,,,,0.0004160772239327619,,,      Occupational health and safety technicians,Line item,31.9,34.6,2.7,8.5,3.4,58440,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",230.0,140.0,major,False,0.0031944444444444446,,0.001151315789473684,,-90.0,-39.13043478260869,"  Arts, design, entertainment, sports, and media occupations",Summary,3021.1,3104.6,83.5,2.8,289.4,60140,—,—,—,
1. Materials & Processing,27-1021,Commercial and Industrial Designers,150.0,70.0,detailed,False,,0.0021108922037714607,,0.0005825081135058667,-80.0,-53.333333333333336,        Commercial and industrial designers,Line item,30.6,31.6,1.0,3.2,2.5,79450,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,27-1024,Graphic Designers,,40.0,detailed,False,,,,0.0003328617791462095,,,        Graphic designers,Line item,265.9,271.5,5.7,2.1,20.0,61300,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,29-0000,Healthcare Practitioners and Technical Occupations,,60.0,major,False,,,0.000493421052631579,,,,  Healthcare practitioners and technical occupations,Summary,10067.5,10794.4,726.9,7.2,634.9,83090,—,—,—,
1. Materials & Processing,29-1141,Registered Nurses,,50.0,detailed,False,,,,0.0004160772239327619,,,      Registered nurses,Line item,3391.0,3557.1,166.1,4.9,189.1,93600,Bachelor's degree,nan,nan,BA+
1. Materials & Processing,33-0000,Protective Service Occupations,30.0,90.0,major,False,0.0004166666666666667,,0.0007401315789473684,,60.0,200.0,  Protective service occupations,Summary,3787.4,3816.6,29.1,0.8,423.6,50580,—,—,—,
1. Materials & Processing,33-9032,Security Guards,30.0,80.0,detailed,False,,0.00042217844075429216,,0.000665723558292419,50.0,166.66666666666666,        Security guards,Line item,1262.1,1267.1,5.1,0.4,161.0,38370,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,37-0000,Building and Grounds Cleaning and Maintenance Occupations,370.0,420.0,major,False,0.005138888888888889,,0.0034539473684210525,,50.0,13.513513513513509,  Building and grounds cleaning and maintenance occupations,Summary,5715.9,5832.9,117.1,2.0,788.7,36790,—,—,—,
1. Materials & Processing,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",350.0,420.0,detailed,False,,0.004925415142133408,,0.0034950486810352,70.0,19.999999999999996,"        Janitors and cleaners, except maids and housekeeping cleaners",Line item,2447.7,2495.5,47.8,2.0,351.3,35930,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,41-0000,Sales and Related Occupations,1600.0,1540.0,major,False,0.022222222222222223,,0.012664473684210526,,-60.0,-3.749999999999998,  Sales and related occupations,Summary,14532.6,14234.8,-297.8,-2.0,1786.8,37460,—,—,—,
1. Materials & Processing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,70.0,,detailed,False,,0.0009850830284266817,,,,,      First-line supervisors of non-retail sales workers,Line item,320.0,320.0,0.0,0.0,24.8,84130,High school diploma or equivalent,Less than 5 years,nan,HS or less
1. Materials & Processing,41-2031,Retail Salespersons,,40.0,detailed,False,,,,0.0003328617791462095,,,      Retail salespersons,Line item,3936.7,3917.1,-19.6,-0.5,555.8,34580,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",50.0,40.0,detailed,False,,0.0007036307345904869,,0.0003328617791462095,-10.0,-19.999999999999996,"      Sales representatives of services, except advertising, insurance, financial services, and travel",Line item,1226.7,1264.7,37.9,3.1,123.0,66260,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",130.0,60.0,detailed,False,,0.001829439909935266,,0.0004992926687193143,-70.0,-53.84615384615385,"      Sales representatives, wholesale and manufacturing, technical and scientific products",Line item,303.2,308.9,5.7,1.9,27.2,100070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
1. Materials & Processing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1290.0,1240.0,detailed,False,,0.01815367295243456,,0.010318715153532495,-50.0,-3.875968992248058,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",Line item,1310.5,1314.9,4.4,0.3,114.8,66780,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,41-9031,Sales Engineers,50.0,90.0,detailed,False,,0.0007036307345904869,,0.0007489390030789714,40.0,80.0,      Sales engineers,Line item,56.8,59.9,3.1,5.5,5.0,121520,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
1. Materials & Processing,43-0000,Office and Administrative Support Occupations,6190.0,5970.0,major,False,0.08597222222222223,,0.04909539473684211,,-220.0,-3.5541195476575083,  Office and administrative support occupations,Summary,19325.2,18563.3,-761.9,-3.9,1996.8,46320,—,—,—,
1. Materials & Processing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,350.0,280.0,detailed,False,,0.004925415142133408,,0.002330032454023467,-70.0,-19.999999999999996,      First-line supervisors of office and administrative support workers,Line item,1558.4,1554.4,-3.9,-0.3,144.5,66140,High school diploma or equivalent,Less than 5 years,nan,HS or less
1. Materials & Processing,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",530.0,460.0,detailed,False,,0.007458485786659161,,0.00382791046018141,-70.0,-13.207547169811317,"      Bookkeeping, accounting, and auditing clerks",Line item,1613.4,1519.1,-94.3,-5.8,170.0,49210,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
1. Materials & Processing,43-3051,Payroll and Timekeeping Clerks,50.0,,detailed,False,,0.0007036307345904869,,,,,      Payroll and timekeeping clerks,Line item,161.1,134.2,-27.0,-16.7,13.0,55290,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,43-3061,Procurement Clerks,40.0,40.0,detailed,False,,0.0005629045876723895,,0.0003328617791462095,0.0,0.0,      Procurement clerks,Line item,61.9,56.6,-5.4,-8.7,4.6,48510,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,43-4051,Customer Service Representatives,670.0,650.0,detailed,False,,0.009428651843512525,,0.005409003911125905,-20.0,-2.985074626865669,      Customer service representatives,Line item,2814.0,2660.3,-153.7,-5.5,341.7,42830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-4071,File Clerks,30.0,,detailed,False,,0.00042217844075429216,,,,,      File clerks,Line item,84.3,70.9,-13.4,-15.9,7.3,41270,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-4151,Order Clerks,90.0,100.0,detailed,False,,0.0012665353222628764,,0.0008321544478655238,10.0,11.111111111111116,      Order clerks,Line item,89.5,74.1,-15.4,-17.2,8.0,44660,"Some college, no degree",nan,Short-term on-the-job training,SC or associate's
1. Materials & Processing,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",90.0,40.0,detailed,False,,0.0012665353222628764,,0.0003328617791462095,-50.0,-55.55555555555556,"      Human resources assistants, except payroll and timekeeping",Line item,95.2,88.4,-6.8,-7.1,9.0,49440,Associate's degree,nan,nan,SC or associate's
1. Materials & Processing,43-4171,Receptionists and Information Clerks,110.0,60.0,detailed,False,,0.0015479876160990713,,0.0004992926687193143,-50.0,-45.45454545454546,      Receptionists and information clerks,Line item,1007.2,1007.6,0.3,0.0,128.5,37230,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-5061,"Production, Planning, and Expediting Clerks",750.0,760.0,detailed,False,,0.010554461018857304,,0.006324373803777981,10.0,1.333333333333342,"      Production, planning, and expediting clerks",Line item,388.8,381.7,-7.1,-1.8,34.1,57770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,43-5071,"Shipping, Receiving, and Inventory Clerks",2110.0,2270.0,detailed,False,,0.02969321699971855,,0.018889905966547393,160.0,7.582938388625582,"      Shipping, receiving, and inventory clerks",Line item,862.2,795.8,-66.3,-7.7,69.3,43190,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,30.0,detailed,False,,,,0.00024964633435965716,,,"      Weighers, measurers, checkers, and samplers, recordkeeping",Line item,49.8,47.4,-2.4,-4.8,5.3,45650,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-6011,Executive Secretaries and Executive Administrative Assistants,50.0,40.0,detailed,False,,0.0007036307345904869,,0.0003328617791462095,-10.0,-19.999999999999996,      Executive secretaries and executive administrative assistants,Line item,502.8,494.9,-7.9,-1.6,50.0,74260,High school diploma or equivalent,Less than 5 years,nan,HS or less
1. Materials & Processing,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",280.0,280.0,detailed,False,,0.003940332113706727,,0.002330032454023467,0.0,0.0,"      Secretaries and administrative assistants, except legal, medical, and executive",Line item,1944.0,1913.2,-30.8,-1.6,202.8,46290,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-9021,Data Entry Keyers,30.0,,detailed,False,,0.00042217844075429216,,,,,        Data entry keyers,Line item,141.6,104.9,-36.7,-25.9,9.5,39850,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,43-9061,"Office Clerks, General",980.0,850.0,detailed,False,,0.013791162397973544,,0.007073312806856953,-130.0,-13.265306122448983,"      Office clerks, general",Line item,2646.0,2468.2,-177.8,-6.7,282.4,43630,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,47-0000,Construction and Extraction Occupations,220.0,3180.0,major,False,0.0030555555555555557,,0.026151315789473686,,2960.0,1345.4545454545455,  Construction and extraction occupations,Summary,7574.7,7968.8,394.1,5.2,649.3,58360,—,—,—,
1. Materials & Processing,47-2111,Electricians,170.0,2290.0,detailed,False,,0.0023923444976076554,,0.019056336856120498,2120.0,1247.0588235294117,      Electricians,Line item,818.7,896.1,77.4,9.5,81.0,62350,High school diploma or equivalent,nan,Apprenticeship,HS or less
1. Materials & Processing,47-2152,"Plumbers, Pipefitters, and Steamfitters",,600.0,detailed,False,,,,0.004992926687193143,,,"        Plumbers, pipefitters, and steamfitters",Line item,504.5,527.2,22.7,4.5,44.0,62970,High school diploma or equivalent,nan,Apprenticeship,HS or less
1. Materials & Processing,47-2211,Sheet Metal Workers,,140.0,detailed,False,,,,0.0011650162270117335,,,      Sheet metal workers,Line item,127.0,130.1,3.1,2.4,10.6,60850,High school diploma or equivalent,nan,Apprenticeship,HS or less
1. Materials & Processing,49-0000,"Installation, Maintenance, and Repair Occupations",4200.0,6310.0,major,False,0.058333333333333334,,0.05189144736842105,,2110.0,50.23809523809524,"  Installation, maintenance, and repair occupations",Summary,6492.9,6794.3,301.4,4.6,608.1,58230,—,—,—,
1. Materials & Processing,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",390.0,580.0,detailed,False,,0.005488319729805798,,0.004826495797620039,190.0,48.71794871794872,"      First-line supervisors of mechanics, installers, and repairers",Line item,617.5,636.5,19.1,3.1,52.4,78300,High school diploma or equivalent,Less than 5 years,nan,HS or less
1. Materials & Processing,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",140.0,60.0,detailed,False,,0.0019701660568533634,,0.0004992926687193143,-80.0,-57.14285714285714,"        Electrical and electronics repairers, commercial and industrial equipment",Line item,61.1,60.7,-0.5,-0.8,4.7,71300,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
1. Materials & Processing,49-3021,Automotive Body and Related Repairers,,290.0,detailed,False,,,,0.0024132478988100193,,,        Automotive body and related repairers,Line item,172.6,175.4,2.8,1.6,14.6,51680,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
1. Materials & Processing,49-3023,Automotive Service Technicians and Mechanics,,130.0,detailed,False,,,,0.001081800782225181,,,        Automotive service technicians and mechanics,Line item,805.6,839.2,33.6,4.2,70.0,49670,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
