stage,year,employment_yoy_pct,wages_yoy_pct,gdp_yoy_pct
Downstream,1970,,,
Downstream,1971,1.6148688684501593,,
Downstream,1972,4.24091551627817,,
Downstream,1973,3.9803198796013253,,
Downstream,1974,-0.009852284675554488,,
Downstream,1975,0.06819625910708561,,
Downstream,1976,4.089677302359696,11.63473948705743,
Downstream,1977,4.655876525444977,11.927327435070342,
Downstream,1978,5.848692519967693,13.795359770680998,13.181606567015308
Downstream,1979,2.6827597039413953,10.818280198937542,11.066877037297619
Downstream,1980,-2.0099154391700536,4.6326315907068425,3.6481455374362883
Downstream,1981,0.08331646223634996,7.343172518504678,8.9494923044448
Downstream,1982,-1.096714069093513,2.4559807858246643,0.8533188860921156
Downstream,1983,1.2534489199426073,4.969452373717799,9.264420726560498
Downstream,1984,6.885321147411405,14.04208774221484,13.50869879949744
Downstream,1985,4.402683661908189,7.669163323270854,8.39846462398125
Downstream,1986,2.0785644772197016,5.740199314019149,5.742290044256776
Downstream,1987,2.6114724274564245,6.852015637299225,2.584477986396712
Downstream,1988,4.1884499711866985,8.219555319103188,6.895919465178013
Downstream,1989,2.1015103938616666,4.80495531175568,5.873441256425006
Downstream,1990,0.48167485146147926,3.5137284183632573,2.551971074254467
Downstream,1991,-2.68448176530326,-0.9200171230471418,1.477918448223689
Downstream,1992,-1.0050882522936837,4.409540010046635,5.011548448637695
Downstream,1993,2.097646495292109,6.130644562463019,7.83848967715892
Downstream,1994,4.3525045932156265,8.563978738246378,10.97328928367352
Downstream,1995,3.7652219712966293,6.64571462900411,3.913096837283886
Downstream,1996,2.8761199090794927,5.852218398498335,5.741615342086185
Downstream,1997,2.1219561441014454,6.0456902733883044,5.578273603084834
Downstream,1998,1.5791243501331147,6.697082847187798,5.893898801654774
Downstream,1999,1.7439133201750132,5.747870351435583,4.612379993924821
Downstream,2000,1.1016933646418474,5.69901372767083,4.285439628567505
Downstream,2001,-1.1218785102586193,1.95096875933723,-2.195101702110741
Downstream,2002,-1.6735804285695772,0.26662339268706653,2.209459851252519
Downstream,2003,-1.212959122069764,0.9143588139151335,3.4433075855472333
Downstream,2004,0.5999678724263825,4.5722428775888835,6.866080285254833
Downstream,2005,1.11645100068409,4.446729641652764,7.2731206601269704
Downstream,2006,0.9256039418251585,4.859476447656768,5.94146491750452
Downstream,2007,0.44921267097557205,3.2622759251120534,1.8930956567140451
Downstream,2008,-2.8613574486781403,-1.7990877281695234,-2.3288713880734146
Downstream,2009,-7.445268300798796,-9.97775140037064,-10.398972316571953
Downstream,2010,-1.1670402651928753,1.7869804999774443,6.490109880730877
Downstream,2011,3.1367653262014255,6.570304924623617,6.698792935453814
Downstream,2012,2.9165348044841446,5.9913070864623466,6.469654521723918
Downstream,2013,2.3109111145297496,3.2944646903261954,5.324491505759131
Downstream,2014,2.4990681140501234,6.2450039228850365,5.70343003307481
Downstream,2015,2.332005285291223,5.279934377513173,3.690566451877834
Downstream,2016,0.764799979135228,1.437877980972905,1.4545540611734167
Downstream,2017,0.8160736325361452,3.7134541769726206,4.835550013207094
Downstream,2018,1.150565797902738,6.999027145683908,6.316058059852112
Downstream,2019,1.4009430718291294,4.424521096292673,5.222991454225857
Downstream,2020,-4.722396305185443,-0.5549337703872788,-3.4426175394503584
Downstream,2021,2.0929322041623077,13.27349495313627,16.536581841753183
Downstream,2022,3.481232944447742,9.611965650779416,11.732180789828526
Downstream,2023,1.6877084951837813,3.853141232678239,3.7281182030417055
Downstream,2024,0.466818824400155,3.8758616822852145,2.4116520939222115
Downstream,2025,0.5647048488311874,3.586401242152454,4.2582357659622945
Downstream,2026,-0.19584681735599266,3.8253625735687113,4.153871691710218
Downstream,2027,-0.1809917663004322,3.2827923169551916,3.0517610392029213
Downstream,2028,-0.0055818364383760175,2.7349967172469127,3.1195928932305503
Downstream,2029,0.07097261003447525,3.1895993117459067,3.146705934008695
Downstream,2030,0.2353022794271347,3.6911966729895607,3.028702227405129
Downstream,2031,0.1405030828322363,3.7359200758801197,2.9376006061227438
Downstream,2032,-0.1981614135954443,3.345033197420551,2.6191850098537977
Downstream,2033,-0.43375406818314205,2.8671319574612335,2.594509574659469
Downstream,2034,-0.48549432689650207,2.7432500525012893,2.6316365877242607
Downstream,2035,-0.40931379602355455,2.8958347477176583,2.5840366463194013
Downstream,2036,-0.28477762501540355,3.1658254182507966,2.788830741515773
Downstream,2037,-0.23855036052818382,3.4268328766330916,2.8979640444015407
Downstream,2038,-0.2251416938075109,3.6351327674386384,2.8763219197031544
Downstream,2039,-0.18908475617181886,3.8440486987209734,2.9021493870106783
Downstream,2040,-0.22171386097970736,3.981842734359182,2.893696104809894
Downstream,2041,-0.24792817928058186,4.046458039204605,2.8520524730520913
Downstream,2042,-0.2646183372317504,4.106621936513479,2.8407255623448937
Downstream,2043,-0.2610333953732804,4.209383791857128,2.8730843236892576
Downstream,2044,-0.2349025118768694,4.324549628059798,2.942893739124706
Downstream,2045,-0.23603020578865752,4.357728433556017,2.975687981549184
Downstream,2046,-0.2434409619743894,4.352802277246029,2.93812248639591
Downstream,2047,-0.2631558895510153,4.371222185611563,2.953340564400315
Downstream,2048,-0.2645006544957328,4.38853629135454,3.044933672737291
Downstream,2049,-0.23099499712223667,4.395533804746154,3.1076692403272426
Downstream,2050,-0.19247608640752617,4.395664773701753,3.1613746795217454
Downstream,2051,-0.16930162050844896,4.408289524572368,3.2131652552107246
Downstream,2052,-0.16501553505199618,4.427078211413481,3.2811283927117034
Downstream,2053,-0.20569837202644414,4.403483957846751,3.3050154066664486
