naics_code,2024_employment,2024_gdp,2024_wages,2030_employment,2030_gdp,2030_wages,pct_change_2024_2030_employment,pct_change_2024_2030_gdp,pct_change_2024_2030_wages
3252,6.07565072827175,1981.670623511348,582.6583431603098,5.831956801293483,2590.004664124048,617.2012723338845,-4.010993025722974,30.69803999691861,5.928505028558525
3255,4.752857443971072,1398.693419410094,378.35169921092876,4.748359728994025,1824.401853115616,424.7370856997587,-0.09463180897109337,30.43615046713143,12.259859433846602
3261,34.54890768171754,3841.724578032513,2331.467257808818,32.53238664777447,4515.09421938258,2691.173065936216,-5.8367142964990455,17.527795855030416,15.42830193830216
3262,5.166939015771877,595.2938258831293,367.22598059697384,4.495710594075082,604.7109450170351,387.61261616060943,-12.990833057016868,1.581927902567325,5.5515232148048055
3272,3.166696244789309,660.3971897034261,265.0125768779717,2.878662605280185,662.6005492214861,292.8098217573971,-9.09571418424086,0.33364156486636126,10.489028561170894
3311,3.3539287734863,636.8316315385114,369.12266862168286,2.784722588385977,628.5827776740477,404.2759608159614,-16.971325974482504,-1.2952958766409501,9.523471513018203
3312,1.80088237622072,288.2110176121927,143.8808011651778,1.530619809312515,304.5571885590405,160.0152675805724,-15.007230370890202,5.6715982207323945,11.21377298759406
3313,2.867361147096216,292.0248347290985,229.00333358657628,2.545702881574437,493.9898356861132,259.0654787870684,-11.217919509285505,69.16021411136859,13.12738322611663
3314,1.228878413874864,134.3795930607304,110.9453552262175,1.023395820203818,215.59212758029412,128.0764808175307,-16.72114924886053,60.435169261794975,15.441048033406032
3315,9.139546791712442,872.4768185617735,658.7085817704703,7.048971786975487,1388.6203203862249,668.9447883037368,-22.873946076107917,59.15842012573852,1.5539810496705053
3321,7.277884568721422,831.6847279655635,506.521108648425,6.971089346474592,1003.6081824263861,513.1531687885813,-4.215445014961645,20.671709925631955,1.3093353913429064
3326,3.385809777770934,353.1114382268446,209.34482974124998,3.341327619398936,399.1123920640685,213.8999205692533,-1.3137819692068808,13.027319100230372,2.1758793057528187
3327,24.59939972559611,2828.32769247876,1695.808570291187,22.972808561509552,3465.3462514916773,1719.8573985877902,-6.612320553472944,22.522798921317037,1.4181334330958013
3328,11.40155160160279,1248.894605140107,732.4566084107822,11.03553022399077,1564.400024790612,782.2231966410797,-3.21027690266793,25.26277384432373,6.794475967426446
3329,10.50484961449694,1458.804944177797,870.7459417471209,10.41341367572469,1862.243682298242,984.2393274549247,-0.8704164469529019,27.65542711728528,13.034041304870547
3335,29.741129875183113,4128.355788059241,2277.836004438961,27.417929969102406,4285.62907602773,2186.224161549378,-7.811404327376457,3.809586577382275,-4.021880535343775
3336,4.792937152387118,872.12753622427,498.0795570687192,4.578951419373279,971.1911675457029,537.8958511959315,-4.464605443600771,11.358846866630575,7.993962723854358
3339,17.5276172558007,2880.246183521981,1546.905869977792,17.71222794559877,3352.3856433005913,1703.424191239857,1.053256053597212,16.39233001955671,10.11815420057279
3344,11.41356671986399,1361.1444659585989,1169.13966451735,11.06548508389121,2088.001540114851,1619.446461091619,-3.04971832658572,53.40043561389029,38.516082401512485
3345,9.762393132364156,1301.972359674599,728.3965188001754,9.496201702963631,1554.67509631083,818.6698553084525,-2.7267026208773615,19.409224378571977,12.393433271341902
3359,4.412524706375623,965.8797525468534,436.76340365541,4.506346593092497,1123.318958474754,555.7801243976658,2.126263147746479,16.300083474445074,27.24970080967578
3361,48.64299297332764,21665.243492094058,5102.108477234781,61.8738239118718,30968.40250836841,6370.605057116567,27.199870176160857,42.94047754260967,24.862203254629346
3362,8.594277574762243,1322.8640241664489,600.8580110421809,8.625685919846608,1713.777233604108,710.4434201590705,0.365456489054978,29.55052086203477,18.238153957008073
3363,118.33649508158369,20882.8666210545,9232.155931438318,107.0112516876844,23452.17207816509,9572.151581594262,-9.57037250942021,12.303413624833322,3.6827329681267105
4231,26.0927193959554,7551.909402962303,2082.507272580212,27.04981317822056,9447.189372510988,2550.62857253723,3.668049189282737,25.09669897264981,22.47873542247077
4235,6.65210060278104,1485.2570534563042,635.5832458742395,6.601349342350417,1820.089313216463,759.7317567461773,-0.7629358523141591,22.543724601810787,19.53300557839163
4238,24.4630282719757,5401.359711884418,2422.094106079914,24.70712380711154,6377.688660381821,2972.357652621467,0.9978140581044561,18.075614300399607,22.71850400693711
4239,8.818091551456577,1588.58180319615,712.8162723098221,8.83786633657975,1953.4339711033779,870.7644879176936,0.22425243611705453,22.967162734280528,22.15833472713149
4247,3.613630902615587,5343.573513395966,394.9120500297569,3.40640418109852,6304.076802495452,472.2888689556467,-5.734584607605438,17.974924209268785,19.59343071958918
4411,38.72263871769282,8784.97673615881,3150.003349538077,38.87824045233931,11915.98486753553,3801.194624146768,0.40183659946551964,35.640482899511234,20.672716894227523
4413,17.63536768939793,2333.689593473771,812.2782731609441,17.84373816117388,3281.494637641917,988.1155672345085,1.181548779962319,40.61401511232299,21.64742058030206
4471,27.21258560816447,3063.792431896549,803.3291244084144,27.642343570231606,2932.720169675845,1008.948751811167,1.5792617734133918,-4.27810516326549,25.595938346462226
4841,35.49001170792712,5777.410912986466,2503.560175991017,32.05953610475482,6417.9610579815135,2661.979822176488,-9.666031196056382,11.087148804929527,6.3277746508634225
4842,11.65307059289482,1918.900251042601,821.9172519928808,9.90406679932649,2205.529456252268,869.3726546369521,-15.008952186685834,14.937160232999716,5.773744562364095
5413,85.22514095498168,13842.62221574066,9005.792911979497,87.54973054561619,18885.32599694189,11038.02326744682,2.7275866775772375,36.42881892324631,22.5658126422611
