naics_code,segment_id,segment_name,stage,year,employment_qcew_raw,bea_share_to_set,employment_adj
3335,2,Equipment Manufacturing,Upstream,2020,31959.0,0.039300112,1255.9922794079998
3335,2,Equipment Manufacturing,Upstream,2021,31751.0,0.039300112,1247.8178561119998
3335,2,Equipment Manufacturing,Upstream,2022,31037.0,0.039300112,1219.757576144
3335,2,Equipment Manufacturing,Upstream,2023,30603.0,0.039300112,1202.701327536
3335,2,Equipment Manufacturing,Upstream,2024,29604.0,0.039300112,1163.440515648
3339,2,Equipment Manufacturing,Upstream,2001,20727.0,0.039300112,814.573421424
3339,2,Equipment Manufacturing,Upstream,2002,18002.0,0.039300112,707.480616224
3339,2,Equipment Manufacturing,Upstream,2003,16773.0,0.039300112,659.180778576
3339,2,Equipment Manufacturing,Upstream,2004,16306.0,0.039300112,640.827626272
3339,2,Equipment Manufacturing,Upstream,2005,16023.0,0.039300112,629.7056945759999
3339,2,Equipment Manufacturing,Upstream,2006,15746.0,0.039300112,618.819563552
3339,2,Equipment Manufacturing,Upstream,2007,15059.0,0.039300112,591.8203866079999
3339,2,Equipment Manufacturing,Upstream,2008,14558.0,0.039300112,572.131030496
3339,2,Equipment Manufacturing,Upstream,2009,11925.0,0.039300112,468.6538356
3339,2,Equipment Manufacturing,Upstream,2010,11306.0,0.039300112,444.32706627199997
3339,2,Equipment Manufacturing,Upstream,2011,12406.0,0.039300112,487.557189472
3339,2,Equipment Manufacturing,Upstream,2012,13481.0,0.039300112,529.804809872
3339,2,Equipment Manufacturing,Upstream,2013,14445.0,0.039300112,567.69011784
3339,2,Equipment Manufacturing,Upstream,2014,15215.0,0.039300112,597.95120408
3339,2,Equipment Manufacturing,Upstream,2015,15801.0,0.039300112,620.981069712
3339,2,Equipment Manufacturing,Upstream,2016,16007.0,0.039300112,629.0768927839999
3339,2,Equipment Manufacturing,Upstream,2017,16399.0,0.039300112,644.482536688
3339,2,Equipment Manufacturing,Upstream,2018,17093.0,0.039300112,671.756814416
3339,2,Equipment Manufacturing,Upstream,2019,17004.0,0.039300112,668.259104448
3339,2,Equipment Manufacturing,Upstream,2020,16308.0,0.039300112,640.9062264959999
3339,2,Equipment Manufacturing,Upstream,2021,16669.0,0.039300112,655.093566928
3339,2,Equipment Manufacturing,Upstream,2022,17802.0,0.039300112,699.6205938239999
3339,2,Equipment Manufacturing,Upstream,2023,18273.0,0.039300112,718.1309465759999
3339,2,Equipment Manufacturing,Upstream,2024,17946.0,0.039300112,705.2798099519999
3315,3,Forging & Foundries,Upstream,2001,16071.0,0.145481535,2338.033748985
3315,3,Forging & Foundries,Upstream,2002,14575.0,0.145481535,2120.3933726249998
3315,3,Forging & Foundries,Upstream,2003,13733.0,0.145481535,1997.8979201549998
3315,3,Forging & Foundries,Upstream,2004,14910.0,0.145481535,2169.12968685
3315,3,Forging & Foundries,Upstream,2005,14620.0,0.145481535,2126.9400416999997
3315,3,Forging & Foundries,Upstream,2006,13857.0,0.145481535,2015.937630495
3315,3,Forging & Foundries,Upstream,2007,12652.0,0.145481535,1840.63238082
3315,3,Forging & Foundries,Upstream,2008,11614.0,0.145481535,1689.62254749
3315,3,Forging & Foundries,Upstream,2009,8174.0,0.145481535,1189.16606709
3315,3,Forging & Foundries,Upstream,2010,8648.0,0.145481535,1258.12431468
3315,3,Forging & Foundries,Upstream,2011,9823.0,0.145481535,1429.065118305
3315,3,Forging & Foundries,Upstream,2012,10489.0,0.145481535,1525.955820615
3315,3,Forging & Foundries,Upstream,2013,10106.0,0.145481535,1470.23639271
3315,3,Forging & Foundries,Upstream,2014,10415.0,0.145481535,1515.190187025
3315,3,Forging & Foundries,Upstream,2015,10312.0,0.145481535,1500.2055889199999
3315,3,Forging & Foundries,Upstream,2016,10321.0,0.145481535,1501.514922735
3315,3,Forging & Foundries,Upstream,2017,10442.0,0.145481535,1519.11818847
3315,3,Forging & Foundries,Upstream,2018,10846.0,0.145481535,1577.89272861
3315,3,Forging & Foundries,Upstream,2019,10665.0,0.145481535,1551.5605707749999
3315,3,Forging & Foundries,Upstream,2020,8861.0,0.145481535,1289.111881635
3315,3,Forging & Foundries,Upstream,2021,8973.0,0.145481535,1305.405813555
3315,3,Forging & Foundries,Upstream,2022,9464.0,0.145481535,1376.83724724
3315,3,Forging & Foundries,Upstream,2023,9659.0,0.145481535,1405.206146565
