stage,2024_employment,2030_employment,2024_wages,2030_wages,2024_gdp,2030_gdp,pct_change_employment_2024_2030,pct_change_wages_2024_2030,pct_change_gdp_2024_2030
Upstream,3711.993189452637,3563.625223200782,362250.89882712666,440584.9572678277,768.827564677187,978.2896037274584,-3.9969891828851467,21.624255093452128,27.24434563401999
OEM,3809.499954016023,4125.09276643422,459782.67777982843,578636.1971629702,791.9168371715823,1087.0524569558884,8.284363203246532,25.84993413780934,37.26851178444636
Downstream,7088.958043620216,7123.516537471191,489466.3337364823,597658.6675695034,1356.046332750998,1662.9167915526407,0.4874975086370673,22.10414207798599,22.629791577924735
