segment_name,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,segment_id
6. Engineering & Design,17-3022,Civil Engineering Technologists and Technicians,650.0,1550.0,detailed,False,,0.0054580569317323,,0.012591389114541,900.0,138.46153846153845,        Civil engineering technologists and technicians,Line item,64.9,66.2,1.4,2.1,5.5,64200.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3023,Electrical and Electronic Engineering Technologists and Technicians,900.0,760.0,detailed,False,,0.0075573095977831,,0.0061738424045491,-140.0,-15.555555555555555,        Electrical and electronic engineering technologists and technicians,Line item,93.7,94.3,0.6,0.6,8.4,77180.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,540.0,,detailed,False,,0.0045343857586699,,,,,        Electro-mechanical and mechatronics technologists and technicians,Line item,15.0,15.1,0.2,1.1,1.3,70760.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3025,Environmental Engineering Technologists and Technicians,170.0,100.0,detailed,False,,0.0014274918129146,,0.000812347684809,-70.0,-41.17647058823529,        Environmental engineering technologists and technicians,Line item,12.9,13.0,0.1,1.2,1.1,58890.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3026,Industrial Engineering Technologists and Technicians,1160.0,880.0,detailed,False,,0.0097405323704761,,0.00714865962632,-280.0,-24.13793103448276,        Industrial engineering technologists and technicians,Line item,74.6,75.9,1.3,1.7,6.3,64790.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3027,Mechanical Engineering Technologists and Technicians,3650.0,2430.0,detailed,False,,0.0306490889243429,,0.019740048740861,-1220.0,-33.42465753424657,        Mechanical engineering technologists and technicians,Line item,38.3,38.3,0.0,0.0,3.2,68730.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3028,Calibration Technologists and Technicians,270.0,,detailed,False,,0.0022671928793349,,,,,        Calibration technologists and technicians,Line item,15.8,16.5,0.7,4.7,1.4,65040.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",660.0,250.0,detailed,False,,0.0055420270383743,,0.0020308692120227,-410.0,-62.121212121212125,"        Engineering technologists and technicians, except drafters, all other",Line item,67.3,68.3,1.0,1.5,5.7,77390.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,17-3031,Surveying and Mapping Technicians,1000.0,920.0,detailed,False,,0.0083970106642035,,0.0074735987002437,-80.0,-7.9999999999999964,      Surveying and mapping technicians,Line item,59.4,62.1,2.7,4.5,7.6,51940.0,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,0.0
6. Engineering & Design,19-0000,"Life, Physical, and Social Science Occupations",5590.0,5870.0,major,False,0.0462518616581168,,0.0467096363491684,,280.0,5.008944543828275,"  Life, physical, and social science occupations",Summary,1609.5,1690.4,80.9,5.0,144.7,78980.0,—,—,—,,0.0
6. Engineering & Design,19-1012,Food Scientists and Technologists,40.0,60.0,detailed,False,,0.0003358804265681,,0.0004874086108854,20.0,50.0,        Food scientists and technologists,Line item,15.2,16.2,1.0,6.5,1.2,85310.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-1013,Soil and Plant Scientists,70.0,,detailed,False,,0.0005877907464942,,,,,        Soil and plant scientists,Line item,20.7,21.8,1.1,5.4,1.7,71410.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-1021,Biochemists and Biophysicists,190.0,760.0,detailed,False,,0.0015954320261986,,0.0061738424045491,570.0,300.0,        Biochemists and biophysicists,Line item,35.6,37.6,2.1,5.8,2.9,103650.0,Doctoral or professional degree,,,BA+,0.0
6. Engineering & Design,19-1022,Microbiologists,40.0,80.0,detailed,False,,0.0003358804265681,,0.0006498781478472,40.0,100.0,        Microbiologists,Line item,20.7,21.6,0.8,4.1,1.7,87330.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-1029,"Biological Scientists, All Other",140.0,220.0,detailed,False,,0.0011755814929884,,0.00178716490658,80.0,57.14285714285714,"        Biological scientists, all other",Line item,63.7,64.5,0.8,1.2,4.8,93330.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-1042,"Medical Scientists, Except Epidemiologists",1400.0,1680.0,detailed,False,,0.0117558149298849,,0.0136474411047928,280.0,20.0,"        Medical scientists, except epidemiologists",Line item,165.3,179.6,14.3,8.7,9.6,100590.0,Doctoral or professional degree,,,BA+,0.0
6. Engineering & Design,19-2012,Physicists,70.0,30.0,detailed,False,,0.0005877907464942,,0.0002437043054427,-40.0,-57.14285714285714,        Physicists,Line item,24.6,25.6,1.0,4.0,1.7,166290.0,Doctoral or professional degree,,,BA+,0.0
6. Engineering & Design,19-2031,Chemists,850.0,600.0,detailed,False,,0.007137459064573,,0.0048740861088545,-250.0,-29.411764705882348,        Chemists,Line item,86.8,91.0,4.3,4.9,6.3,84150.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-2032,Materials Scientists,,60.0,detailed,False,,,,0.0004874086108854,,,        Materials scientists,Line item,8.7,9.1,0.4,4.9,0.6,104160.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-2041,"Environmental Scientists and Specialists, Including Health",220.0,320.0,detailed,False,,0.0018473423461247,,0.0025995125913891,100.0,45.45454545454546,"        Environmental scientists and specialists, including health",Line item,90.3,94.3,4.0,4.4,8.5,80060.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-2042,"Geoscientists, Except Hydrologists and Geographers",140.0,90.0,detailed,False,,0.0011755814929884,,0.0007311129163281,-50.0,-35.71428571428571,"        Geoscientists, except hydrologists and geographers",Line item,25.1,26.0,0.8,3.2,2.0,99240.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-3011,Economists,130.0,40.0,detailed,False,,0.0010916113863464,,0.0003249390739236,-90.0,-69.23076923076923,      Economists,Line item,17.6,17.8,0.2,1.2,0.9,115440.0,Master's degree,,,BA+,0.0
6. Engineering & Design,19-3022,Survey Researchers,90.0,,detailed,False,,0.0007557309597783,,,,,      Survey researchers,Line item,8.8,8.3,-0.5,-5.2,0.7,63380.0,Master's degree,,,BA+,0.0
6. Engineering & Design,19-3041,Sociologists,,60.0,detailed,False,,,,0.0004874086108854,,,      Sociologists,Line item,3.4,3.6,0.1,3.6,0.3,101690.0,Master's degree,,,BA+,0.0
6. Engineering & Design,19-3051,Urban and Regional Planners,150.0,90.0,detailed,False,,0.0012595515996305,,0.0007311129163281,-60.0,-40.0,      Urban and regional planners,Line item,44.7,46.2,1.5,3.4,3.4,83720.0,Master's degree,,,BA+,0.0
6. Engineering & Design,19-3099,"Social Scientists and Related Workers, All Other",,120.0,detailed,False,,,,0.0009748172217709,,,"        Social scientists and related workers, all other",Line item,40.8,40.1,-0.7,-1.7,3.2,100340.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-4021,Biological Technicians,660.0,530.0,detailed,False,,0.0055420270383743,,0.0043054427294882,-130.0,-19.696969696969703,      Biological technicians,Line item,82.7,85.6,2.9,3.5,9.1,52000.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-4031,Chemical Technicians,430.0,560.0,detailed,False,,0.0036107145856075,,0.0045491470349309,130.0,30.23255813953489,      Chemical technicians,Line item,57.0,59.0,2.1,3.7,6.7,57790.0,Associate's degree,,Moderate-term on-the-job training,SC or associate's,0.0
6. Engineering & Design,19-4042,"Environmental Science and Protection Technicians, Including Health",70.0,50.0,detailed,False,,0.0005877907464942,,0.0004061738424045,-20.0,-28.57142857142857,"        Environmental science and protection technicians, including health",Line item,40.4,42.1,1.6,4.0,5.6,49490.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,19-4043,"Geological Technicians, Except Hydrologic Technicians",150.0,90.0,detailed,False,,0.0012595515996305,,0.0007311129163281,-60.0,-40.0,"        Geological technicians, except hydrologic technicians",Line item,9.8,10.0,0.1,1.5,1.3,48390.0,Associate's degree,,Moderate-term on-the-job training,SC or associate's,0.0
