segment,occcd,soctitle,occ_level,year,employment,share_within_level,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
2. Equipment Manufacturing,49-9044,Millwrights,detailed,2024,110.0,0.002332485156912638,        Millwrights,Line item,41.3,41.3,0.0,0.0,3.6,65170,High school diploma or equivalent,nan,Apprenticeship,HS or less
2. Equipment Manufacturing,49-9071,"Maintenance and Repair Workers, General",detailed,2024,340.0,0.00720949957591179,"      Maintenance and repair workers, general",Line item,1629.7,1692.1,62.4,3.8,159.8,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,2024,50.0,0.0010602205258693808,"        Installation, maintenance, and repair workers, all other",Line item,221.2,226.5,5.4,2.4,21.5,48640,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-0000,Production Occupations,major,2024,24370.0,0.5049730625777041,  Production occupations,Summary,9001.2,8901.6,-99.6,-1.1,963.4,45960,—,—,—,
2. Equipment Manufacturing,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2024,1620.0,0.03435114503816794,      First-line supervisors of production and operating workers,Line item,698.6,706.9,8.3,1.2,67.7,71190,High school diploma or equivalent,Less than 5 years,nan,HS or less
2. Equipment Manufacturing,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",detailed,2024,320.0,0.006785411365564037,"        Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",Line item,261.4,273.3,11.9,4.6,29.6,44040,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-2031,Engine and Other Machine Assemblers,detailed,2024,440.0,0.009329940627650551,      Engine and other machine assemblers,Line item,38.4,30.3,-8.1,-21.1,2.8,52540,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-2041,Structural Metal Fabricators and Fitters,detailed,2024,90.0,0.0019083969465648854,      Structural metal fabricators and fitters,Line item,53.8,45.0,-8.8,-16.3,4.1,49900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-2090,Miscellaneous Assemblers and Fabricators,detailed,2024,3850.0,0.08163698049194232,      Miscellaneous assemblers and fabricators,Line item,1467.1,1465.9,-1.3,-0.1,156.3,42210,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,700.0,0.014843087362171332,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Line item,174.7,153.6,-21.1,-12.1,14.4,45590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,60.0,0.001272264631043257,"        Drilling and boring machine tool setters, operators, and tenders, metal and plastic",Line item,5.3,4.3,-1.0,-19.6,0.4,46630,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,650.0,0.01378286683630195,"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",Line item,70.1,61.7,-8.4,-12.0,5.5,45190,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,100.0,0.0021204410517387615,"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",Line item,18.9,16.4,-2.6,-13.6,1.5,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,70.0,0.0014843087362171332,"        Milling and planing machine setters, operators, and tenders, metal and plastic",Line item,13.8,11.8,-2.0,-14.4,1.1,48310,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4041,Machinists,detailed,2024,6210.0,0.1316793893129771,      Machinists,Line item,299.5,299.6,0.0,0.0,29.5,56150,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4061,"Model Makers, Metal and Plastic",detailed,2024,40.0,0.0008481764206955047,"        Model makers, metal and plastic",Line item,3.2,2.6,-0.6,-18.2,0.3,62700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4071,Foundry Mold and Coremakers,detailed,2024,280.0,0.005937234944868533,        Foundry mold and coremakers,Line item,12.7,9.4,-3.3,-25.9,0.9,45700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,840.0,0.017811704834605598,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",Line item,154.6,148.8,-5.8,-3.8,15.9,41230,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,250.0,0.005301102629346904,"      Multiple machine tool setters, operators, and tenders, metal and plastic",Line item,131.0,130.3,-0.7,-0.5,12.8,46060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4111,Tool and Die Makers,detailed,2024,2610.0,0.05534351145038168,      Tool and die makers,Line item,55.2,49.3,-6.0,-10.8,4.7,63180,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
2. Equipment Manufacturing,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,2024,1650.0,0.03498727735368957,"        Welders, cutters, solderers, and brazers",Line item,457.3,467.2,9.9,2.2,45.6,51000,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,2024,170.0,0.003604749787955895,"        Welding, soldering, and brazing machine setters, operators, and tenders",Line item,38.9,35.4,-3.5,-9.0,3.2,47060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,50.0,0.0010602205258693808,"        Heat treating equipment setters, operators, and tenders, metal and plastic",Line item,14.8,12.9,-1.9,-12.8,1.2,47450,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4192,"Layout Workers, Metal and Plastic",detailed,2024,90.0,0.0019083969465648854,"        Layout workers, metal and plastic",Line item,5.7,5.4,-0.3,-5.4,0.5,61870,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,2024,190.0,0.004028837998303647,"        Tool grinders, filers, and sharpeners",Line item,5.8,5.4,-0.5,-7.8,0.5,48970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,2024,40.0,0.0008481764206955047,"        Metal workers and plastic workers, all other",Line item,20.4,18.5,-1.9,-9.5,1.7,42750,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,2024,30.0,0.0006361323155216285,"        Sawing machine setters, operators, and tenders, wood",Line item,45.0,44.7,-0.3,-0.6,4.8,39950,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9022,"Grinding and Polishing Workers, Hand",detailed,2024,50.0,0.0010602205258693808,"        Grinding and polishing workers, hand",Line item,11.8,9.3,-2.5,-21.2,0.8,41690,No formal educational credential,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,2024,810.0,0.01717557251908397,"      Inspectors, testers, sorters, samplers, and weighers",Line item,598.0,598.1,0.1,0.0,69.9,47460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,2024,,,      Packaging and filling machine operators and tenders,Line item,381.2,398.2,17.0,4.5,45.3,40900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,2024,210.0,0.004452926208651399,"        Coating, painting, and spraying machine setters, operators, and tenders",Line item,165.5,166.7,1.2,0.7,15.8,47590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9161,Computer Numerically Controlled Tool Operators,detailed,2024,1570.0,0.03329092451229856,        Computer numerically controlled tool operators,Line item,177.1,158.1,-19.0,-10.7,13.5,49970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9162,Computer Numerically Controlled Tool Programmers,detailed,2024,750.0,0.015903307888040712,        Computer numerically controlled tool programmers,Line item,28.3,31.9,3.6,12.8,3.1,65670,Postsecondary nondegree award,nan,Moderate-term on-the-job training,SC or associate's
2. Equipment Manufacturing,51-9198,Helpers--Production Workers,detailed,2024,190.0,0.004028837998303647,        Helpers--production workers,Line item,168.5,153.5,-15.0,-8.9,23.6,38220,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,51-9199,"Production Workers, All Other",detailed,2024,300.0,0.006361323155216285,"        Production workers, all other",Line item,292.8,294.3,1.5,0.5,31.6,38820,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
2. Equipment Manufacturing,53-0000,Transportation and Material Moving Occupations,major,2024,1290.0,0.02673021135515955,  Transportation and material moving occupations,Summary,14204.6,14784.4,579.9,4.1,1830.0,42740,—,—,—,
2. Equipment Manufacturing,53-1047,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,2024,30.0,0.0006361323155216285,"      First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",Line item,609.6,632.2,22.5,3.7,61.3,61890,High school diploma or equivalent,Less than 5 years,nan,HS or less
2. Equipment Manufacturing,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,2024,180.0,0.003816793893129771,        Heavy and tractor-trailer truck drivers,Line item,2235.1,2324.4,89.3,4.0,237.6,57440,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
2. Equipment Manufacturing,53-3033,Light Truck Drivers,detailed,2024,110.0,0.002332485156912638,        Light truck drivers,Line item,1079.8,1158.6,78.9,7.3,120.2,44140,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7051,Industrial Truck and Tractor Operators,detailed,2024,100.0,0.0021204410517387615,      Industrial truck and tractor operators,Line item,792.5,801.6,9.1,1.1,76.4,46390,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2024,740.0,0.015691263782866838,"        Laborers and freight, stock, and material movers, hand",Line item,2988.9,3033.1,44.3,1.5,384.3,38940,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7064,"Packers and Packagers, Hand",detailed,2024,,,"        Packers and packagers, hand",Line item,591.8,559.7,-32.2,-5.4,74.0,35580,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7065,Stockers and Order Fillers,detailed,2024,100.0,0.0021204410517387615,        Stockers and order fillers,Line item,2764.8,2999.8,235.0,8.5,472.3,37090,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,00-0000,Total all occupations,major,2024,17010.0,,"Total, all occupations",Summary,169956.1,175167.9,5211.8,3.1,18863.3,49500,—,—,—,
3.Forging and foundries,11-0000,Management Occupations,major,2024,1030.0,0.060588235294117644,  Management occupations,Summary,13607.6,14441.0,833.4,6.1,1147.9,122090,—,—,—,
3.Forging and foundries,11-1011,Chief Executives,detailed,2024,30.0,0.0018844221105527637,      Chief executives,Line item,309.4,322.7,13.3,4.3,22.2,206420,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-1021,General and Operations Managers,detailed,2024,230.0,0.014447236180904523,      General and operations managers,Line item,3712.9,3876.8,164.0,4.4,308.7,102950,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-2021,Marketing Managers,detailed,2024,40.0,0.002512562814070352,        Marketing managers,Line item,407.0,433.7,26.7,6.6,34.3,161030,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-2022,Sales Managers,detailed,2024,50.0,0.00314070351758794,        Sales managers,Line item,619.5,648.5,29.0,4.7,49.0,138060,Bachelor's degree,Less than 5 years,nan,BA+
3.Forging and foundries,11-3021,Computer and Information Systems Managers,detailed,2024,40.0,0.002512562814070352,      Computer and information systems managers,Line item,667.1,768.7,101.6,15.2,55.6,171200,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3031,Financial Managers,detailed,2024,80.0,0.005025125628140704,      Financial managers,Line item,868.6,997.4,128.8,14.8,74.6,161700,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3051,Industrial Production Managers,detailed,2024,330.0,0.0207286432160804,      Industrial production managers,Line item,241.9,246.5,4.6,1.9,17.1,121440,Bachelor's degree,5 years or more,nan,BA+
