stage_key,stage_label,training_group,employment_base,employment_target,employment_change,pct_change,share_change
all_segments,All Segments,BA+,61551.71293278395,63378.867662817305,1827.154730033355,0.029684872166411597,-1.576715897391229
all_segments,All Segments,,128642.00976397368,126884.99303053354,-1757.016733440134,-0.013658187839756437,1.516191360294316
all_segments,All Segments,,233131.2764495296,231902.30271527654,-1228.973734253057,-0.005271595270140069,1.0605245370969127
